Species,Pond_Area,Soil_Type,Water_Source,Season,Recommended_Stocking,Survival_Rate
King Prawn,4.84,Clay,River,Winter,23312,83.07
Catfish,2.31,Loamy,River,Winter,6965,86.81
Banana Prawn,1.93,Loamy,Borewell,Summer,25417,72.13
Black Tiger Shrimp,2.3,Sandy,Borewell,Summer,8134,89.46
Banana Prawn,0.62,Loamy,Borewell,Summer,9169,82.61
Pangasius,4.36,Clay,Borewell,Winter,21975,76.34
Salmon,2.78,Clay,Borewell,Summer,37027,72.13
Freshwater Prawn,0.92,Loamy,Borewell,Summer,48475,73.44
Snapper,2.5,Sandy,Borewell,Winter,43542,87.07
Tiger Prawn,4.13,Clay,River,Summer,43226,77.59
Pangasius,4.05,Loamy,River,Summer,26901,84.75
Black Tiger Shrimp,0.7,Sandy,Canal,Summer,43824,73.89
Trout,0.79,Loamy,Borewell,Monsoon,3383,85.29
Black Tiger Shrimp,4.01,Sandy,Canal,Winter,27168,70.94
Vannamei,2.74,Loamy,Borewell,Summer,24182,77.26
Snow Crab,0.77,Loamy,Canal,Monsoon,3272,70.83
Whiteleg Shrimp,4.78,Loamy,Borewell,Winter,9109,71.98
Cod,3.78,Sandy,River,Monsoon,6116,75.01
Tiger Prawn,0.96,Loamy,Canal,Summer,20343,76.5
Freshwater Prawn,3.57,Clay,Borewell,Winter,48036,73.73
Grouper,3.23,Sandy,Canal,Winter,6082,86.41
Blue Swimmer Crab,3.78,Loamy,River,Summer,25955,83.58
Snow Crab,2.38,Sandy,Borewell,Monsoon,11525,94.3
Black Tiger Shrimp,1.36,Sandy,River,Monsoon,28278,93.78
Rohu,2.64,Clay,Canal,Monsoon,42373,80.75
Barramundi,2.97,Loamy,Canal,Monsoon,3877,86.85
Seabass,0.66,Clay,Borewell,Monsoon,45001,73.87
Trout,3.48,Sandy,River,Monsoon,37058,76.1
Black Tiger Shrimp,0.69,Sandy,Canal,Winter,26310,81.48
King Prawn,0.93,Sandy,Canal,Winter,7789,84.0
Banana Prawn,0.91,Sandy,River,Monsoon,48640,79.56
Banana Prawn,3.53,Clay,River,Summer,41935,86.37
Barramundi,0.95,Sandy,Canal,Monsoon,49420,91.36
Tiger Prawn,3.13,Clay,Borewell,Monsoon,18536,76.13
Dungeness Crab,4.65,Sandy,Borewell,Winter,25619,79.45
Barramundi,0.99,Loamy,Canal,Summer,37921,81.75
Barramundi,3.07,Sandy,River,Monsoon,17978,83.42
Pangasius,0.96,Loamy,Borewell,Monsoon,49671,73.19
Freshwater Prawn,4.75,Clay,River,Summer,7826,94.24
King Crab,3.42,Clay,Canal,Summer,46880,83.03
Snapper,4.15,Sandy,Borewell,Winter,44631,80.35
Soft Shell Crab,0.89,Clay,River,Summer,29960,90.92
King Crab,1.12,Loamy,Canal,Summer,10899,74.23
Tuna,1.52,Clay,Canal,Summer,10041,75.95
Freshwater Prawn,1.48,Clay,River,Monsoon,27710,83.72
Freshwater Prawn,4.53,Clay,Canal,Summer,29033,89.93
Cod,3.2,Loamy,River,Winter,8543,93.01
Vannamei,2.19,Sandy,Borewell,Winter,18012,80.25
Banana Prawn,3.6,Loamy,River,Winter,21618,71.79
Mud Crab,2.83,Sandy,Canal,Monsoon,5580,79.18
Milkfish,1.37,Sandy,River,Winter,27032,74.67
Tilapia,3.52,Loamy,Canal,Summer,18248,73.97
Blue Swimmer Crab,4.39,Clay,Borewell,Winter,17842,74.01
Catfish,3.46,Sandy,River,Summer,27896,94.49
Pangasius,4.85,Clay,Borewell,Summer,44848,86.53
Banana Prawn,3.3,Clay,Borewell,Winter,16181,94.79
Freshwater Prawn,4.29,Loamy,Canal,Summer,35458,88.82
Catfish,3.03,Loamy,Borewell,Summer,2345,70.0
Barramundi,2.14,Loamy,Borewell,Winter,8573,70.07
Tilapia,3.4,Clay,Borewell,Winter,44942,73.03
King Crab,3.5,Clay,River,Winter,30609,78.29
Grouper,3.47,Clay,Borewell,Summer,31283,70.93
Snapper,3.55,Loamy,Canal,Summer,39267,75.53
Whiteleg Shrimp,2.47,Clay,Borewell,Monsoon,10193,78.5
Milkfish,1.74,Sandy,Canal,Monsoon,8086,82.85
Freshwater Prawn,3.37,Sandy,Borewell,Summer,10321,88.64
Seabass,2.42,Sandy,Canal,Monsoon,2519,72.95
Tilapia,2.49,Sandy,Borewell,Winter,28884,75.11
Soft Shell Crab,4.81,Clay,Canal,Winter,6081,70.94
Banana Prawn,4.99,Clay,Canal,Winter,6301,90.11
Rohu,3.01,Sandy,Borewell,Monsoon,38013,90.69
Grouper,2.81,Clay,River,Winter,22091,86.77
Pangasius,1.83,Clay,River,Winter,26499,93.03
Milkfish,0.61,Sandy,River,Winter,17143,78.77
Seabass,1.42,Sandy,Borewell,Monsoon,45623,78.59
Tuna,4.86,Clay,Borewell,Winter,15363,71.12
Tilapia,3.4,Clay,Borewell,Monsoon,26277,93.67
Mud Crab,4.36,Sandy,Canal,Winter,35866,83.11
Dungeness Crab,3.5,Clay,Canal,Winter,6033,84.24
Whiteleg Shrimp,2.26,Sandy,River,Winter,37477,71.16
Tuna,2.67,Clay,River,Summer,8996,80.83
Carp,4.74,Loamy,Canal,Monsoon,22493,86.23
Rohu,2.36,Loamy,Canal,Monsoon,40036,92.98
Freshwater Prawn,3.88,Loamy,River,Summer,42967,75.0
Catfish,2.79,Sandy,River,Winter,42310,81.93
Dungeness Crab,3.14,Clay,River,Summer,6565,72.12
Catfish,4.26,Clay,River,Monsoon,7157,93.08
Rohu,4.82,Clay,Borewell,Summer,23627,71.44
Grouper,4.14,Sandy,Canal,Monsoon,6719,88.33
Whiteleg Shrimp,2.55,Loamy,Canal,Monsoon,15630,76.75
Salmon,0.83,Clay,River,Monsoon,35494,85.62
Snow Crab,2.46,Clay,Canal,Winter,39861,89.18
Barramundi,2.96,Loamy,River,Summer,5413,74.27
Black Tiger Shrimp,1.28,Sandy,River,Summer,24941,71.02
Snow Crab,2.73,Sandy,Borewell,Winter,30602,92.86
Trout,2.42,Sandy,River,Winter,23633,70.78
King Prawn,1.69,Clay,River,Monsoon,34399,93.55
Soft Shell Crab,2.79,Loamy,River,Monsoon,30974,81.51
Snow Crab,1.02,Sandy,Canal,Summer,4375,90.85
Seabass,3.03,Sandy,Canal,Summer,27527,72.94
Grouper,4.54,Loamy,Canal,Monsoon,19353,85.88
Barramundi,4.09,Clay,Canal,Winter,25623,92.08
Milkfish,4.63,Clay,Borewell,Monsoon,2847,83.56
Dungeness Crab,1.15,Sandy,River,Winter,21562,83.32
Freshwater Prawn,0.99,Sandy,Canal,Winter,3138,84.1
King Crab,2.22,Loamy,Canal,Summer,49638,74.75
Whiteleg Shrimp,2.11,Clay,Borewell,Winter,15116,90.81
Barramundi,0.97,Loamy,Canal,Winter,37118,92.4
Mud Crab,4.51,Sandy,Borewell,Monsoon,7598,80.61
King Crab,3.89,Sandy,River,Monsoon,15937,87.79
Whiteleg Shrimp,4.74,Clay,Canal,Monsoon,30501,81.1
Freshwater Prawn,1.41,Clay,River,Summer,6626,83.94
Whiteleg Shrimp,1.71,Loamy,River,Summer,31692,88.22
Snapper,2.22,Loamy,River,Monsoon,3952,76.25
Seabass,3.24,Loamy,River,Winter,19575,78.52
Pangasius,4.17,Sandy,River,Winter,40470,72.51
King Crab,4.56,Loamy,Canal,Monsoon,22864,83.62
Carp,1.61,Sandy,River,Summer,17023,70.4
Tiger Prawn,0.92,Sandy,River,Summer,38521,73.34
Tilapia,3.37,Loamy,Borewell,Summer,5128,82.84
Black Tiger Shrimp,0.76,Loamy,River,Monsoon,43594,88.66
Freshwater Prawn,2.21,Clay,Borewell,Winter,12558,85.12
Trout,0.85,Sandy,Canal,Monsoon,2173,92.35
Grouper,1.92,Loamy,River,Winter,34167,90.41
Tuna,3.09,Loamy,Canal,Summer,47549,77.42
Whiteleg Shrimp,3.91,Clay,River,Winter,32540,73.63
Tuna,3.18,Clay,Borewell,Monsoon,22832,89.16
Soft Shell Crab,3.23,Loamy,River,Summer,20045,75.5
Trout,2.96,Sandy,Borewell,Monsoon,27216,78.45
Black Tiger Shrimp,1.2,Clay,River,Winter,22059,87.33
Grouper,1.45,Clay,River,Monsoon,38012,93.69
Blue Swimmer Crab,2.75,Sandy,Borewell,Monsoon,28440,94.15
Tilapia,3.41,Loamy,Borewell,Summer,31704,94.12
Whiteleg Shrimp,4.43,Clay,Canal,Monsoon,12419,72.27
Whiteleg Shrimp,2.06,Sandy,Borewell,Summer,25138,72.8
Salmon,3.84,Sandy,Borewell,Winter,35237,82.3
Snapper,1.31,Sandy,Canal,Summer,31955,70.08
Cod,1.17,Loamy,River,Monsoon,45243,78.23
Mud Crab,4.91,Sandy,River,Summer,26067,88.09
Soft Shell Crab,4.16,Clay,Canal,Monsoon,43255,76.0
Blue Swimmer Crab,2.18,Clay,Canal,Monsoon,28876,79.63
Catfish,0.55,Sandy,Canal,Summer,27554,72.81
Trout,4.41,Loamy,River,Monsoon,31462,71.91
Tilapia,4.11,Clay,River,Summer,38275,73.81
King Prawn,1.59,Sandy,Canal,Summer,47468,90.74
Snapper,3.35,Clay,Borewell,Summer,12275,77.15
Milkfish,3.91,Clay,River,Summer,32390,79.6
Banana Prawn,1.67,Loamy,River,Winter,2585,71.31
Soft Shell Crab,4.93,Sandy,Borewell,Winter,11981,92.45
Catfish,4.87,Clay,River,Winter,38760,89.17
Black Tiger Shrimp,2.43,Clay,River,Monsoon,23063,78.26
Carp,4.35,Sandy,Canal,Summer,40933,82.52
Soft Shell Crab,2.92,Loamy,Canal,Summer,35105,76.37
Tiger Prawn,1.0,Loamy,Borewell,Monsoon,7853,76.87
Grouper,0.79,Clay,River,Monsoon,39570,77.1
Cod,1.77,Clay,Borewell,Winter,27841,83.68
Snapper,4.42,Sandy,River,Summer,29286,77.17
Tilapia,0.73,Loamy,Borewell,Winter,20038,72.45
Blue Swimmer Crab,2.36,Clay,Borewell,Summer,46103,85.66
Trout,4.61,Sandy,River,Summer,45076,72.98
King Crab,4.02,Sandy,Borewell,Monsoon,34432,90.97
Dungeness Crab,4.83,Loamy,Borewell,Monsoon,40042,78.41
Snapper,0.75,Clay,River,Winter,37106,77.15
Snow Crab,1.98,Sandy,River,Winter,40190,79.35
Seabass,4.26,Loamy,River,Monsoon,24952,73.29
Salmon,3.66,Sandy,Borewell,Summer,42716,77.43
Trout,2.36,Clay,River,Winter,14958,72.68
Blue Swimmer Crab,1.97,Sandy,Canal,Summer,34558,84.5
Tuna,2.61,Loamy,Canal,Monsoon,17807,79.13
Soft Shell Crab,3.71,Loamy,River,Monsoon,22341,76.17
King Crab,3.22,Loamy,River,Winter,46839,94.78
Black Tiger Shrimp,3.93,Clay,River,Summer,26399,79.34
Trout,1.63,Sandy,River,Monsoon,25396,84.62
Tuna,4.53,Clay,Borewell,Winter,17799,70.49
Snow Crab,1.09,Loamy,River,Winter,34270,89.76
King Crab,4.04,Loamy,River,Monsoon,29463,70.34
Pangasius,4.79,Clay,Canal,Summer,48190,73.71
Carp,4.39,Clay,River,Winter,38870,78.52
Barramundi,2.63,Sandy,Canal,Monsoon,15944,72.98
Barramundi,1.71,Loamy,River,Monsoon,37018,72.65
Vannamei,4.63,Loamy,Borewell,Summer,28459,83.53
Soft Shell Crab,3.55,Clay,Borewell,Summer,13134,84.34
Barramundi,0.65,Loamy,River,Summer,8197,87.93
Dungeness Crab,1.91,Sandy,River,Summer,25038,90.65
King Prawn,4.59,Loamy,Canal,Summer,15779,70.9
Catfish,3.16,Clay,Canal,Monsoon,20742,80.44
Freshwater Prawn,2.61,Clay,Borewell,Summer,10546,72.08
Vannamei,3.35,Clay,Canal,Monsoon,30074,85.7
Catfish,3.03,Sandy,River,Monsoon,36788,78.42
Seabass,0.65,Clay,Borewell,Winter,37825,83.19
Mud Crab,1.69,Loamy,River,Winter,22845,84.13
Dungeness Crab,1.74,Clay,River,Winter,14762,93.38
Banana Prawn,2.9,Sandy,River,Monsoon,4648,85.28
King Crab,1.51,Loamy,Canal,Summer,10397,86.43
Soft Shell Crab,2.88,Clay,Canal,Monsoon,6339,75.37
Vannamei,2.23,Sandy,Borewell,Monsoon,32813,82.07
Cod,1.68,Clay,Borewell,Summer,29587,74.3
Vannamei,1.67,Sandy,River,Monsoon,2996,72.36
Tuna,0.95,Sandy,Borewell,Summer,21134,79.95
Tiger Prawn,2.5,Sandy,Borewell,Summer,12767,86.79
Pangasius,3.33,Loamy,Canal,Winter,9460,77.74
Tiger Prawn,3.81,Loamy,Borewell,Monsoon,31528,77.57
Seabass,1.42,Sandy,Canal,Winter,35774,71.3
Catfish,4.78,Loamy,River,Winter,40930,86.5
Vannamei,1.73,Sandy,River,Monsoon,6835,92.57
Soft Shell Crab,1.81,Sandy,Canal,Winter,14711,83.07
Whiteleg Shrimp,4.89,Sandy,Borewell,Winter,13783,84.5
Banana Prawn,1.43,Clay,Canal,Summer,43341,70.71
Pangasius,4.69,Loamy,Canal,Summer,2201,77.84
Pangasius,3.21,Loamy,Canal,Monsoon,4874,94.41
Grouper,3.43,Sandy,Borewell,Winter,37010,75.6
Whiteleg Shrimp,1.15,Clay,Canal,Winter,16689,78.15
Vannamei,4.29,Loamy,Canal,Summer,28981,93.43
Whiteleg Shrimp,3.84,Loamy,River,Summer,3903,85.53
Snow Crab,0.78,Sandy,River,Winter,14465,80.35
Milkfish,0.94,Sandy,Canal,Summer,20217,90.5
Dungeness Crab,3.98,Clay,Borewell,Monsoon,34938,81.16
Pangasius,3.56,Loamy,River,Monsoon,43410,94.24
Milkfish,1.38,Sandy,River,Summer,2869,92.35
Cod,2.09,Loamy,Canal,Monsoon,3078,90.15
Cod,0.87,Sandy,Canal,Summer,38435,81.51
Snow Crab,1.67,Loamy,Borewell,Winter,4590,94.92
Snow Crab,3.26,Sandy,Borewell,Winter,3167,84.17
Snow Crab,1.71,Sandy,Canal,Summer,41204,75.39
Blue Swimmer Crab,0.69,Sandy,River,Monsoon,8319,88.89
Soft Shell Crab,2.59,Clay,Borewell,Winter,12649,94.62
Snapper,4.77,Sandy,Borewell,Winter,17544,84.78
Trout,1.12,Loamy,Canal,Monsoon,40554,70.81
Carp,3.77,Sandy,Canal,Winter,29764,91.32
Tuna,1.01,Clay,Canal,Winter,36746,72.54
Dungeness Crab,0.55,Clay,Borewell,Summer,45783,85.32
Black Tiger Shrimp,0.7,Loamy,River,Summer,32558,85.98
Black Tiger Shrimp,1.71,Loamy,River,Summer,12223,77.28
Trout,1.26,Clay,Borewell,Summer,17990,77.93
Banana Prawn,2.53,Loamy,Canal,Summer,35753,84.87
Catfish,3.12,Loamy,River,Summer,35963,77.53
King Prawn,3.72,Sandy,Borewell,Winter,18373,92.66
Carp,3.42,Loamy,Canal,Winter,42588,78.94
Barramundi,1.22,Loamy,Canal,Monsoon,35175,76.75
Soft Shell Crab,4.17,Sandy,River,Winter,10504,90.68
Grouper,1.52,Clay,Canal,Winter,44675,76.02
Catfish,0.91,Loamy,Borewell,Monsoon,10044,84.12
Grouper,4.92,Sandy,Canal,Monsoon,47869,71.26
Catfish,2.39,Loamy,Canal,Monsoon,33721,78.51
Milkfish,1.62,Loamy,Canal,Summer,18716,78.27
Salmon,4.8,Sandy,Canal,Winter,30111,88.71
Banana Prawn,4.82,Loamy,River,Summer,42597,83.93
Carp,4.58,Loamy,Borewell,Monsoon,14885,91.28
King Crab,1.53,Sandy,River,Summer,49984,77.67
Carp,0.85,Loamy,River,Winter,28259,94.29
Mud Crab,0.62,Loamy,Canal,Winter,47916,76.59
Vannamei,3.93,Sandy,Canal,Winter,38877,72.68
Carp,1.89,Loamy,River,Winter,17940,70.24
Freshwater Prawn,2.48,Sandy,River,Summer,13331,86.4
Cod,4.03,Sandy,River,Monsoon,2714,72.79
Tiger Prawn,1.39,Loamy,Canal,Summer,37565,86.27
Salmon,2.03,Loamy,Canal,Summer,18033,78.66
Black Tiger Shrimp,2.31,Loamy,Canal,Monsoon,5992,88.56
Tiger Prawn,4.32,Loamy,Borewell,Monsoon,7060,75.0
Snapper,3.44,Clay,River,Monsoon,34226,80.98
Mud Crab,2.89,Loamy,River,Winter,48520,86.62
Blue Swimmer Crab,2.09,Loamy,River,Summer,37596,72.95
Blue Swimmer Crab,2.34,Sandy,River,Monsoon,8276,72.43
Tiger Prawn,4.13,Sandy,Canal,Summer,8971,80.48
Banana Prawn,2.85,Clay,Canal,Summer,38824,76.63
Dungeness Crab,1.74,Loamy,Canal,Summer,49726,79.94
Grouper,3.52,Loamy,Borewell,Monsoon,17000,83.74
Mud Crab,3.19,Sandy,Borewell,Summer,39572,85.85
Freshwater Prawn,3.22,Sandy,River,Monsoon,23272,72.91
Catfish,3.68,Clay,Borewell,Monsoon,32634,91.04
Catfish,1.03,Clay,Borewell,Winter,20690,72.93
Milkfish,1.59,Loamy,Canal,Winter,3284,70.18
Black Tiger Shrimp,1.53,Sandy,Canal,Summer,42808,89.47
Trout,4.5,Sandy,Canal,Monsoon,34345,77.85
Blue Swimmer Crab,4.58,Clay,Borewell,Summer,14541,75.73
Carp,4.85,Loamy,Canal,Summer,30784,89.72
Mud Crab,3.22,Sandy,Canal,Summer,10132,87.87
King Prawn,4.49,Loamy,Borewell,Summer,22734,73.63
Barramundi,2.53,Loamy,Canal,Winter,31476,90.15
Tuna,0.73,Clay,Canal,Monsoon,20122,87.25
Blue Swimmer Crab,4.64,Clay,River,Summer,7902,77.6
Soft Shell Crab,2.08,Loamy,Borewell,Monsoon,6986,75.22
Mud Crab,4.39,Clay,Borewell,Summer,42267,79.68
Grouper,1.22,Loamy,Canal,Winter,5102,76.58
Catfish,1.31,Loamy,Canal,Summer,28340,75.01
Cod,3.83,Loamy,Canal,Monsoon,29417,72.94
Barramundi,3.92,Clay,River,Summer,47908,81.58
King Prawn,2.79,Sandy,River,Monsoon,38278,84.73
Freshwater Prawn,1.62,Clay,River,Summer,43490,82.62
Mud Crab,1.04,Clay,River,Monsoon,22815,92.38
Rohu,2.25,Loamy,Canal,Winter,43820,73.99
King Prawn,4.3,Clay,Canal,Summer,7099,79.35
Soft Shell Crab,3.73,Loamy,Borewell,Winter,35993,74.78
Dungeness Crab,1.32,Loamy,Borewell,Summer,20838,72.87
Cod,3.56,Loamy,Borewell,Monsoon,33500,75.71
Trout,2.33,Clay,River,Winter,33193,77.76
Vannamei,3.69,Loamy,River,Summer,47450,79.52
Rohu,4.69,Clay,River,Winter,39859,89.64
Trout,3.65,Loamy,Borewell,Winter,40946,77.4
Tilapia,2.29,Loamy,Canal,Winter,4142,75.87
Catfish,1.89,Loamy,River,Monsoon,47362,93.0
Snow Crab,4.42,Clay,River,Summer,40729,78.32
Salmon,2.92,Loamy,River,Monsoon,42372,83.76
King Crab,1.77,Sandy,Borewell,Winter,31569,82.77
Vannamei,0.53,Clay,River,Summer,8007,87.85
Tilapia,0.69,Clay,Canal,Monsoon,24533,74.86
Soft Shell Crab,2.51,Clay,River,Monsoon,44711,91.14
Black Tiger Shrimp,2.67,Sandy,Canal,Summer,16634,84.15
Tilapia,1.58,Sandy,Canal,Summer,39544,80.16
Catfish,1.96,Loamy,Canal,Summer,41746,92.12
Tilapia,3.37,Clay,River,Winter,20559,84.39
Milkfish,1.72,Sandy,Canal,Monsoon,10633,85.42
Dungeness Crab,4.85,Loamy,River,Monsoon,42617,77.14
Soft Shell Crab,3.96,Clay,Canal,Winter,36135,86.52
Blue Swimmer Crab,4.7,Loamy,River,Winter,15414,73.28
Barramundi,2.91,Sandy,Canal,Summer,19238,80.37
Whiteleg Shrimp,3.76,Loamy,River,Monsoon,35744,70.17
Blue Swimmer Crab,1.05,Loamy,Borewell,Winter,48384,84.12
Milkfish,2.31,Clay,Canal,Summer,40157,84.63
Carp,3.33,Clay,Canal,Summer,12154,83.88
Catfish,0.58,Clay,Canal,Summer,30057,94.48
Milkfish,3.7,Clay,River,Summer,4235,87.12
Snapper,1.33,Sandy,Canal,Summer,28229,86.51
Snow Crab,2.43,Clay,Canal,Monsoon,18840,89.51
Black Tiger Shrimp,2.99,Clay,Canal,Monsoon,9280,82.54
Whiteleg Shrimp,4.66,Clay,Borewell,Winter,44709,70.41
Tiger Prawn,1.19,Clay,Canal,Winter,3852,81.2
Grouper,2.74,Loamy,Borewell,Summer,47528,88.75
Whiteleg Shrimp,1.4,Loamy,Borewell,Summer,3947,93.86
Soft Shell Crab,4.58,Sandy,River,Summer,6165,91.82
Salmon,2.93,Clay,Borewell,Summer,13700,82.94
Tiger Prawn,1.21,Clay,Canal,Monsoon,33047,76.03
Carp,1.85,Loamy,River,Summer,38214,87.05
Pangasius,3.08,Clay,River,Summer,14810,83.17
Freshwater Prawn,4.9,Clay,River,Winter,34012,77.77
King Prawn,0.98,Sandy,Canal,Winter,12851,85.56
Tiger Prawn,1.36,Sandy,Borewell,Winter,43694,80.57
Pangasius,1.22,Clay,River,Summer,33866,92.81
King Prawn,3.32,Clay,Borewell,Monsoon,49865,72.18
Dungeness Crab,1.11,Clay,Borewell,Summer,15408,89.51
King Prawn,0.58,Clay,Borewell,Monsoon,8789,79.43
Whiteleg Shrimp,1.55,Clay,Borewell,Winter,6253,86.72
Black Tiger Shrimp,4.6,Loamy,River,Summer,42739,79.14
King Prawn,4.65,Loamy,Canal,Summer,14407,80.8
King Prawn,1.7,Loamy,River,Winter,46508,91.44
Barramundi,2.1,Loamy,Canal,Monsoon,44725,81.92
Pangasius,3.71,Sandy,Borewell,Monsoon,36014,72.92
Cod,4.38,Clay,Canal,Winter,10548,77.98
Cod,2.35,Sandy,River,Monsoon,22114,77.98
Catfish,4.97,Sandy,River,Summer,45274,81.27
Trout,0.78,Sandy,Canal,Summer,31725,91.53
Tiger Prawn,0.98,Clay,River,Monsoon,30359,79.11
King Crab,3.65,Clay,Canal,Summer,18604,92.49
Seabass,1.58,Sandy,River,Summer,20429,76.73
Carp,0.78,Loamy,Canal,Monsoon,14541,91.87
Tiger Prawn,4.63,Clay,Borewell,Summer,16770,76.36
Seabass,4.5,Clay,River,Winter,3068,92.73
Whiteleg Shrimp,3.9,Clay,River,Summer,34253,82.64
Blue Swimmer Crab,4.93,Loamy,Borewell,Monsoon,14766,77.92
Pangasius,3.51,Clay,River,Monsoon,7193,72.94
Carp,4.7,Clay,Borewell,Winter,6874,76.03
Dungeness Crab,2.95,Sandy,Canal,Monsoon,22890,77.66
Black Tiger Shrimp,3.86,Clay,Canal,Monsoon,12211,70.28
Salmon,3.61,Clay,Canal,Monsoon,29980,81.99
Snow Crab,1.16,Sandy,Borewell,Winter,5227,77.02
Freshwater Prawn,0.93,Loamy,Borewell,Summer,22981,79.4
King Prawn,1.42,Clay,Borewell,Monsoon,10938,72.47
Pangasius,4.46,Sandy,Canal,Monsoon,28115,93.25
Cod,4.22,Clay,Canal,Summer,44744,85.14
Vannamei,0.52,Clay,Canal,Monsoon,11363,88.01
King Prawn,4.76,Loamy,Borewell,Summer,4418,72.72
Pangasius,0.75,Loamy,River,Summer,17861,71.15
Pangasius,3.78,Loamy,Borewell,Winter,26581,84.39
Snapper,2.86,Loamy,Borewell,Summer,19762,77.03
Cod,1.61,Sandy,Borewell,Winter,33058,78.64
King Prawn,3.28,Clay,River,Monsoon,25921,89.78
Banana Prawn,4.94,Clay,Borewell,Winter,3080,79.15
Grouper,4.03,Sandy,Borewell,Summer,3006,85.5
King Crab,3.69,Clay,Canal,Monsoon,18005,76.39
Snapper,4.9,Clay,River,Summer,47864,91.6
Tiger Prawn,2.98,Clay,River,Monsoon,17262,94.81
Salmon,2.13,Clay,Canal,Winter,23876,75.97
Catfish,3.74,Clay,River,Summer,48048,87.56
King Prawn,0.95,Sandy,River,Winter,8433,79.5
Blue Swimmer Crab,0.62,Clay,River,Summer,36166,82.49
Blue Swimmer Crab,0.54,Sandy,Canal,Winter,16853,91.43
Tiger Prawn,3.36,Loamy,Borewell,Summer,15242,94.14
Tiger Prawn,0.96,Sandy,Borewell,Monsoon,4438,71.89
Mud Crab,0.9,Loamy,River,Monsoon,17548,70.69
Grouper,4.31,Loamy,Canal,Winter,38300,93.26
Milkfish,2.3,Loamy,River,Summer,32721,77.64
Vannamei,3.02,Sandy,Borewell,Winter,7577,73.09
Mud Crab,2.52,Sandy,Canal,Winter,43943,87.73
Freshwater Prawn,3.9,Clay,Borewell,Summer,25515,92.83
Whiteleg Shrimp,4.07,Loamy,River,Monsoon,10314,85.88
Carp,4.93,Sandy,River,Monsoon,21903,87.13
Salmon,4.07,Clay,Canal,Monsoon,35256,88.29
Blue Swimmer Crab,3.34,Sandy,River,Monsoon,14307,78.61
Vannamei,1.35,Clay,River,Winter,44517,76.89
King Prawn,2.44,Sandy,River,Monsoon,5238,70.64
Blue Swimmer Crab,1.08,Clay,Canal,Summer,48656,83.76
Grouper,4.26,Loamy,Canal,Summer,42472,91.33
Whiteleg Shrimp,4.59,Sandy,Canal,Winter,39658,82.7
Mud Crab,1.25,Sandy,Borewell,Monsoon,2957,88.84
Snow Crab,1.36,Loamy,Canal,Winter,30067,77.38
King Prawn,2.88,Clay,River,Monsoon,18622,75.64
King Crab,4.19,Loamy,Borewell,Winter,37217,78.47
Trout,3.72,Loamy,River,Winter,22732,91.96
Catfish,1.74,Sandy,Canal,Winter,31294,89.78
King Crab,4.18,Sandy,Canal,Winter,16254,82.44
Snow Crab,4.79,Loamy,River,Winter,6183,80.13
King Crab,3.51,Clay,Borewell,Winter,9181,76.2
Milkfish,3.32,Loamy,Borewell,Monsoon,28943,76.73
Tiger Prawn,1.47,Clay,Canal,Summer,25887,83.72
Soft Shell Crab,3.27,Loamy,Canal,Monsoon,4674,90.75
Snapper,1.55,Sandy,Borewell,Winter,43988,75.61
Barramundi,1.99,Loamy,River,Summer,24837,94.17
Tilapia,1.23,Sandy,Canal,Winter,16733,81.84
Soft Shell Crab,4.06,Loamy,Canal,Summer,6103,70.09
Mud Crab,0.74,Clay,Borewell,Winter,3117,80.01
Banana Prawn,2.77,Loamy,Borewell,Winter,19246,87.06
Tilapia,3.11,Clay,River,Monsoon,37465,70.76
Soft Shell Crab,0.7,Clay,Canal,Winter,21685,79.33
Soft Shell Crab,4.38,Clay,Borewell,Monsoon,10141,87.67
Tuna,3.13,Loamy,River,Winter,11369,89.54
Barramundi,4.32,Sandy,Canal,Winter,7339,94.42
King Crab,2.42,Clay,Canal,Summer,34572,85.4
Black Tiger Shrimp,1.44,Loamy,River,Monsoon,6210,94.94
Dungeness Crab,1.16,Clay,Canal,Summer,9412,70.18
Dungeness Crab,4.88,Loamy,Borewell,Monsoon,3283,83.12
Snow Crab,3.45,Clay,Borewell,Monsoon,29366,87.74
Blue Swimmer Crab,1.88,Sandy,Canal,Monsoon,5574,76.13
Grouper,1.51,Sandy,Borewell,Winter,11288,75.0
Carp,1.14,Clay,Borewell,Summer,23255,88.74
Tiger Prawn,1.56,Clay,River,Summer,28835,72.42
Freshwater Prawn,4.42,Sandy,River,Winter,25667,71.48
Whiteleg Shrimp,3.56,Sandy,Borewell,Summer,4494,78.93
Whiteleg Shrimp,3.37,Clay,River,Winter,44212,80.99
Grouper,1.82,Loamy,River,Summer,33267,71.1
Vannamei,1.33,Loamy,Borewell,Winter,27379,92.61
Cod,2.77,Loamy,Canal,Monsoon,17148,92.17
King Prawn,0.97,Clay,Canal,Monsoon,14067,70.15
Milkfish,3.53,Sandy,Borewell,Winter,5001,82.71
Catfish,0.85,Loamy,Borewell,Summer,41163,75.61
Trout,4.49,Sandy,Canal,Monsoon,17053,79.53
Whiteleg Shrimp,1.15,Sandy,River,Monsoon,4425,80.45
Freshwater Prawn,3.57,Clay,Canal,Summer,46797,91.13
Carp,3.09,Clay,Canal,Monsoon,29622,72.9
Barramundi,4.67,Loamy,Borewell,Monsoon,28118,72.42
Carp,3.67,Loamy,River,Winter,9239,87.19
