Water_Temp,pH,DO,Salinity,Turbidity,Disease_Risk,Disease_Type,Suggested_Medicine
25.5,8.26,5.32,15.29,26.97,1,White Spot,Lime Treatment
30.5,8.46,5.91,15.88,22.75,1,White Spot,Lime Treatment
25.9,6.52,6.81,10.13,23.99,1,White Spot,Lime Treatment
31.0,8.46,6.66,24.88,23.93,0,None,None
30.8,6.89,6.58,15.65,52.77,0,None,None
26.1,6.53,4.96,10.21,18.86,1,White Spot,Lime Treatment
28.1,8.09,4.03,20.72,34.11,1,White Spot,Lime Treatment
28.8,8.24,4.31,13.17,22.68,1,White Spot,Lime Treatment
25.1,7.23,5.88,6.36,17.09,0,None,None
30.7,6.75,4.54,9.67,24.47,0,None,None
31.5,7.99,5.64,22.22,29.54,0,None,None
28.3,7.95,6.23,5.75,37.98,1,White Spot,Lime Treatment
25.0,7.93,6.36,18.72,27.43,1,White Spot,Lime Treatment
25.0,6.62,6.98,11.08,17.33,0,None,None
31.1,7.15,6.87,20.31,55.88,0,None,None
24.0,6.72,6.36,16.75,39.97,0,None,None
27.2,7.24,5.77,16.46,11.47,1,White Spot,Lime Treatment
25.9,7.11,4.37,6.6,36.41,1,White Spot,Lime Treatment
25.4,7.47,5.36,15.09,22.52,1,White Spot,Lime Treatment
31.9,7.27,4.28,22.67,55.29,0,None,None
29.5,7.51,4.44,24.82,46.71,0,None,None
31.5,7.26,6.2,10.4,58.88,0,None,None
26.7,7.28,5.93,20.54,24.87,1,White Spot,Lime Treatment
28.9,6.52,5.87,9.19,30.2,1,White Spot,Lime Treatment
27.8,8.37,6.63,6.07,26.46,1,White Spot,Lime Treatment
26.6,7.57,5.84,8.17,26.67,1,White Spot,Lime Treatment
24.2,7.22,6.47,15.05,35.04,1,White Spot,Lime Treatment
31.9,7.31,6.44,17.86,19.7,0,None,None
24.8,7.7,5.28,5.81,43.94,1,White Spot,Lime Treatment
27.6,6.84,4.31,11.7,11.92,1,White Spot,Lime Treatment
27.9,7.22,6.86,8.25,18.57,1,White Spot,Lime Treatment
27.5,7.82,4.98,24.23,31.84,0,None,None
25.6,6.63,4.1,22.55,57.68,1,White Spot,Lime Treatment
31.1,6.95,5.68,15.68,19.17,1,White Spot,Lime Treatment
25.6,7.81,6.58,17.81,35.52,0,None,None
30.6,7.13,4.29,16.82,12.11,0,None,None
24.3,7.75,4.59,18.62,53.98,1,White Spot,Lime Treatment
25.1,7.28,5.05,22.32,59.24,0,None,None
24.1,7.28,4.35,20.14,26.76,1,White Spot,Lime Treatment
29.2,7.42,4.67,8.02,14.72,1,White Spot,Lime Treatment
28.2,7.45,6.61,5.1,23.65,0,None,None
30.8,6.6,4.06,14.58,44.06,1,White Spot,Lime Treatment
30.1,8.11,6.4,10.91,16.2,1,White Spot,Lime Treatment
29.2,8.1,6.74,11.73,56.78,1,White Spot,Lime Treatment
26.2,6.59,5.76,23.95,21.12,0,None,None
29.3,8.26,4.89,16.62,57.66,0,None,None
30.8,8.33,5.32,22.4,43.63,1,White Spot,Lime Treatment
29.8,7.98,6.1,23.44,29.36,1,White Spot,Lime Treatment
25.8,8.44,6.7,23.56,37.29,1,White Spot,Lime Treatment
28.3,7.72,6.66,10.14,22.93,1,White Spot,Lime Treatment
28.9,6.93,4.58,19.9,35.74,0,None,None
31.9,7.61,5.14,24.48,37.47,1,White Spot,Lime Treatment
29.4,6.51,4.27,5.93,10.7,0,None,None
32.0,7.81,4.55,11.82,31.27,0,None,None
30.2,8.37,6.86,6.23,28.79,1,White Spot,Lime Treatment
31.5,6.54,6.25,22.37,32.25,0,None,None
29.5,6.76,5.78,16.27,56.61,0,None,None
24.2,8.24,4.05,18.69,16.75,1,White Spot,Lime Treatment
28.9,8.02,4.1,24.35,16.51,0,None,None
25.2,7.66,5.06,13.03,20.79,1,White Spot,Lime Treatment
31.9,6.96,4.54,8.89,55.76,1,White Spot,Lime Treatment
27.5,7.73,4.51,13.31,22.32,0,None,None
25.6,6.67,4.19,17.66,38.2,0,None,None
24.7,7.93,4.32,6.91,48.94,0,None,None
30.0,6.67,5.95,9.6,52.62,1,White Spot,Lime Treatment
30.2,7.92,5.46,6.72,18.4,1,White Spot,Lime Treatment
29.5,7.71,4.01,20.6,19.14,1,White Spot,Lime Treatment
29.3,7.14,5.58,14.67,41.36,0,None,None
31.2,6.77,6.6,5.28,51.71,0,None,None
29.0,6.91,5.17,21.86,46.65,0,None,None
27.3,7.48,5.13,10.12,54.85,0,None,None
26.8,7.62,5.16,13.86,58.51,0,None,None
24.1,7.79,5.23,5.05,45.88,1,White Spot,Lime Treatment
31.2,6.8,5.6,16.06,30.76,1,White Spot,Lime Treatment
28.9,7.0,4.79,22.51,15.28,0,None,None
30.9,7.4,5.03,16.61,20.26,1,White Spot,Lime Treatment
30.3,6.62,6.31,11.08,41.49,0,None,None
25.3,7.42,5.17,17.31,31.44,0,None,None
25.2,7.95,4.37,7.97,13.01,0,None,None
28.0,7.39,5.59,22.64,48.16,1,White Spot,Lime Treatment
28.1,7.47,6.64,10.07,51.82,1,White Spot,Lime Treatment
27.7,7.76,5.0,21.19,54.61,1,White Spot,Lime Treatment
28.4,7.49,4.76,6.79,30.06,1,White Spot,Lime Treatment
27.0,6.54,6.61,5.81,28.87,0,None,None
25.3,6.77,5.91,22.85,50.03,1,White Spot,Lime Treatment
31.4,7.67,6.53,10.81,51.66,0,None,None
26.2,7.11,6.68,15.06,33.74,1,White Spot,Lime Treatment
27.1,8.36,5.72,5.25,20.39,1,White Spot,Lime Treatment
27.9,8.26,5.79,15.55,13.45,0,None,None
27.9,8.29,6.68,19.02,17.48,0,None,None
31.7,6.81,4.46,18.13,30.64,0,None,None
24.9,7.54,6.42,10.42,53.24,0,None,None
27.2,6.85,6.43,5.18,25.28,0,None,None
30.0,7.38,5.24,9.01,14.04,1,White Spot,Lime Treatment
27.7,7.33,4.16,11.02,24.1,1,White Spot,Lime Treatment
30.6,7.36,5.22,23.15,31.73,1,White Spot,Lime Treatment
31.5,7.96,5.57,13.78,31.2,1,White Spot,Lime Treatment
26.9,7.56,5.09,19.69,42.68,0,None,None
24.5,7.76,5.9,5.45,49.13,1,White Spot,Lime Treatment
26.7,6.98,6.99,5.58,44.91,1,White Spot,Lime Treatment
29.3,7.3,5.25,13.58,28.74,1,White Spot,Lime Treatment
30.7,8.44,6.74,23.23,41.97,1,White Spot,Lime Treatment
24.8,7.6,6.34,13.7,33.76,1,White Spot,Lime Treatment
26.2,7.09,6.75,22.79,35.33,0,None,None
25.4,6.92,5.22,13.13,49.39,1,White Spot,Lime Treatment
30.7,6.66,4.75,23.92,31.94,1,White Spot,Lime Treatment
24.0,6.79,4.95,21.47,49.09,0,None,None
30.7,8.18,5.17,19.96,13.75,1,White Spot,Lime Treatment
28.6,6.63,4.97,13.56,28.33,0,None,None
30.3,7.05,4.86,6.32,48.67,1,White Spot,Lime Treatment
25.5,6.87,5.89,24.53,11.21,1,White Spot,Lime Treatment
29.4,6.9,5.09,6.18,36.96,0,None,None
30.3,6.88,4.07,14.03,12.74,1,White Spot,Lime Treatment
30.9,7.93,6.24,20.22,43.05,0,None,None
25.9,7.68,6.3,17.73,29.58,1,White Spot,Lime Treatment
26.4,7.37,5.74,22.9,28.7,1,White Spot,Lime Treatment
28.1,7.48,6.62,24.18,27.43,1,White Spot,Lime Treatment
31.8,6.72,4.17,11.56,45.05,1,White Spot,Lime Treatment
25.0,7.63,6.8,13.82,16.57,1,White Spot,Lime Treatment
29.6,6.51,5.99,14.47,25.0,0,None,None
31.5,7.87,4.21,6.85,51.51,0,None,None
27.5,7.5,4.68,16.13,29.37,1,White Spot,Lime Treatment
31.3,8.3,4.52,11.08,43.89,0,None,None
29.5,8.46,4.11,15.25,38.37,1,White Spot,Lime Treatment
24.8,6.55,5.51,24.63,23.92,0,None,None
31.2,6.63,4.06,15.03,40.06,0,None,None
28.3,6.5,5.49,16.75,10.06,1,White Spot,Lime Treatment
27.6,6.5,4.52,5.11,44.19,0,None,None
31.2,6.85,6.67,10.25,18.68,0,None,None
25.5,7.58,4.64,20.23,19.7,1,White Spot,Lime Treatment
29.6,8.13,5.4,21.22,52.53,0,None,None
26.6,7.54,6.1,17.86,22.07,1,White Spot,Lime Treatment
27.6,7.25,5.48,16.1,11.41,0,None,None
25.6,7.12,6.49,11.47,55.28,0,None,None
30.0,8.21,4.71,16.48,40.57,0,None,None
30.2,7.1,5.91,14.0,38.51,1,White Spot,Lime Treatment
30.5,6.52,6.26,19.79,42.17,1,White Spot,Lime Treatment
26.5,8.05,4.4,10.45,13.0,1,White Spot,Lime Treatment
30.6,8.26,5.87,18.71,10.93,1,White Spot,Lime Treatment
24.5,7.21,5.38,10.19,11.25,0,None,None
27.9,8.01,4.45,22.85,19.62,1,White Spot,Lime Treatment
31.1,7.27,4.7,21.8,11.07,1,White Spot,Lime Treatment
26.4,8.17,4.66,11.52,42.76,1,White Spot,Lime Treatment
30.2,8.25,6.25,9.83,55.86,0,None,None
25.8,8.41,5.83,12.52,33.54,0,None,None
31.5,6.97,5.84,8.39,44.55,0,None,None
28.0,6.83,6.93,21.62,16.08,1,White Spot,Lime Treatment
30.7,6.65,5.73,5.68,40.35,0,None,None
24.6,8.04,4.92,11.85,35.02,1,White Spot,Lime Treatment
28.3,7.68,5.92,21.0,25.93,0,None,None
31.9,7.88,4.09,11.93,31.12,0,None,None
27.5,7.69,5.38,8.1,32.66,0,None,None
27.9,6.66,6.35,16.09,12.67,0,None,None
30.0,8.16,4.55,20.88,33.66,0,None,None
28.8,6.92,6.21,6.87,25.58,1,White Spot,Lime Treatment
28.4,8.32,4.62,18.44,12.12,0,None,None
25.9,6.94,4.78,21.41,57.85,0,None,None
26.4,8.1,4.5,7.06,54.44,1,White Spot,Lime Treatment
27.3,7.87,4.89,20.61,41.68,0,None,None
26.0,7.13,4.1,22.63,52.52,1,White Spot,Lime Treatment
27.8,7.78,7.0,9.33,20.85,0,None,None
26.3,7.85,5.07,24.78,45.14,0,None,None
26.4,7.05,6.43,14.8,17.99,0,None,None
30.2,6.77,4.59,12.26,36.81,0,None,None
24.6,8.02,5.31,17.6,20.93,1,White Spot,Lime Treatment
25.7,8.03,4.37,17.47,56.94,1,White Spot,Lime Treatment
28.3,8.24,5.7,20.36,11.06,1,White Spot,Lime Treatment
24.9,6.97,6.5,15.58,10.36,0,None,None
25.1,7.25,6.27,19.36,12.11,1,White Spot,Lime Treatment
27.7,7.29,4.92,5.89,25.28,0,None,None
28.8,8.07,4.93,23.72,44.28,0,None,None
25.7,7.98,5.08,22.61,36.23,0,None,None
29.9,7.38,5.97,19.72,49.07,0,None,None
27.6,8.41,6.33,10.83,13.78,1,White Spot,Lime Treatment
25.5,6.62,4.25,16.4,58.83,0,None,None
24.4,7.92,4.23,6.33,32.18,1,White Spot,Lime Treatment
26.9,7.48,4.58,14.13,46.32,1,White Spot,Lime Treatment
26.2,8.26,5.12,15.98,37.42,1,White Spot,Lime Treatment
24.4,7.84,5.48,11.51,10.92,1,White Spot,Lime Treatment
25.2,8.25,5.09,19.0,31.55,0,None,None
31.6,7.0,4.42,22.57,44.06,0,None,None
24.6,8.37,6.09,8.86,51.56,0,None,None
27.1,8.07,5.23,10.17,29.33,0,None,None
30.9,7.07,6.48,22.38,14.69,0,None,None
29.5,7.3,6.9,22.57,23.57,1,White Spot,Lime Treatment
30.5,6.73,6.84,19.09,37.05,0,None,None
26.3,7.7,4.55,21.62,51.4,1,White Spot,Lime Treatment
27.2,8.15,6.92,19.24,44.67,1,White Spot,Lime Treatment
31.7,7.19,4.15,16.64,27.3,1,White Spot,Lime Treatment
26.3,7.76,5.05,14.84,46.32,1,White Spot,Lime Treatment
29.3,7.22,6.25,20.66,38.98,0,None,None
31.8,8.03,5.25,16.76,11.83,0,None,None
26.6,8.25,6.53,16.91,25.63,0,None,None
24.3,7.57,4.95,23.02,53.83,1,White Spot,Lime Treatment
26.9,6.62,4.74,22.88,19.55,1,White Spot,Lime Treatment
31.0,6.63,6.07,6.15,45.97,0,None,None
25.4,7.69,4.41,5.69,39.31,1,White Spot,Lime Treatment
26.6,7.11,6.19,16.04,13.3,1,White Spot,Lime Treatment
27.2,6.68,4.74,11.69,28.2,1,White Spot,Lime Treatment
30.5,8.27,4.45,19.49,36.38,0,None,None
30.1,6.89,5.51,5.43,38.44,0,None,None
30.2,8.46,4.56,10.3,59.37,1,White Spot,Lime Treatment
27.9,8.1,4.39,14.12,51.21,1,White Spot,Lime Treatment
27.9,6.94,5.3,13.11,12.15,0,None,None
25.3,8.41,5.1,14.97,38.08,0,None,None
25.2,7.4,4.09,20.71,22.22,0,None,None
27.3,6.75,5.22,6.45,32.3,1,White Spot,Lime Treatment
28.2,7.5,5.82,22.86,43.02,0,None,None
27.5,7.01,4.56,18.78,38.35,1,White Spot,Lime Treatment
28.4,7.67,6.14,21.14,57.52,1,White Spot,Lime Treatment
26.0,8.28,5.04,18.4,15.55,0,None,None
28.0,7.49,4.02,22.22,21.04,0,None,None
25.5,7.11,6.64,13.99,34.01,0,None,None
27.9,8.11,6.3,16.03,11.53,0,None,None
25.4,6.61,5.24,18.11,28.38,1,White Spot,Lime Treatment
24.5,8.27,5.34,20.98,13.88,0,None,None
25.9,8.36,5.09,15.34,31.28,0,None,None
25.0,7.22,4.92,15.32,49.45,0,None,None
30.0,6.68,6.39,23.72,40.67,1,White Spot,Lime Treatment
31.4,8.18,4.33,13.52,18.91,1,White Spot,Lime Treatment
29.3,7.21,5.67,5.88,29.38,0,None,None
27.5,8.17,4.51,12.49,30.22,1,White Spot,Lime Treatment
31.1,6.79,5.85,7.1,14.45,0,None,None
24.3,7.5,6.34,5.08,58.51,0,None,None
29.7,7.49,4.92,12.82,54.52,1,White Spot,Lime Treatment
24.5,7.9,6.45,18.17,17.69,0,None,None
24.2,7.56,6.93,24.54,39.41,1,White Spot,Lime Treatment
28.1,6.62,5.26,7.94,35.85,0,None,None
24.8,8.11,4.84,11.41,38.99,1,White Spot,Lime Treatment
30.6,7.28,4.22,13.55,17.54,1,White Spot,Lime Treatment
31.0,7.82,6.37,11.93,10.87,0,None,None
29.4,6.77,5.08,12.46,56.58,0,None,None
28.1,8.16,4.47,24.71,27.12,1,White Spot,Lime Treatment
29.5,6.7,6.87,22.04,20.79,1,White Spot,Lime Treatment
28.5,8.09,5.95,18.41,41.28,0,None,None
30.6,7.34,4.01,18.05,30.68,0,None,None
28.0,8.05,6.6,11.83,38.51,0,None,None
25.1,8.21,4.01,10.59,38.07,0,None,None
24.8,8.33,4.51,14.13,57.26,0,None,None
27.3,6.71,5.64,18.09,49.81,0,None,None
25.6,7.52,5.63,14.24,27.23,1,White Spot,Lime Treatment
31.3,6.92,4.34,13.25,43.91,0,None,None
29.9,6.59,4.72,8.03,14.78,0,None,None
29.0,7.37,6.18,6.55,16.49,0,None,None
25.1,7.73,4.42,20.44,16.89,1,White Spot,Lime Treatment
26.9,7.74,6.55,12.3,47.12,0,None,None
26.6,8.12,5.96,14.5,36.35,0,None,None
30.8,6.6,5.9,24.21,22.35,0,None,None
28.1,7.53,4.6,6.99,33.27,0,None,None
25.3,6.85,4.22,11.49,21.03,0,None,None
28.8,7.99,4.65,11.61,49.15,0,None,None
29.6,6.86,5.73,24.17,23.0,0,None,None
24.7,7.23,6.52,22.81,32.55,0,None,None
25.6,7.34,5.38,8.95,55.01,0,None,None
29.2,7.17,6.98,19.51,53.37,1,White Spot,Lime Treatment
24.3,7.15,6.07,22.24,16.72,0,None,None
28.9,7.7,5.29,10.92,24.9,1,White Spot,Lime Treatment
25.4,7.36,5.01,21.4,46.81,1,White Spot,Lime Treatment
25.3,6.61,6.79,18.22,27.75,1,White Spot,Lime Treatment
29.2,7.78,4.51,21.84,53.56,0,None,None
29.0,8.15,6.69,16.03,45.6,0,None,None
26.2,6.58,5.1,24.7,26.57,0,None,None
31.9,8.45,5.68,18.02,59.66,0,None,None
26.6,7.14,4.17,10.5,43.52,0,None,None
24.1,7.84,6.68,13.68,11.72,1,White Spot,Lime Treatment
26.4,7.49,5.97,10.71,15.5,1,White Spot,Lime Treatment
25.7,6.71,6.4,11.38,19.11,1,White Spot,Lime Treatment
30.3,7.36,5.08,8.5,38.43,0,None,None
26.0,8.25,5.26,10.05,21.4,0,None,None
30.6,7.66,5.63,23.73,39.16,1,White Spot,Lime Treatment
26.5,7.48,4.68,9.26,27.95,1,White Spot,Lime Treatment
27.3,6.9,4.51,15.95,24.56,0,None,None
30.8,8.3,5.51,13.38,49.66,1,White Spot,Lime Treatment
31.7,7.93,5.15,11.87,32.92,0,None,None
28.0,7.65,5.35,14.69,19.37,0,None,None
26.0,6.69,6.59,23.69,13.6,0,None,None
24.5,6.69,4.64,13.04,55.09,1,White Spot,Lime Treatment
25.5,7.1,4.96,20.76,34.19,1,White Spot,Lime Treatment
29.2,8.46,5.24,21.14,18.29,0,None,None
28.2,7.52,4.35,24.36,42.53,1,White Spot,Lime Treatment
30.7,7.14,6.9,11.48,21.29,1,White Spot,Lime Treatment
28.3,7.1,4.71,24.33,17.28,1,White Spot,Lime Treatment
24.4,7.51,6.76,16.93,37.38,0,None,None
30.8,7.77,6.35,7.52,39.55,1,White Spot,Lime Treatment
30.5,6.59,5.92,11.54,13.3,1,White Spot,Lime Treatment
25.8,7.43,4.97,17.79,20.85,1,White Spot,Lime Treatment
24.9,7.16,6.8,24.9,54.45,0,None,None
27.1,8.49,4.58,6.28,23.76,1,White Spot,Lime Treatment
28.9,6.52,6.22,5.33,22.32,0,None,None
28.2,7.16,4.48,21.63,54.57,0,None,None
28.1,7.84,6.98,19.87,29.44,1,White Spot,Lime Treatment
28.6,8.44,6.47,23.29,58.9,0,None,None
30.7,7.98,4.42,15.09,32.2,1,White Spot,Lime Treatment
31.7,6.64,6.92,13.72,21.61,1,White Spot,Lime Treatment
30.5,8.26,6.08,22.14,46.1,0,None,None
29.9,6.93,5.08,8.67,16.36,1,White Spot,Lime Treatment
28.0,7.08,4.15,19.61,51.04,0,None,None
27.2,6.55,4.54,17.88,51.09,0,None,None
31.5,7.75,4.23,13.39,22.82,0,None,None
29.2,8.02,4.2,13.27,15.41,0,None,None
31.3,6.52,4.75,6.82,18.61,1,White Spot,Lime Treatment
28.3,8.13,4.53,10.75,25.61,1,White Spot,Lime Treatment
28.2,7.28,4.42,17.59,12.67,1,White Spot,Lime Treatment
28.2,7.4,5.24,7.89,24.49,1,White Spot,Lime Treatment
25.1,6.89,6.45,14.07,15.54,1,White Spot,Lime Treatment
28.9,7.48,4.47,11.16,23.07,0,None,None
25.2,7.58,5.38,14.27,13.01,0,None,None
30.8,6.78,6.59,11.49,57.76,0,None,None
28.5,7.45,5.43,5.93,46.28,0,None,None
28.2,7.76,6.86,7.44,58.23,0,None,None
31.3,7.01,4.47,20.34,29.88,1,White Spot,Lime Treatment
27.6,7.12,4.96,15.96,38.39,1,White Spot,Lime Treatment
25.7,6.57,4.65,8.38,26.06,0,None,None
31.4,6.58,6.04,17.84,13.45,1,White Spot,Lime Treatment
25.0,6.98,6.48,10.04,48.05,0,None,None
26.2,6.89,5.49,19.11,12.3,1,White Spot,Lime Treatment
29.6,8.33,4.14,11.49,19.66,1,White Spot,Lime Treatment
30.2,8.39,5.41,18.24,17.63,1,White Spot,Lime Treatment
31.9,6.58,4.19,19.89,50.43,1,White Spot,Lime Treatment
26.5,7.66,4.61,20.86,56.45,1,White Spot,Lime Treatment
27.1,7.9,6.25,10.4,11.94,1,White Spot,Lime Treatment
25.8,7.16,4.34,16.32,38.35,0,None,None
27.5,7.55,6.14,19.18,29.26,1,White Spot,Lime Treatment
31.8,7.72,6.21,23.44,39.27,1,White Spot,Lime Treatment
24.2,8.42,4.53,10.81,59.33,0,None,None
24.7,7.28,5.26,21.05,43.78,0,None,None
27.0,7.15,5.28,23.7,19.65,0,None,None
29.5,8.28,4.03,11.81,31.31,1,White Spot,Lime Treatment
24.5,6.73,5.13,11.8,25.44,1,White Spot,Lime Treatment
24.3,6.52,5.01,12.64,50.16,1,White Spot,Lime Treatment
25.3,7.93,6.63,18.37,29.14,0,None,None
24.2,8.09,4.84,23.28,34.88,0,None,None
27.2,7.67,5.62,8.14,25.69,1,White Spot,Lime Treatment
27.7,7.94,4.92,10.46,27.36,1,White Spot,Lime Treatment
26.6,7.47,5.39,6.72,57.67,1,White Spot,Lime Treatment
27.4,8.22,4.11,20.32,59.23,1,White Spot,Lime Treatment
27.4,6.69,5.45,22.28,41.84,1,White Spot,Lime Treatment
26.4,7.29,4.89,19.66,45.55,1,White Spot,Lime Treatment
24.2,8.29,5.96,24.8,58.33,0,None,None
30.2,7.64,5.38,6.32,14.07,1,White Spot,Lime Treatment
28.0,8.31,5.34,18.0,19.16,0,None,None
31.4,8.09,4.91,14.68,30.0,1,White Spot,Lime Treatment
27.4,7.62,6.79,15.18,48.75,0,None,None
30.2,6.82,4.0,7.54,40.86,0,None,None
28.1,7.55,4.32,16.3,42.92,0,None,None
27.3,6.53,4.42,15.1,37.65,1,White Spot,Lime Treatment
30.9,8.03,5.11,11.0,37.34,0,None,None
31.6,7.61,6.31,20.11,58.43,1,White Spot,Lime Treatment
30.8,6.88,5.92,6.68,14.48,0,None,None
26.0,7.44,6.25,12.43,12.09,0,None,None
28.9,6.74,6.22,6.2,47.47,0,None,None
29.9,7.02,4.3,22.77,31.17,1,White Spot,Lime Treatment
31.3,7.02,4.76,22.23,37.45,1,White Spot,Lime Treatment
28.0,7.1,6.43,13.0,16.71,1,White Spot,Lime Treatment
26.9,8.23,5.49,17.37,56.81,0,None,None
31.7,8.44,6.02,18.58,25.08,0,None,None
24.1,6.61,5.14,13.63,23.95,1,White Spot,Lime Treatment
25.3,8.2,6.41,11.27,45.09,1,White Spot,Lime Treatment
24.1,7.92,5.65,15.98,19.6,1,White Spot,Lime Treatment
30.8,7.51,6.3,18.5,37.7,1,White Spot,Lime Treatment
30.4,7.6,4.62,24.33,36.54,1,White Spot,Lime Treatment
28.7,7.48,6.54,16.1,57.94,1,White Spot,Lime Treatment
24.5,7.36,4.46,23.76,32.99,0,None,None
30.9,8.49,6.98,6.97,17.98,0,None,None
29.5,8.25,6.83,23.65,47.52,1,White Spot,Lime Treatment
26.9,6.88,6.89,11.68,31.46,1,White Spot,Lime Treatment
25.7,8.28,5.79,8.41,39.97,1,White Spot,Lime Treatment
30.5,6.65,4.37,23.12,49.08,0,None,None
26.7,6.92,6.89,19.17,33.85,1,White Spot,Lime Treatment
27.6,7.75,5.45,9.46,20.29,1,White Spot,Lime Treatment
25.7,7.71,5.92,14.17,23.59,0,None,None
27.6,6.61,5.09,14.05,19.95,1,White Spot,Lime Treatment
28.2,6.79,4.57,13.89,48.91,1,White Spot,Lime Treatment
27.8,7.73,6.5,12.99,48.63,1,White Spot,Lime Treatment
27.1,8.4,6.64,24.39,39.53,1,White Spot,Lime Treatment
25.8,7.36,4.99,15.46,29.67,0,None,None
24.1,6.86,5.59,17.69,21.3,1,White Spot,Lime Treatment
27.9,7.93,5.87,18.92,42.83,0,None,None
27.1,7.9,6.33,24.51,48.36,0,None,None
31.4,7.17,6.91,8.64,16.38,1,White Spot,Lime Treatment
31.9,7.6,4.21,6.36,18.99,1,White Spot,Lime Treatment
29.8,7.88,4.08,6.31,49.94,0,None,None
28.5,6.65,6.0,14.33,28.69,0,None,None
27.8,7.82,4.65,9.94,36.67,1,White Spot,Lime Treatment
26.8,8.26,6.01,20.39,23.96,0,None,None
28.3,8.04,4.98,19.79,32.77,0,None,None
24.1,7.55,6.77,7.16,46.53,0,None,None
31.1,6.52,5.22,20.99,22.76,0,None,None
26.3,7.39,6.99,21.25,37.24,1,White Spot,Lime Treatment
31.3,8.35,5.59,6.15,19.76,0,None,None
27.2,8.44,4.9,11.74,56.39,1,White Spot,Lime Treatment
24.4,7.21,4.62,21.01,26.67,1,White Spot,Lime Treatment
31.5,8.22,4.73,8.82,19.29,0,None,None
27.1,6.75,6.55,13.13,30.54,1,White Spot,Lime Treatment
31.0,7.4,4.49,22.13,24.64,0,None,None
24.3,6.9,4.16,5.5,15.11,1,White Spot,Lime Treatment
31.6,6.93,6.09,18.5,27.03,0,None,None
28.6,6.87,4.44,10.51,40.96,1,White Spot,Lime Treatment
25.9,7.66,5.36,12.95,51.77,0,None,None
30.8,7.26,6.17,18.83,32.29,0,None,None
26.8,7.32,5.93,11.57,54.34,1,White Spot,Lime Treatment
28.4,8.31,6.98,23.69,42.6,1,White Spot,Lime Treatment
30.6,7.51,4.81,15.89,10.07,1,White Spot,Lime Treatment
24.8,6.88,5.36,5.88,30.78,0,None,None
24.2,7.1,5.45,16.95,22.16,1,White Spot,Lime Treatment
27.7,7.03,5.76,8.19,54.15,0,None,None
25.4,6.65,4.07,15.46,10.88,0,None,None
28.3,7.02,5.87,16.93,30.8,1,White Spot,Lime Treatment
26.3,7.99,5.06,13.46,58.71,0,None,None
24.9,7.0,4.76,16.23,18.9,1,White Spot,Lime Treatment
24.7,7.33,4.57,10.96,13.77,0,None,None
30.1,7.41,5.54,20.07,15.22,0,None,None
26.6,7.01,6.48,9.04,17.97,1,White Spot,Lime Treatment
26.9,7.93,6.1,17.29,53.8,0,None,None
26.5,7.2,5.58,11.48,37.52,1,White Spot,Lime Treatment
31.7,7.59,4.93,21.76,24.95,0,None,None
26.2,8.34,6.42,17.78,51.97,0,None,None
25.0,7.33,5.17,5.11,24.31,0,None,None
28.1,7.75,4.48,14.9,12.91,0,None,None
27.1,7.38,5.17,8.24,30.79,1,White Spot,Lime Treatment
26.6,8.06,6.73,21.3,12.19,0,None,None
27.0,7.05,7.0,9.47,12.17,1,White Spot,Lime Treatment
29.4,7.71,6.09,16.56,39.55,0,None,None
25.1,7.32,5.5,16.36,59.11,0,None,None
25.9,8.33,4.47,12.88,26.75,0,None,None
26.1,7.31,6.56,16.82,25.93,0,None,None
30.9,6.86,5.08,18.52,48.82,0,None,None
25.4,6.99,4.16,22.13,38.76,1,White Spot,Lime Treatment
29.9,6.63,5.14,13.26,31.97,1,White Spot,Lime Treatment
32.0,7.04,4.58,14.66,49.39,1,White Spot,Lime Treatment
26.7,6.97,4.37,19.58,51.01,1,White Spot,Lime Treatment
28.8,8.21,4.04,14.15,56.57,1,White Spot,Lime Treatment
29.9,7.56,6.69,21.45,31.79,1,White Spot,Lime Treatment
30.6,7.21,5.93,22.98,26.08,1,White Spot,Lime Treatment
28.0,8.17,5.98,13.1,40.87,1,White Spot,Lime Treatment
28.2,6.77,5.23,16.41,15.58,0,None,None
24.1,6.57,6.36,5.37,51.05,1,White Spot,Lime Treatment
31.5,7.0,4.67,10.13,55.44,1,White Spot,Lime Treatment
26.8,6.93,6.51,23.3,14.55,0,None,None
26.9,7.09,5.91,21.57,57.93,1,White Spot,Lime Treatment
28.0,7.16,4.91,19.97,19.29,0,None,None
24.8,7.22,5.83,24.02,37.26,1,White Spot,Lime Treatment
30.4,7.15,5.11,22.0,51.92,0,None,None
26.2,7.28,5.53,23.42,31.26,1,White Spot,Lime Treatment
25.4,6.72,6.7,24.93,48.32,0,None,None
30.8,7.14,4.22,7.91,42.76,0,None,None
28.0,7.33,6.96,19.01,22.45,0,None,None
24.2,7.15,5.7,11.7,43.58,1,White Spot,Lime Treatment
31.5,7.7,6.15,22.65,24.65,0,None,None
25.8,6.6,6.22,10.53,13.8,0,None,None
31.7,7.04,6.17,7.04,49.1,0,None,None
31.6,6.63,5.77,7.07,30.32,1,White Spot,Lime Treatment
24.1,6.99,5.13,18.23,53.01,1,White Spot,Lime Treatment
24.6,7.22,5.38,5.92,37.87,1,White Spot,Lime Treatment
25.3,7.15,5.26,20.47,41.95,1,White Spot,Lime Treatment
30.5,8.42,6.41,6.29,55.6,1,White Spot,Lime Treatment
