Species,Pond_Area,Feed_Used,Culture_Days,Expected_Yield
Pangasius,2.8,4289,136,4.83
Freshwater Prawn,4.5,2468,93,4.63
Carp,3.2,2100,93,5.87
Banana Prawn,3.4,729,118,2.38
Tilapia,1.6,4266,104,4.9
Seabass,0.9,4558,99,2.56
Soft Shell Crab,2.2,4272,157,8.24
Seabass,2.4,3177,102,6.07
Trout,1.3,3327,154,4.41
Black Tiger Shrimp,4.9,534,158,4.27
Snow Crab,3.2,574,103,9.08
Grouper,1.8,4750,116,8.82
Pangasius,3.4,4274,110,3.85
Snapper,3.4,2728,166,7.92
Whiteleg Shrimp,2.6,3828,167,2.06
Salmon,3.3,2508,103,3.67
Grouper,0.6,4429,168,3.33
Milkfish,4.4,4322,151,6.72
Dungeness Crab,1.7,4552,122,5.0
Tilapia,0.8,4489,126,4.03
Salmon,0.7,2043,157,6.79
Milkfish,1.6,1364,176,4.22
Rohu,3.9,3665,145,7.14
Tiger Prawn,2.0,1932,172,5.45
Whiteleg Shrimp,1.5,3898,177,4.5
Catfish,1.2,1754,112,9.62
Grouper,2.1,4317,146,6.1
Freshwater Prawn,4.2,2639,180,6.8
Vannamei,1.3,3577,158,9.75
Blue Swimmer Crab,4.2,2757,165,2.6
Dungeness Crab,2.5,4181,134,5.05
Snapper,1.2,4218,134,5.05
Banana Prawn,0.8,2794,130,3.1
Tilapia,3.2,1462,161,9.88
Tiger Prawn,3.8,4585,128,4.38
Milkfish,3.2,1351,102,5.44
Black Tiger Shrimp,0.9,4561,105,8.05
King Crab,3.0,1459,94,3.89
Whiteleg Shrimp,2.7,611,107,6.66
Carp,2.1,4137,149,6.52
Soft Shell Crab,4.7,1742,165,2.37
Snapper,2.6,4337,129,6.82
Soft Shell Crab,1.3,2413,173,4.41
Milkfish,1.6,1914,159,5.78
Trout,2.8,3897,121,3.76
Dungeness Crab,2.9,1343,130,2.74
Vannamei,3.1,623,177,7.36
Seabass,1.2,1506,96,9.66
Banana Prawn,2.1,645,158,2.23
Blue Swimmer Crab,0.6,4606,103,4.13
Dungeness Crab,1.5,4111,128,6.31
Whiteleg Shrimp,4.8,4200,155,6.25
Pangasius,1.1,3549,119,6.92
Mud Crab,2.8,895,119,6.85
Tilapia,2.1,2224,90,8.64
Whiteleg Shrimp,3.2,3577,144,9.07
Soft Shell Crab,4.7,4639,170,5.53
Mud Crab,2.8,1820,104,6.33
Seabass,4.8,596,174,4.1
Whiteleg Shrimp,0.7,1574,90,3.22
Pangasius,1.7,2012,111,4.43
Soft Shell Crab,1.7,517,105,4.57
Tiger Prawn,1.3,4762,129,2.26
Trout,1.7,1871,126,5.4
Barramundi,3.8,3137,127,3.84
Blue Swimmer Crab,0.6,4951,111,7.95
Dungeness Crab,3.1,2139,103,4.49
Pangasius,2.9,2108,166,5.83
Vannamei,1.9,4786,152,5.02
Grouper,3.7,3352,142,2.55
Pangasius,3.5,2562,164,3.8
King Prawn,1.8,1161,159,7.71
Carp,2.5,2569,100,9.44
Seabass,3.0,2469,140,9.52
Soft Shell Crab,3.4,1324,179,2.8
Trout,0.8,4473,172,8.42
Tuna,2.0,3778,93,2.32
Tilapia,1.3,4928,97,4.71
Vannamei,3.2,4601,108,3.92
King Prawn,2.9,1644,117,2.63
King Prawn,4.3,779,123,6.34
Freshwater Prawn,3.7,4275,140,4.6
Carp,2.2,2384,119,4.37
Dungeness Crab,4.2,1395,102,8.0
Soft Shell Crab,3.8,4046,121,8.46
Trout,1.6,1627,143,3.53
Barramundi,2.8,2031,138,2.02
Banana Prawn,0.7,4390,124,4.19
Mud Crab,2.7,2928,154,7.53
Grouper,4.7,4001,132,6.32
Blue Swimmer Crab,2.3,4854,163,8.31
Trout,2.4,2223,155,5.54
Snapper,4.0,1387,177,5.6
Rohu,3.4,3424,123,8.81
Salmon,1.8,4911,90,2.27
King Crab,2.9,3754,118,4.29
Snow Crab,4.3,3681,178,6.76
Soft Shell Crab,0.7,3980,142,5.67
Catfish,3.7,748,138,6.34
Dungeness Crab,2.1,2194,123,2.75
Grouper,4.3,2779,149,5.39
Vannamei,1.4,2754,149,8.09
Pangasius,0.6,3208,113,8.19
Rohu,3.6,2411,153,7.69
Snow Crab,3.9,1384,124,2.38
Tiger Prawn,2.1,1343,102,6.68
Pangasius,4.7,4669,150,9.34
Tuna,4.5,4864,171,8.6
Tilapia,1.9,3327,180,3.54
Barramundi,4.0,4786,174,2.09
Freshwater Prawn,4.5,1482,147,6.8
Banana Prawn,2.9,2091,180,3.09
Catfish,4.5,4016,167,3.48
Grouper,5.0,748,128,2.64
Carp,1.6,2708,115,9.67
Soft Shell Crab,2.1,2708,111,4.6
Vannamei,4.1,1708,139,4.33
Grouper,3.6,4869,167,9.1
Grouper,2.0,3877,108,9.78
Snow Crab,4.5,1600,93,8.85
Whiteleg Shrimp,5.0,4117,111,2.14
Soft Shell Crab,4.2,2914,108,8.48
Mud Crab,4.8,1328,144,2.3
Whiteleg Shrimp,4.1,4099,146,6.85
Cod,2.0,1144,112,4.9
Salmon,1.7,1438,133,8.9
Cod,1.7,3220,164,3.63
King Prawn,3.5,971,114,5.2
Snow Crab,1.5,1412,112,6.7
Cod,4.5,2437,131,5.4
Tilapia,3.1,4859,175,4.29
Trout,2.5,4770,148,9.42
Freshwater Prawn,3.3,1947,105,4.56
Mud Crab,0.6,4707,100,7.46
King Prawn,2.9,1063,94,4.1
Grouper,4.0,3516,167,2.05
Banana Prawn,3.7,573,122,2.21
Soft Shell Crab,3.0,2296,96,2.12
Whiteleg Shrimp,3.4,2266,169,4.33
King Crab,4.0,2576,148,7.5
Soft Shell Crab,2.8,1997,141,8.21
Snow Crab,2.9,921,144,5.09
Tilapia,2.6,1336,147,2.1
Whiteleg Shrimp,0.8,1250,176,2.12
Trout,1.5,1206,170,3.77
Whiteleg Shrimp,2.3,1124,135,9.12
Carp,1.5,3137,176,8.55
Dungeness Crab,4.6,2560,126,2.06
King Crab,3.2,3242,172,2.25
Grouper,1.7,543,148,2.42
Blue Swimmer Crab,4.0,741,147,5.53
Mud Crab,2.6,4330,109,5.26
Pangasius,2.2,3598,99,5.77
Snapper,3.6,2296,101,3.03
Barramundi,2.7,726,131,4.33
Salmon,0.8,1326,155,8.54
Carp,0.5,516,110,8.5
Mud Crab,3.2,885,171,2.11
Cod,4.9,904,155,2.33
Tuna,1.4,3476,180,6.28
Soft Shell Crab,3.0,1645,115,5.34
King Crab,3.8,2861,128,5.22
Dungeness Crab,4.1,3636,137,6.07
King Prawn,4.6,4218,152,4.43
Grouper,0.5,4341,109,4.64
Tilapia,1.7,2663,111,3.12
King Crab,1.8,984,142,2.93
Soft Shell Crab,1.0,3516,131,9.97
Seabass,3.7,549,154,9.58
Trout,1.3,2336,177,8.49
Tuna,2.0,2256,163,8.28
Vannamei,3.2,3607,134,3.47
Vannamei,3.2,4360,96,3.12
Blue Swimmer Crab,1.2,3744,162,2.09
Black Tiger Shrimp,2.0,3833,132,8.91
Cod,2.1,2341,177,8.4
Grouper,4.1,3623,91,4.73
Dungeness Crab,1.9,512,154,7.16
Blue Swimmer Crab,2.7,1507,93,4.83
King Prawn,4.5,4318,145,8.89
Soft Shell Crab,2.9,3316,128,7.51
Trout,3.5,1203,111,5.16
Whiteleg Shrimp,2.0,2045,173,8.8
Cod,3.5,2057,101,4.02
Dungeness Crab,1.0,2371,92,7.18
Tiger Prawn,2.4,1523,97,6.91
Carp,4.1,1903,117,4.94
Salmon,4.2,3530,102,3.45
Seabass,0.8,4590,176,6.14
Rohu,1.6,996,118,3.49
Whiteleg Shrimp,4.3,3720,158,9.78
Freshwater Prawn,1.2,3039,167,9.61
Whiteleg Shrimp,4.3,2907,137,7.23
Mud Crab,2.9,2848,151,9.1
Milkfish,1.4,1527,140,3.03
Vannamei,2.2,937,129,2.11
Trout,2.7,2899,125,5.15
Cod,4.5,2000,169,9.0
Freshwater Prawn,2.2,4066,145,7.64
Pangasius,4.4,2827,169,4.17
Banana Prawn,0.6,2010,146,9.01
Black Tiger Shrimp,4.7,1034,119,5.33
Salmon,2.3,1985,109,2.34
Seabass,3.5,2818,173,8.87
Pangasius,4.7,2472,116,6.97
Trout,3.4,2436,142,3.95
Tilapia,1.8,4553,139,9.53
Tiger Prawn,4.8,1261,95,8.18
Snapper,3.9,1292,165,2.35
Black Tiger Shrimp,3.4,2469,90,4.95
Seabass,1.5,4717,101,3.56
Blue Swimmer Crab,0.9,3004,99,9.79
Tiger Prawn,4.6,4828,94,2.28
Seabass,2.5,521,91,9.22
Soft Shell Crab,4.8,1451,116,9.53
Barramundi,4.3,2622,139,7.11
Barramundi,1.1,3579,120,8.05
Milkfish,1.9,1339,119,8.93
Dungeness Crab,1.9,2889,149,8.61
Tiger Prawn,2.1,4462,114,6.11
Rohu,1.3,1180,163,5.1
Salmon,2.3,2227,172,2.62
Freshwater Prawn,3.6,588,123,4.75
Cod,1.9,557,97,3.58
Dungeness Crab,1.6,3206,138,5.94
Banana Prawn,2.1,3777,156,3.76
Rohu,2.0,1748,106,9.4
Trout,4.0,1866,123,7.18
Whiteleg Shrimp,4.6,2872,130,9.91
Mud Crab,2.7,4604,109,4.93
Tuna,3.2,1738,179,2.59
King Prawn,4.8,4921,98,8.46
Catfish,1.7,1338,180,3.99
Trout,1.2,4798,135,3.84
King Prawn,5.0,1638,92,8.97
Tilapia,3.2,4645,169,5.8
Salmon,2.9,1978,141,8.16
Banana Prawn,4.5,1205,93,8.31
King Prawn,4.2,909,95,6.25
Blue Swimmer Crab,1.9,2515,109,7.1
Barramundi,1.1,3810,148,4.28
Catfish,1.5,831,134,7.28
Mud Crab,4.8,4345,132,5.99
Freshwater Prawn,2.2,3423,94,9.06
Black Tiger Shrimp,3.2,1667,115,8.95
Cod,4.8,2921,119,8.67
Freshwater Prawn,3.0,930,121,5.04
Soft Shell Crab,3.6,4610,147,7.97
Catfish,1.3,1998,126,2.41
Pangasius,4.1,3428,121,5.35
Vannamei,3.7,2431,110,7.27
Freshwater Prawn,3.2,4558,101,2.72
Barramundi,2.0,2634,127,6.72
Barramundi,4.0,3354,144,9.41
Black Tiger Shrimp,1.8,4459,153,9.41
King Crab,3.2,3519,168,3.49
King Crab,4.9,1206,127,6.06
Catfish,2.4,4260,126,4.91
Carp,0.5,1517,142,5.69
Milkfish,2.8,3636,114,8.05
Blue Swimmer Crab,2.2,1850,130,2.83
Mud Crab,0.5,3872,133,8.26
King Crab,1.6,3389,175,6.23
King Crab,1.1,2061,139,3.54
Banana Prawn,2.4,4167,146,3.26
Banana Prawn,1.1,2593,113,4.33
Banana Prawn,4.9,1780,122,7.82
Barramundi,2.8,2509,158,10.0
Tuna,1.2,4451,161,3.58
Rohu,4.8,1218,98,7.71
Soft Shell Crab,3.5,3114,162,5.57
Vannamei,1.2,1568,113,2.72
Milkfish,1.3,1999,98,6.89
King Prawn,1.2,1745,148,7.63
Snow Crab,3.8,3239,112,9.16
Dungeness Crab,1.9,2992,159,8.39
Tilapia,4.7,4809,141,7.29
Trout,3.3,2375,141,3.82
Rohu,2.6,988,154,2.72
Grouper,1.7,2311,180,3.85
Tuna,3.7,1274,126,6.86
King Crab,4.0,4197,167,9.09
Barramundi,5.0,4808,102,6.55
Snow Crab,5.0,2476,177,7.4
Blue Swimmer Crab,3.5,1107,97,5.25
Banana Prawn,3.5,2315,94,9.01
Grouper,4.7,2951,135,9.0
Tiger Prawn,3.8,2721,148,3.55
Trout,3.8,1395,107,7.81
Snow Crab,0.6,563,97,9.51
Snapper,3.6,898,98,5.31
Catfish,2.3,4306,132,4.78
Tilapia,0.9,2501,115,5.08
Salmon,3.1,3328,118,4.48
Banana Prawn,3.1,1927,163,6.88
King Prawn,1.9,3049,167,3.76
Snapper,3.4,4269,130,3.43
Freshwater Prawn,4.3,2573,138,6.92
Banana Prawn,2.9,2234,136,3.88
Snow Crab,1.9,823,146,4.25
Tuna,1.3,4228,130,2.31
Whiteleg Shrimp,3.4,2835,161,8.3
King Prawn,3.2,919,180,3.52
Freshwater Prawn,3.2,3185,105,7.5
Rohu,1.3,2564,118,7.6
King Prawn,2.7,2540,110,8.07
Snow Crab,4.9,2513,117,7.83
Dungeness Crab,4.3,624,155,5.85
Black Tiger Shrimp,4.7,3181,138,7.52
Grouper,2.8,2663,114,4.62
Catfish,2.6,4940,110,2.17
Cod,3.5,2868,157,8.86
King Crab,3.6,4643,117,3.89
Grouper,3.0,737,103,7.54
Tiger Prawn,3.7,2901,145,2.37
Cod,3.5,1392,145,5.69
Black Tiger Shrimp,3.2,4623,100,4.62
Freshwater Prawn,0.8,2641,115,4.01
Catfish,4.0,2057,143,3.66
Salmon,3.3,3202,160,6.08
Snow Crab,1.0,1511,140,3.2
Milkfish,3.6,2225,166,7.79
Trout,2.2,2760,110,5.91
Barramundi,1.1,2632,107,2.03
Trout,1.2,3198,111,4.96
King Prawn,4.8,3780,103,6.95
Tuna,4.1,1259,115,4.75
Catfish,0.9,2947,154,9.03
Rohu,3.0,3641,148,5.42
Pangasius,3.6,4083,151,5.0
Salmon,4.5,4635,135,8.23
Snapper,2.1,1222,140,5.15
Black Tiger Shrimp,0.8,4395,157,8.55
Rohu,2.5,895,92,2.59
Tuna,3.6,1006,157,3.75
Pangasius,3.3,2022,123,8.72
Banana Prawn,0.5,1660,172,7.81
Soft Shell Crab,2.8,2735,179,6.61
Mud Crab,0.6,2280,110,9.9
Mud Crab,2.3,1798,167,6.21
Milkfish,4.8,616,117,4.67
Snow Crab,3.0,2397,157,6.64
Salmon,1.7,2463,168,8.9
Barramundi,3.0,518,108,6.42
Freshwater Prawn,2.7,3425,132,2.42
King Crab,4.7,764,111,3.23
King Prawn,0.9,2912,145,5.06
Whiteleg Shrimp,1.4,1043,138,6.14
Mud Crab,1.2,3590,171,9.32
Barramundi,1.4,3289,90,9.25
Snow Crab,3.4,4964,152,8.06
Banana Prawn,3.8,4365,123,3.95
Tuna,3.0,3050,173,3.91
Vannamei,1.5,3698,178,2.23
Barramundi,1.3,3041,127,4.03
Freshwater Prawn,1.7,2362,167,5.59
Vannamei,2.8,2884,140,8.03
Snapper,4.6,716,90,6.1
Cod,4.1,4538,146,5.4
Snow Crab,3.9,2151,163,4.12
Snow Crab,4.5,4267,144,4.98
Salmon,3.3,4812,121,3.09
Tiger Prawn,2.6,2079,164,5.37
Salmon,4.6,3865,106,6.51
King Crab,2.1,1239,122,8.03
Trout,4.1,3554,156,4.07
Cod,3.0,2279,116,5.55
Tilapia,1.3,4808,145,3.96
Tilapia,1.0,805,92,3.77
Whiteleg Shrimp,1.7,2280,135,4.75
Carp,2.3,3327,146,4.9
Freshwater Prawn,0.6,1735,104,9.9
Soft Shell Crab,0.6,3779,163,6.4
Pangasius,1.3,3720,95,8.9
Black Tiger Shrimp,3.5,4922,111,8.02
Cod,2.3,1692,140,5.71
Blue Swimmer Crab,1.9,3445,174,2.12
Rohu,4.5,1898,143,4.41
Cod,3.6,1667,108,3.25
Freshwater Prawn,3.2,1402,145,4.66
Catfish,2.8,3113,101,9.6
Freshwater Prawn,2.0,500,102,3.36
Milkfish,3.3,705,100,9.18
Trout,3.9,3392,150,3.69
Vannamei,3.3,1016,171,4.28
Trout,2.2,2645,117,9.52
Grouper,3.7,2272,160,6.52
Salmon,3.9,4252,144,4.97
Whiteleg Shrimp,4.4,4442,112,5.39
Mud Crab,4.3,4902,136,9.28
Freshwater Prawn,4.0,1171,103,8.44
Barramundi,3.7,1203,91,9.0
Banana Prawn,3.6,604,171,3.59
Carp,4.6,1797,146,2.16
Banana Prawn,1.1,2950,164,9.34
Barramundi,3.7,3171,113,7.18
Grouper,1.8,1961,137,2.5
Tuna,2.2,4227,144,7.08
Blue Swimmer Crab,2.4,4189,93,4.15
King Prawn,2.6,1059,175,8.61
Dungeness Crab,1.8,4157,94,5.67
Seabass,3.2,1434,147,9.62
Catfish,0.6,2670,132,9.9
Tuna,4.3,2136,150,5.99
Tiger Prawn,1.0,2025,147,8.08
Dungeness Crab,0.6,4316,130,7.29
Grouper,1.4,1430,155,9.14
Mud Crab,4.0,4972,154,3.67
Snapper,1.4,3063,154,8.21
Tuna,1.9,1167,169,5.28
King Crab,0.6,3316,123,3.43
Tuna,4.6,4303,137,6.02
Catfish,4.2,1138,144,2.61
Rohu,3.8,4896,104,5.36
Mud Crab,4.7,4834,120,4.45
Barramundi,1.0,3035,93,7.15
Snow Crab,3.1,949,115,9.79
Milkfish,4.9,1197,159,7.93
Catfish,1.9,4758,142,5.44
Blue Swimmer Crab,3.1,4741,148,7.35
Freshwater Prawn,3.5,616,148,5.28
Rohu,2.8,2806,115,2.9
Snapper,0.8,4950,144,6.84
Pangasius,4.6,1439,180,8.06
Snapper,2.6,3643,139,5.32
Rohu,4.7,3713,120,4.11
Catfish,1.4,836,150,4.38
Tuna,0.6,558,113,5.05
Milkfish,2.8,2684,171,7.99
Tiger Prawn,3.3,1121,172,2.61
Vannamei,4.7,4968,98,6.17
Milkfish,2.2,764,139,7.87
Tuna,4.4,4980,126,3.58
Pangasius,0.6,3134,91,7.66
Tilapia,3.1,4364,138,5.83
Mud Crab,0.8,4773,124,3.19
King Prawn,4.1,780,94,5.69
Grouper,2.4,679,139,2.77
Salmon,4.0,1527,112,6.76
Grouper,1.8,4325,150,8.68
Black Tiger Shrimp,1.8,4358,94,5.28
Rohu,2.8,2076,93,3.76
Tuna,4.5,3055,152,9.2
King Crab,1.1,1138,161,6.01
Tilapia,2.7,852,128,3.77
Mud Crab,1.8,2833,114,7.53
Salmon,1.1,2778,117,2.79
Cod,1.0,3869,140,5.2
Cod,1.4,4911,147,9.01
Salmon,2.4,1260,160,3.86
Soft Shell Crab,3.0,3888,92,6.27
Cod,3.4,2577,119,8.72
Snow Crab,2.1,4052,142,2.98
Snow Crab,3.3,3037,98,7.89
Blue Swimmer Crab,2.1,1006,156,3.84
Vannamei,1.8,4204,130,2.43
Dungeness Crab,1.5,3304,145,6.9
Mud Crab,3.6,1494,143,8.86
Snow Crab,4.3,4129,131,2.32
Salmon,4.1,3791,155,2.71
Banana Prawn,4.5,3563,156,6.57
Vannamei,1.3,2055,168,9.1
Vannamei,3.8,2269,131,3.24
King Prawn,2.7,2526,133,2.43
Cod,3.9,3226,178,4.71
Grouper,3.6,1610,103,4.35
Tilapia,4.0,626,90,7.94
Tiger Prawn,4.3,2582,144,4.54
Trout,2.8,1593,179,8.77
Black Tiger Shrimp,1.9,1638,170,8.26
Soft Shell Crab,3.8,751,126,3.58
Milkfish,0.7,1250,161,5.76
Vannamei,4.0,4337,144,7.47
Whiteleg Shrimp,1.5,2861,95,5.07
Freshwater Prawn,3.6,1994,180,5.51
Catfish,2.0,4818,144,2.74
Dungeness Crab,2.9,2456,148,7.17
Barramundi,4.6,2207,100,9.88
King Crab,4.0,3377,163,3.47
Tilapia,2.6,3519,99,3.66
Snapper,3.1,4522,160,4.98
Trout,1.5,3967,131,3.9
Pangasius,2.4,4036,107,5.28
Catfish,4.0,558,142,4.16
Mud Crab,3.5,2894,121,7.94
Tiger Prawn,1.2,1493,128,9.08
Dungeness Crab,1.7,1309,172,6.36
Salmon,2.0,816,116,3.75
Tilapia,4.1,3301,145,7.57
Snow Crab,3.5,1431,136,2.84
Pangasius,0.7,4446,147,9.9
Tuna,3.6,2921,123,4.87
Catfish,3.1,2623,105,5.84
Seabass,3.9,4256,100,9.22
Salmon,4.2,2690,172,5.38
Grouper,4.4,1217,100,2.37
Freshwater Prawn,1.0,4107,159,5.88
Mud Crab,1.2,4810,122,3.68
Carp,1.9,4622,97,6.81
Tilapia,2.8,1306,136,6.13
Blue Swimmer Crab,3.1,2107,119,8.38
Snapper,1.7,1509,171,8.15
Cod,1.4,3355,104,8.29
Snow Crab,3.0,4828,166,4.37
Rohu,1.9,4874,145,2.98
Catfish,1.4,4408,134,2.72
Rohu,4.8,750,136,7.26
Black Tiger Shrimp,4.7,655,100,4.33
Vannamei,4.0,797,118,4.29
Rohu,0.8,516,114,6.96
Dungeness Crab,1.6,2003,98,7.33
Barramundi,3.1,4256,130,8.37
Blue Swimmer Crab,4.0,1636,150,9.49
Mud Crab,3.5,4792,177,8.09
Salmon,2.1,514,121,4.19
Vannamei,3.1,3173,139,8.91
Grouper,1.0,2806,126,5.8
Carp,1.3,2948,94,7.53
Tilapia,4.2,4385,108,7.76
Cod,0.5,1439,133,2.83
Mud Crab,4.3,4535,163,7.99
Salmon,1.6,1699,145,8.14
Rohu,1.9,4787,97,3.52
Mud Crab,2.1,4776,138,2.64
Whiteleg Shrimp,4.6,3273,139,8.58
Trout,2.7,4468,131,6.48
Carp,2.7,1061,123,8.26
Tilapia,4.2,1045,172,9.22
Black Tiger Shrimp,1.4,1898,164,2.33
Blue Swimmer Crab,1.6,3291,108,5.04
Dungeness Crab,3.9,4192,132,3.76
Pangasius,3.6,4287,158,3.21
Tilapia,3.1,1653,128,6.64
Seabass,2.0,2677,171,2.11
Carp,3.1,782,152,7.39
Whiteleg Shrimp,2.8,2292,146,8.73
Cod,3.0,3840,163,8.17
Pangasius,1.4,901,103,8.59
Vannamei,4.4,3332,154,3.56
Vannamei,4.5,2956,98,3.98
Trout,2.8,2506,113,8.64
Mud Crab,3.7,4945,178,7.27
Blue Swimmer Crab,2.1,695,121,2.56
Freshwater Prawn,3.8,4309,176,9.17
Trout,3.8,859,93,2.07
Black Tiger Shrimp,3.4,4308,162,3.87
Blue Swimmer Crab,4.4,4473,139,8.45
Trout,4.3,4326,108,6.12
Grouper,1.2,4193,157,2.3
Soft Shell Crab,0.6,1742,170,9.24
Barramundi,2.6,1177,162,2.64
King Crab,0.6,3989,121,9.65
Banana Prawn,2.6,632,161,2.52
Tiger Prawn,2.5,2508,179,9.86
Rohu,3.3,3089,154,2.48
King Crab,1.8,3289,157,7.57
Barramundi,3.4,1302,134,5.21
Barramundi,2.5,2879,125,8.98
Barramundi,4.9,1838,96,6.52
Whiteleg Shrimp,4.7,2822,142,2.44
Snow Crab,3.8,602,105,4.93
Freshwater Prawn,3.6,1509,102,3.82
Rohu,4.5,4632,142,7.56
Whiteleg Shrimp,0.8,2835,119,4.21
Snapper,2.8,3232,133,7.89
Milkfish,3.2,3417,93,7.06
Mud Crab,4.7,3953,162,7.92
Tilapia,3.3,3415,142,9.77
Cod,3.9,1346,171,3.42
Tuna,3.8,832,172,8.56
Snow Crab,0.7,3745,117,9.56
Dungeness Crab,3.1,2628,138,5.39
Whiteleg Shrimp,0.7,2342,146,4.79
Milkfish,3.2,502,124,3.13
Whiteleg Shrimp,2.9,1519,174,6.29
Snapper,0.8,4349,129,3.82
Tuna,4.8,4950,131,7.91
Snapper,4.1,2692,112,4.99
Blue Swimmer Crab,4.3,513,138,3.17
Tiger Prawn,2.0,1064,169,7.33
Blue Swimmer Crab,1.1,1874,146,8.94
Black Tiger Shrimp,1.8,4502,109,3.17
King Prawn,4.1,4122,116,3.87
Pangasius,3.0,2617,159,2.97
Snapper,2.2,2664,177,4.33
Freshwater Prawn,2.3,4984,178,7.1
Tuna,1.8,2423,123,5.01
Vannamei,4.6,591,143,6.79
Black Tiger Shrimp,0.5,1171,108,6.92
Carp,4.5,800,148,9.57
Mud Crab,2.5,1691,147,7.56
Dungeness Crab,4.0,576,175,2.76
Snapper,3.1,569,106,8.37
Black Tiger Shrimp,4.5,4187,164,4.23
Cod,3.0,1055,94,7.01
Blue Swimmer Crab,1.4,2784,119,4.18
Catfish,3.2,2688,127,7.73
Barramundi,4.6,4284,122,2.08
Blue Swimmer Crab,1.3,1552,96,7.06
Tiger Prawn,2.8,3424,173,7.5
Catfish,2.5,2185,107,3.64
Tiger Prawn,4.5,2974,102,3.43
Cod,4.6,2466,178,9.4
Trout,4.3,4344,126,2.2
Seabass,1.5,4822,148,6.62
Trout,1.2,4694,176,7.32
Pangasius,3.4,4248,126,5.57
Carp,3.0,2958,121,4.29
Snapper,3.6,2516,99,9.48
Salmon,4.2,2705,168,4.36
King Crab,2.4,571,156,8.03
Rohu,1.8,1404,125,2.49
Rohu,3.9,1038,115,8.19
Rohu,1.4,2948,104,5.09
Catfish,3.4,2231,141,5.02
Catfish,4.7,2370,180,9.98
Snapper,4.8,2362,179,4.48
Snow Crab,1.8,748,166,7.41
Catfish,3.1,2015,122,4.85
Carp,4.5,1248,129,9.63
Snow Crab,1.5,4458,94,6.74
Barramundi,2.2,1298,154,6.11
Salmon,4.8,4976,121,2.3
Milkfish,0.5,1761,178,4.45
Soft Shell Crab,1.0,4302,149,2.66
Tuna,4.0,4530,125,8.95
Catfish,2.8,660,117,6.44
Trout,0.7,2707,138,7.26
Trout,4.5,2559,149,2.7
Rohu,0.9,4216,117,9.17
Tilapia,2.1,1952,179,2.09
Snow Crab,3.5,2013,91,5.97
Rohu,0.5,3684,134,3.94
Pangasius,0.8,1080,174,2.65
Carp,3.6,3842,133,7.14
Blue Swimmer Crab,3.9,1768,175,7.02
Trout,3.7,4738,101,4.48
Snapper,1.8,2488,123,6.23
Tilapia,3.4,2966,121,3.08
Blue Swimmer Crab,4.0,1999,120,2.09
Grouper,2.4,3114,122,6.79
Carp,2.2,920,141,3.95
King Crab,2.6,1130,128,6.02
Pangasius,2.7,3789,136,5.42
Snapper,3.3,4336,110,5.13
Soft Shell Crab,2.8,1105,178,9.88
Seabass,0.8,1009,122,9.97
Barramundi,3.7,955,130,4.09
Snow Crab,2.6,758,91,9.44
Snow Crab,1.1,2033,152,9.38
Tilapia,4.3,3005,169,8.66
Seabass,3.6,4850,96,2.74
Black Tiger Shrimp,1.6,3581,135,9.54
Snow Crab,3.9,830,154,8.52
Vannamei,0.8,4200,159,4.24
King Prawn,4.1,2232,144,7.35
Rohu,2.1,4275,107,5.33
King Prawn,1.4,1811,140,5.05
Snow Crab,0.7,3237,144,4.74
Pangasius,1.1,1475,159,8.71
Rohu,1.7,1628,177,5.49
Seabass,2.4,3195,115,4.11
Dungeness Crab,2.3,4524,115,4.99
Tuna,1.6,1881,158,6.82
Snapper,3.1,3270,151,9.5
Trout,1.6,2569,109,5.03
Banana Prawn,2.3,1856,160,2.67
Snapper,1.8,3146,149,2.32
Carp,3.9,1220,162,4.97
Tilapia,2.4,2545,138,2.59
Tiger Prawn,4.0,4674,177,7.78
Carp,3.6,3574,120,2.24
Cod,4.8,4369,159,5.84
Carp,2.0,4277,115,2.09
Mud Crab,2.9,3531,140,7.17
Cod,4.9,1728,139,8.34
Whiteleg Shrimp,4.3,4214,143,4.27
Snow Crab,3.2,1868,149,4.69
Whiteleg Shrimp,1.6,4561,121,6.42
King Crab,1.4,4568,110,2.14
Banana Prawn,2.4,3677,137,4.97
Whiteleg Shrimp,3.6,2272,123,2.79
Soft Shell Crab,4.1,4303,139,3.41
Freshwater Prawn,3.7,3077,109,8.75
Rohu,4.0,820,178,3.28
Carp,3.6,3373,131,6.46
Pangasius,3.6,1211,137,9.94
Freshwater Prawn,4.1,2122,169,3.57
Grouper,1.2,858,154,7.47
Tiger Prawn,0.7,3255,171,9.65
Whiteleg Shrimp,4.0,4500,148,7.81
Seabass,2.4,1140,117,3.74
Blue Swimmer Crab,1.8,1105,166,7.03
Barramundi,3.4,2712,180,2.18
Cod,2.9,532,136,3.42
King Prawn,4.3,3034,96,8.74
Pangasius,2.1,1763,113,2.84
Freshwater Prawn,2.2,844,96,9.5
Carp,2.4,3967,104,2.08
Freshwater Prawn,3.9,1058,124,8.54
Blue Swimmer Crab,4.7,4834,100,8.25
Catfish,3.5,4035,143,6.93
Seabass,1.1,4700,180,8.33
Cod,2.9,2206,97,6.98
King Prawn,1.2,4635,140,9.06
Carp,2.1,910,123,8.85
Barramundi,2.3,1690,120,7.86
Seabass,4.0,4023,99,6.98
Milkfish,3.3,3470,163,4.29
King Crab,3.4,2811,136,3.82
