Country,State,Supplier_Name,Species,Seed_Quality_Rating,Contact,Distance_km
Bangladesh,Pennsylvania,"Owens, Schneider and Wilson",Salmon,5,310-598-5715,85.8
India,Texas,Robinson LLC,Blue Swimmer Crab,4,851-708-1348x921,94.6
Vietnam,New York,Thomas Group,Mud Crab,4,619.822.7915x929,82.6
Vietnam,North Carolina,Lewis-Nguyen,Vannamei,3,212-341-5062x25610,85.5
India,Florida,Pratt Group,Carp,3,001-616-239-6358x13701,46.0
Thailand,California,Humphrey-Mendoza,Barramundi,5,001-987-267-5039x6458,108.8
Indonesia,Arizona,"Carter, Flowers and Jones",Seabass,3,588-868-0809,65.9
India,West Virginia,Price-Jones,Seabass,5,305-808-1106x503,28.3
India,Indiana,"James, Tran and Smith",Pangasius,5,+1-583-607-1203x7656,145.4
India,Oklahoma,"Terry, Peters and Williams",Rohu,5,309-327-5597x9055,107.2
Bangladesh,Nebraska,May and Sons,Rohu,5,775.736.1242x8537,74.7
Vietnam,Rhode Island,"Randall, Harris and Riley",Carp,4,894-656-2413x7468,151.0
Indonesia,Texas,Brooks-Fuller,Tuna,5,843-590-5699x7063,146.0
Thailand,Missouri,Reed-Christian,Whiteleg Shrimp,3,722.985.8337x632,7.2
Thailand,Connecticut,Dominguez Inc,Catfish,5,974.984.0174,87.8
Vietnam,Montana,"Delgado, Smith and Taylor",King Crab,4,6726408899,20.6
India,New Mexico,Davies-Marsh,Barramundi,5,001-879-795-0066x388,42.1
Thailand,South Dakota,Freeman-Oneill,Mud Crab,3,999-620-0427,134.1
India,New York,Martin-Mcclain,Barramundi,5,332.531.7680,61.5
Thailand,New York,Ramirez-Molina,Tilapia,4,453-468-1066,55.3
Vietnam,Kansas,Woods LLC,King Prawn,4,(236)229-1877x681,180.6
Thailand,New Mexico,Freeman LLC,Carp,3,419.285.7830,136.0
Vietnam,Wisconsin,Wilson and Sons,King Prawn,5,+1-366-913-0909x2267,49.7
India,Iowa,Newman-Adams,Milkfish,4,(697)630-5736x40351,67.8
India,Tennessee,Guzman-Kane,Banana Prawn,3,(692)395-7487x5297,141.4
India,West Virginia,Jackson Group,Snow Crab,4,652-742-1783x72439,180.3
Vietnam,Vermont,"Adams, Pierce and Schaefer",Carp,5,497.201.5508x4961,118.8
Vietnam,Oregon,Carney LLC,Tiger Prawn,3,+1-694-512-0929x55629,66.7
Vietnam,Delaware,White-Byrd,Mud Crab,4,+1-970-853-4033x13085,191.5
Thailand,Louisiana,Leonard-Alexander,Cod,4,001-801-890-2226x1737,111.2
Vietnam,Iowa,"Andersen, Wilson and Ingram",Trout,5,(908)429-9629x36423,137.0
Thailand,Alaska,Pratt Inc,Pangasius,4,349.712.7401,134.9
Thailand,Oklahoma,Harris-Cox,King Crab,5,(956)554-9516,112.5
Indonesia,New Mexico,Elliott Group,Carp,5,+1-312-427-7058,91.7
Bangladesh,Missouri,Gardner-Morgan,Carp,3,001-643-409-6395x5469,170.3
India,Alaska,Leblanc Ltd,Rohu,4,(669)300-4329x2770,20.4
Indonesia,Montana,"Smith, Chapman and Vega",Dungeness Crab,4,001-983-990-4187x4571,130.1
Vietnam,Delaware,"Benjamin, Brown and Robertson",Pangasius,3,(760)429-4182,156.5
Indonesia,New Mexico,Smith-Choi,Rohu,3,263.390.9334,116.4
India,Wyoming,White LLC,Dungeness Crab,3,835-583-1282x056,140.4
India,North Dakota,"Barry, Smith and Warner",Dungeness Crab,5,(795)439-2485x9005,182.8
India,Rhode Island,"Lee, Jones and Watson",King Prawn,4,798.861.0059x68389,87.4
Indonesia,Massachusetts,Dougherty Inc,Cod,4,296-643-2384,88.9
India,Colorado,Long LLC,Cod,4,(669)279-8768,188.4
Bangladesh,Washington,Ramirez-Floyd,Mud Crab,4,001-689-716-0371x40972,105.5
India,North Carolina,Marshall-Campbell,Vannamei,3,(279)806-7846,90.1
Indonesia,Kentucky,"Nguyen, Boyer and Jarvis",Trout,4,(891)339-6816,63.2
Vietnam,Vermont,Hayden Ltd,Whiteleg Shrimp,3,(550)502-7831,100.0
Vietnam,Minnesota,Cooper PLC,Catfish,4,745.750.1841x8729,92.7
India,Maine,Garcia-Ray,Tilapia,5,001-215-954-1168x1572,125.4
Indonesia,Utah,Hoffman-Holt,Barramundi,3,001-491-318-5514x9314,1.0
Thailand,Illinois,Thomas Ltd,Black Tiger Shrimp,4,001-719-977-7476,127.5
Thailand,Nebraska,Armstrong Group,Blue Swimmer Crab,5,+1-725-456-0862,18.5
Indonesia,Ohio,Garcia and Sons,King Crab,5,797.308.6513x34643,100.9
India,North Carolina,"Martinez, Barnes and Franklin",Snapper,5,+1-985-615-6709x9509,38.2
Indonesia,Ohio,"Parker, Ward and Mayer",King Prawn,4,001-418-525-3571x16774,195.9
India,Hawaii,Bowman and Sons,King Crab,3,(849)496-8744x7079,87.3
India,Pennsylvania,Dillon-Bennett,Black Tiger Shrimp,4,+1-355-583-9333,49.0
Indonesia,Alaska,Meadows LLC,Banana Prawn,3,586-305-7412x743,155.6
India,New Mexico,Harris PLC,Soft Shell Crab,3,741-635-4345x704,20.3
Thailand,Nebraska,Hicks-Dominguez,Carp,5,001-796-276-3833x2534,34.6
India,Ohio,Garcia-Fernandez,Cod,3,001-598-435-1088x9496,76.2
Thailand,Mississippi,Hughes PLC,Snow Crab,5,980.250.8942x4514,90.2
Bangladesh,Kentucky,"Wells, Guzman and Allen",Carp,4,(656)543-9985x0011,18.4
Bangladesh,South Carolina,Moody-Parker,Barramundi,4,001-461-728-0991x63337,77.2
Bangladesh,Maryland,Bailey-Parker,Banana Prawn,3,(508)745-2711x30166,58.7
Vietnam,Virginia,Ellis-Guzman,Vannamei,3,9805631084,159.5
Vietnam,Illinois,Clark-Powers,Trout,4,526-301-8153,5.8
Indonesia,Vermont,"Jackson, Moore and White",Tilapia,5,262.668.9982,129.8
Bangladesh,Connecticut,Cowan and Sons,Tuna,3,839.466.7893,75.4
Bangladesh,Kentucky,Nelson-Mitchell,Whiteleg Shrimp,3,859.606.3621x61088,3.4
Vietnam,Massachusetts,"Hicks, Larsen and Snyder",Blue Swimmer Crab,5,962.874.2431,138.7
Bangladesh,New Jersey,Sullivan PLC,Cod,3,+1-252-838-7714x91995,40.3
Bangladesh,Vermont,Cox Inc,Whiteleg Shrimp,5,465-333-8779x4964,79.9
Indonesia,Rhode Island,Huerta LLC,Whiteleg Shrimp,3,(828)434-4293,37.2
Thailand,Michigan,Murphy PLC,Trout,3,724.236.4168,106.5
Vietnam,Mississippi,Lee-Beck,Catfish,4,(358)741-0725x703,17.3
Indonesia,Massachusetts,Morris LLC,Salmon,4,(706)376-1220x5055,151.1
Vietnam,Michigan,Howard-Leonard,King Crab,3,001-474-271-1653,91.6
Thailand,North Dakota,Davis-Burton,Banana Prawn,3,5876386660,181.6
India,New Hampshire,"Brown, Walker and Arroyo",Tiger Prawn,4,+1-375-562-2448,162.6
Vietnam,Mississippi,"Johnson, Morris and Mitchell",Catfish,3,(532)393-2251x66039,27.9
Bangladesh,North Dakota,Hays-Montgomery,Salmon,5,299-269-1581,87.1
Indonesia,Oklahoma,"Graham, Perry and Frye",Milkfish,4,001-883-892-2823,119.7
India,Illinois,"Harrison, Garcia and Morrow",Banana Prawn,4,(912)320-0941x84437,28.2
Indonesia,Florida,"Gould, Phillips and Flowers",Catfish,4,901-837-2963,191.8
Vietnam,Massachusetts,Wright-Sims,Whiteleg Shrimp,4,915.953.0134,56.8
Vietnam,Ohio,Paul LLC,Rohu,3,481.938.9274x96926,131.6
India,North Carolina,"Thomas, Carter and Ray",Mud Crab,5,409-661-5633x99170,113.5
Bangladesh,California,"Smith, Roman and Reed",Snow Crab,4,529-241-0562x229,23.0
Indonesia,Hawaii,Baker-Dunn,Trout,5,001-263-582-7538,91.4
Indonesia,Florida,Weiss and Sons,Trout,5,432.781.5617,75.1
Thailand,Delaware,Brown Ltd,Carp,4,(750)281-2067,193.9
India,Illinois,Crosby PLC,Catfish,3,001-569-698-4764x78673,100.9
Thailand,North Dakota,"Chapman, Johnson and Giles",Banana Prawn,5,996.481.6647,137.9
Indonesia,Pennsylvania,Norman-Pearson,Mud Crab,3,+1-524-669-6012x98502,156.5
Bangladesh,Alaska,Hutchinson-Ware,Banana Prawn,3,319-800-9609x1865,68.1
Vietnam,New Jersey,"Crawford, Davis and Randolph",Blue Swimmer Crab,4,001-818-672-8732x909,109.6
Thailand,Maine,"Herrera, Smith and Christensen",Black Tiger Shrimp,3,(980)771-8724x4207,70.8
Bangladesh,Texas,Carter PLC,Whiteleg Shrimp,4,515-587-4042x83038,119.7
Bangladesh,South Dakota,Williams-Nunez,Soft Shell Crab,4,(933)855-9496,175.3
Bangladesh,Vermont,Riley and Sons,Trout,5,(950)316-1264x663,111.1
Bangladesh,New York,"Carrillo, Hutchinson and Hampton",Snow Crab,3,408.720.4850,78.4
Indonesia,Missouri,"Brooks, Morgan and Hutchinson",Soft Shell Crab,5,(316)804-3434x0316,83.6
India,Rhode Island,"Hopkins, Garcia and Smith",Snow Crab,4,229.362.6730x6543,174.4
India,North Carolina,Garza-Brown,Black Tiger Shrimp,4,(274)551-6611,114.2
Thailand,California,"Boyle, York and Ramos",Rohu,5,001-980-511-1120x74284,57.0
Bangladesh,Hawaii,Barton-Carey,Banana Prawn,5,+1-221-604-0226,168.3
Vietnam,Minnesota,Mahoney Ltd,King Prawn,5,(628)306-1481x4240,154.7
Bangladesh,New Mexico,Keller-Ward,Tuna,4,213-838-2966,41.4
Indonesia,Texas,"Carrillo, Kline and Lester",Mud Crab,4,001-433-398-5827x2899,108.7
Thailand,North Dakota,Wade-Armstrong,Black Tiger Shrimp,4,001-751-977-0705x9238,190.9
Indonesia,Wisconsin,"Hanson, Graves and Hart",Rohu,5,+1-547-210-7498,77.0
Vietnam,Utah,Brown Group,Pangasius,3,(732)748-9380x580,64.6
Bangladesh,Montana,Fitzpatrick-Moore,Vannamei,3,833.392.9779x80596,124.6
Indonesia,Delaware,Cain Ltd,Tiger Prawn,4,001-291-240-2051x2642,146.6
India,Nebraska,Keller-Russell,Blue Swimmer Crab,3,3047783283,194.5
Indonesia,Kansas,Evans-Larson,Vannamei,5,001-438-332-4008,87.6
India,North Carolina,"Shaw, Abbott and Huynh",Rohu,3,978.658.1873,153.8
Indonesia,Oregon,"Williams, Clark and Duke",Cod,3,(925)869-8283x9912,22.9
India,Nebraska,Davis Inc,Freshwater Prawn,5,304-758-4581x78172,21.1
Bangladesh,Colorado,Miller LLC,Carp,3,313-363-2411,156.3
Vietnam,New Mexico,Moon-Williams,King Crab,3,001-317-807-0727,130.7
Thailand,New Jersey,Johnson-Woodward,Tuna,4,248.950.8850x5194,193.3
Indonesia,Virginia,Adams Ltd,Cod,5,001-501-826-9667x2619,108.7
Thailand,New Hampshire,Booker PLC,Soft Shell Crab,3,817.928.9494,141.2
India,Alaska,Grimes Ltd,Tiger Prawn,4,001-851-780-7658x6882,21.3
Bangladesh,Pennsylvania,Scott LLC,Soft Shell Crab,3,001-984-290-1326x4525,70.1
Bangladesh,Pennsylvania,Smith LLC,Vannamei,5,906.284.6644,114.9
Bangladesh,Florida,Obrien LLC,Snow Crab,5,751-265-8315x909,27.1
India,Ohio,Acevedo-Guerrero,Dungeness Crab,4,+1-708-982-4220x38749,184.8
Thailand,Indiana,Bradley Inc,Snapper,4,896.732.4471,190.1
India,Arizona,Frazier Inc,Vannamei,3,001-308-401-1877x72971,85.1
Thailand,Texas,Jensen-Smith,Salmon,3,001-502-912-9710,86.0
Vietnam,Maryland,Armstrong-Cruz,Freshwater Prawn,3,(336)607-3553x8969,132.8
Bangladesh,Washington,James-Holmes,Pangasius,5,934.704.3910,55.6
Thailand,Colorado,Lopez LLC,Tiger Prawn,4,373.787.4041,56.0
Vietnam,Vermont,"Robertson, Hodge and Marsh",Banana Prawn,3,+1-378-238-7869x374,123.4
Bangladesh,Arkansas,"Wade, Browning and Davis",Seabass,5,270-359-2000,120.3
Indonesia,Florida,Jacobs LLC,Rohu,5,515.615.3362x4777,16.6
Bangladesh,Arkansas,Crawford Ltd,Tiger Prawn,4,+1-691-643-7734x63923,1.5
Vietnam,Arizona,Pennington-Brooks,Banana Prawn,5,785.327.1305x35376,86.0
Bangladesh,Indiana,"Williams, Schneider and Johnson",Freshwater Prawn,3,(812)304-8703x01237,80.8
Indonesia,Pennsylvania,Cook-Hunt,Vannamei,4,554.414.6150x884,27.2
Bangladesh,Maine,Nguyen-Montgomery,Soft Shell Crab,5,226.419.3112,35.3
Indonesia,West Virginia,"Higgins, Palmer and Scott",Snow Crab,4,(641)855-9242,163.8
Bangladesh,Ohio,"Sanchez, Jones and Christian",Seabass,3,506-368-7140,78.8
Indonesia,Arkansas,Doyle-Miller,Vannamei,3,+1-701-724-3559x925,3.7
Indonesia,North Dakota,Mckinney Group,Snow Crab,3,+1-743-587-2810x293,48.2
Vietnam,Oregon,Garcia-Mills,Snapper,5,938-671-7826,115.5
India,Kansas,Martin Group,Tuna,3,(727)556-8239,100.5
Thailand,Delaware,Martinez-Sherman,Mud Crab,5,001-288-616-5332,11.0
Bangladesh,Georgia,Montes PLC,Trout,3,940.517.5972x29854,59.7
Thailand,Missouri,"Hayes, Adams and Hutchinson",Pangasius,3,(363)315-1573,181.2
India,Mississippi,Rollins-Carson,King Prawn,3,467-654-3471,1.7
Thailand,Hawaii,"Weaver, Johnson and Cox",Tiger Prawn,4,9976472953,2.8
Vietnam,Maryland,"Daniel, Hernandez and Stevenson",King Crab,3,2689369428,41.4
Indonesia,New York,"Harper, Allen and Ramos",Banana Prawn,3,5767780461,141.0
India,Indiana,Tran Group,Snow Crab,3,001-522-910-2193,40.0
Thailand,New Jersey,"Pollard, Ramos and Hopkins",Grouper,5,+1-897-687-8577x04395,180.7
India,Georgia,Richardson-Johnson,Blue Swimmer Crab,4,+1-963-751-4882,40.4
Indonesia,New Jersey,Eaton-Hoover,King Prawn,3,268.981.6471x043,31.4
Bangladesh,Vermont,Maldonado-Garrett,Tiger Prawn,3,(622)343-4890x77100,52.0
Indonesia,Maine,Mitchell-Nelson,Snapper,4,+1-436-248-0514x31616,52.6
Vietnam,Georgia,Sanchez-Gardner,Salmon,4,(233)255-5338x3767,41.6
India,Oregon,Roberts Ltd,Tiger Prawn,3,001-278-380-3602x602,192.5
Indonesia,Florida,"Clayton, Parrish and Nelson",Dungeness Crab,5,001-766-879-8280,146.4
India,Maryland,Warren Inc,Salmon,5,4662568239,168.8
Bangladesh,New Mexico,Bryan-Clark,Mud Crab,3,307-716-7753x9989,137.5
Vietnam,New Jersey,Santiago-Smith,Milkfish,5,+1-576-330-4335x66498,110.1
India,Louisiana,"Brown, Wells and Lambert",King Prawn,5,(300)356-7648,84.5
Indonesia,South Dakota,White-Sims,Vannamei,3,001-783-374-7818,192.9
Indonesia,Tennessee,"Meyers, Morgan and Delgado",Black Tiger Shrimp,3,+1-495-490-8120x7220,46.8
Bangladesh,South Dakota,"Berry, Bell and Ray",Dungeness Crab,5,414-215-9949x47605,135.5
Bangladesh,Iowa,Moore Ltd,Grouper,4,508-338-8783,74.8
Indonesia,Alaska,Holt Group,Grouper,4,001-913-996-8874x683,12.0
Bangladesh,Wisconsin,Evans-Oconnell,Milkfish,3,649-668-2980x743,70.5
Indonesia,South Dakota,Fisher-Huang,Catfish,5,524-499-9684x092,31.8
Bangladesh,Indiana,"Smith, Wells and Myers",Whiteleg Shrimp,5,974.251.5219x21714,7.9
India,Tennessee,Nelson Ltd,Tiger Prawn,3,834-903-4323,162.7
Indonesia,Iowa,"Edwards, Hardy and Morgan",Pangasius,3,(352)872-0296x6361,105.8
India,Arizona,Hancock and Sons,Snapper,4,468.725.7578,142.0
Indonesia,Connecticut,Anderson-Taylor,Rohu,4,413.610.3113x7413,107.5
Vietnam,Idaho,Howard-Coleman,Tiger Prawn,4,224-451-8111x465,174.0
Thailand,Wyoming,"Schneider, Harvey and Martinez",Freshwater Prawn,4,001-385-411-8857x3796,63.1
Indonesia,Connecticut,Wagner Group,Cod,5,(634)203-4799x08344,121.1
India,Utah,Alvarez Group,Trout,4,001-473-788-0698x7998,4.3
Thailand,Idaho,Mcintosh-Lee,Banana Prawn,5,441.892.2484x867,20.9
India,Washington,Cisneros PLC,Mud Crab,5,001-539-983-7106x37920,177.2
Bangladesh,North Dakota,Smith Ltd,Rohu,5,001-746-676-4854x4864,184.4
Bangladesh,Rhode Island,Gonzalez-Mcdonald,Salmon,5,990-619-1860x51968,26.9
India,New York,Johnson-Osborne,Snow Crab,3,(774)313-1194,28.9
Bangladesh,Illinois,Wilson-Gallegos,Freshwater Prawn,5,(900)329-6412x40042,191.2
Vietnam,South Dakota,"Mejia, Bentley and Oneill",Tiger Prawn,3,001-903-528-1759,123.2
Vietnam,Alabama,"Baldwin, Little and Lopez",King Prawn,4,526.848.7548x04741,147.0
Vietnam,Nebraska,"Sanchez, Miller and Flores",Freshwater Prawn,3,922.657.9383,31.1
Indonesia,West Virginia,"Parker, Neal and Chambers",King Prawn,4,643.754.2651,188.9
Indonesia,Florida,"Walker, May and Lopez",Trout,3,+1-346-817-8497x370,67.7
Vietnam,Mississippi,Conley PLC,Banana Prawn,4,(268)777-4841,99.4
Bangladesh,Idaho,"Howard, Yang and Chapman",Grouper,5,(949)841-0895x093,134.1
Vietnam,Missouri,Li-Hammond,Snow Crab,5,001-229-247-0714,68.0
Vietnam,Missouri,Wilson Inc,Banana Prawn,3,444.608.5054,122.8
Vietnam,Michigan,Jackson Inc,Milkfish,5,463.485.8290,94.8
Indonesia,Michigan,"Pena, Hudson and Webb",Blue Swimmer Crab,3,4879149690,61.5
Bangladesh,Texas,Hicks LLC,Milkfish,4,536.811.5492,110.9
Vietnam,North Carolina,Gray-Miller,Catfish,4,(855)397-4910,156.1
Bangladesh,California,Taylor-Daniel,Barramundi,3,284.243.4822x3703,3.1
India,Arkansas,Rogers Inc,Catfish,3,881-989-6537,111.1
Indonesia,Pennsylvania,Williams Inc,Barramundi,4,001-777-324-8124,93.1
India,North Dakota,Jackson Ltd,Freshwater Prawn,3,460.352.5165x35823,162.7
Bangladesh,New Hampshire,Cruz Inc,Mud Crab,5,001-274-787-1158x7798,80.6
Thailand,Illinois,King Ltd,Milkfish,4,8003394868,99.6
Indonesia,New Jersey,"Young, Stout and Wilson",Mud Crab,4,380.236.9025,81.3
India,North Carolina,"Gardner, Rice and Gomez",Snapper,3,+1-566-970-8978,149.7
India,Delaware,"Chandler, Price and Summers",King Crab,3,777-900-8166x1348,55.0
Bangladesh,New York,Thomas Inc,Carp,3,(302)481-3476x11767,83.6
India,Indiana,Moore Ltd,Barramundi,5,757.911.9407x979,40.4
India,Kansas,Graves Ltd,Grouper,5,001-765-673-5116,179.4
Thailand,Massachusetts,Moore Inc,Carp,3,001-347-450-6211x327,79.3
India,Alabama,"Holden, Warner and Hill",Carp,5,(674)722-7426x27626,45.4
Thailand,Wisconsin,Horne LLC,Salmon,3,532.278.1215x65992,174.6
Vietnam,South Dakota,Allen-Nolan,Tuna,4,001-842-764-0721,176.1
Bangladesh,Indiana,Marshall LLC,Rohu,3,001-899-920-1416,104.5
India,Rhode Island,Yates and Sons,Tilapia,4,(291)868-3893x940,135.0
Vietnam,Florida,"Tapia, Cook and Wilson",Blue Swimmer Crab,3,+1-864-398-9125,177.7
Bangladesh,Indiana,Wells-Villarreal,Grouper,3,(672)994-5480x95599,142.9
Bangladesh,Louisiana,Ball-Garcia,Cod,4,6178737203,156.1
Bangladesh,Pennsylvania,"Gonzalez, Cruz and Colon",Freshwater Prawn,3,600.750.1367x863,178.9
Thailand,Montana,Mendez Group,Snow Crab,3,658.213.9954x836,1.7
Indonesia,Colorado,"Melton, Gray and Rodriguez",Tilapia,4,2482950263,104.0
Bangladesh,South Carolina,"Petersen, Perez and Wade",King Prawn,3,7043563473,150.7
Thailand,Kansas,Hall Ltd,Mud Crab,5,001-976-384-7609,44.9
Indonesia,West Virginia,"Figueroa, Lucas and Brown",King Crab,4,696.863.9235x3831,13.9
Thailand,Hawaii,Owens-Davis,Freshwater Prawn,4,(920)515-3404x3725,91.7
Bangladesh,Indiana,Rojas Group,Tilapia,3,458.683.0481x869,144.4
Thailand,Indiana,Williams and Sons,Milkfish,4,359.897.7948x8597,46.7
Bangladesh,New York,Reynolds-Friedman,Vannamei,5,697.584.9203x71010,91.8
Vietnam,Connecticut,Barker-Wilson,Seabass,3,781.839.8638,175.6
Indonesia,Illinois,Brown-Allison,Tuna,3,(383)703-9406x4109,38.1
Vietnam,Delaware,Davis and Sons,Freshwater Prawn,3,+1-501-402-5394x7395,60.7
Bangladesh,Pennsylvania,Miller and Sons,Tiger Prawn,5,5858866401,158.9
India,Maine,"Tyler, Saunders and Booth",Milkfish,4,001-381-410-2338,160.1
Bangladesh,Arkansas,Copeland-White,Freshwater Prawn,4,+1-700-289-9269x76608,109.5
Vietnam,Rhode Island,Hopkins-Turner,Rohu,5,(532)851-7686,198.2
Vietnam,Montana,"Reynolds, Goodwin and Osborne",Blue Swimmer Crab,4,+1-621-266-7316x84643,189.7
Indonesia,Utah,Bryant-Young,Dungeness Crab,4,(296)320-3151x2854,179.6
Thailand,Florida,"Green, Jackson and Franco",Cod,5,594.544.4912x41308,118.6
Vietnam,Georgia,"Russell, Morton and Pittman",Snapper,3,8924023878,129.1
Bangladesh,Maryland,"Garcia, Peters and Travis",Catfish,5,824-722-1302,159.2
Indonesia,Wyoming,Howard-Raymond,Pangasius,4,(355)264-4605,97.1
Indonesia,Hawaii,Ramirez Inc,Rohu,4,655.772.6760x55679,95.8
Indonesia,Pennsylvania,"Mckay, Gregory and Olsen",Tuna,5,873.712.0105x80972,36.5
Bangladesh,Alaska,Mcdonald Inc,Tuna,5,313-950-2018x33282,161.0
India,Arizona,"Warren, Smith and Roberts",Mud Crab,3,825-715-5694x28039,78.2
India,Alaska,Christian Group,Vannamei,4,(902)630-5742x4062,133.7
Thailand,Washington,Mills-Black,Catfish,4,328-636-4896x07424,83.5
Vietnam,Alaska,"Maldonado, Campbell and Robertson",Snapper,5,379-926-3990x9610,193.5
India,Kentucky,Li Group,Dungeness Crab,3,957-664-5259x47026,165.4
Thailand,Utah,Robbins-Rose,Soft Shell Crab,4,811-926-6280,35.2
Indonesia,Missouri,"Edwards, Tapia and Burke",Whiteleg Shrimp,5,(722)586-6934x611,38.3
Indonesia,New Mexico,"Cuevas, Underwood and Coleman",Rohu,4,+1-552-335-0243x131,115.4
Vietnam,Hawaii,"Edwards, Miller and Walker",Blue Swimmer Crab,5,(672)894-6976,47.2
Indonesia,Alabama,Martinez-Martin,Seabass,3,+1-681-453-5114,30.4
India,Tennessee,"Brown, Fuller and Jordan",Snow Crab,5,(866)752-1853x56567,22.2
India,Hawaii,Walker-Li,Barramundi,4,295.634.4079,54.1
Indonesia,Massachusetts,"Meyer, Richards and Sullivan",King Crab,5,329.302.9218x80762,18.0
Bangladesh,Ohio,Dean-Anderson,Freshwater Prawn,3,516.845.3160,98.5
Vietnam,Nevada,Smith-Smith,King Prawn,5,421-831-3538,78.3
Thailand,North Carolina,"Bauer, Jordan and Michael",Trout,3,001-939-828-7998,139.1
Vietnam,Mississippi,Thompson-Wilkins,Mud Crab,5,+1-249-600-8913x6457,127.0
Vietnam,Idaho,Thompson and Sons,Catfish,4,001-474-461-2860x027,113.2
Indonesia,Indiana,Gordon Group,Snow Crab,5,722.747.1897x04231,18.1
Vietnam,Michigan,Flores-Jones,Whiteleg Shrimp,3,(885)635-5637x56939,13.1
India,Illinois,Sloan Inc,King Prawn,5,+1-991-608-2698x672,181.4
Indonesia,Washington,Lambert-Simon,Black Tiger Shrimp,3,(217)734-9508x520,50.5
Thailand,Michigan,Mcdonald Inc,Carp,3,001-775-925-5691x70993,97.7
Indonesia,Tennessee,"Ward, Kelley and Reeves",Salmon,5,984.407.6410x3291,172.2
Bangladesh,Rhode Island,Allen and Sons,Tilapia,3,(725)643-2524x58242,116.8
Thailand,Alabama,Marshall-Smith,Freshwater Prawn,4,(804)224-2322x5512,120.3
Bangladesh,Indiana,Sims-Ford,Freshwater Prawn,4,807.302.2747,120.1
Indonesia,Indiana,Davis PLC,Whiteleg Shrimp,3,681.733.8953,74.6
Thailand,Maryland,Stout LLC,Whiteleg Shrimp,5,+1-512-308-6228x32226,121.9
Bangladesh,West Virginia,Murray-Perez,Tilapia,3,907-994-6093x4802,13.6
India,Maine,Garza Ltd,Soft Shell Crab,4,001-540-442-9575,189.8
Vietnam,West Virginia,Cohen Inc,Freshwater Prawn,3,441-901-3592x63528,16.2
India,Ohio,"Soto, Green and Scott",Tilapia,4,(811)908-5523x2501,118.9
Vietnam,Michigan,Myers PLC,King Prawn,5,001-683-415-3573x0185,137.5
Indonesia,Nebraska,"Walton, Rodgers and Miller",Rohu,5,681-629-6041x990,102.4
Bangladesh,Arkansas,Howard-Jones,King Prawn,4,001-375-681-3361x1426,128.3
Thailand,Utah,Dillon Group,King Crab,5,882.416.5665x52220,40.1
Vietnam,Ohio,"Castro, Fowler and Graham",Milkfish,3,533-895-1270,120.1
Vietnam,New York,Johnson-Nichols,Tuna,4,261.807.8718x8376,52.6
Indonesia,Louisiana,Lawson PLC,Seabass,3,(587)853-6147x071,126.9
Thailand,Oregon,Walker LLC,Salmon,4,219.647.8085x54202,128.1
Vietnam,Arizona,Brown-Wilson,Dungeness Crab,4,763.477.0936x1733,94.8
India,Colorado,Perez-Webb,Soft Shell Crab,4,886-476-5663x362,78.5
Indonesia,Indiana,Crane Inc,Catfish,5,001-248-349-1597x761,65.7
Thailand,South Dakota,Mcdonald-Reed,Grouper,5,675.929.1497x77741,79.2
Vietnam,Oregon,"Taylor, Brown and Rich",Barramundi,5,291-897-6758,133.9
Vietnam,Illinois,"Robinson, Wilkinson and Garcia",Blue Swimmer Crab,5,949.206.1292x534,176.3
Thailand,Arkansas,Allen Group,Whiteleg Shrimp,3,705.617.6441,78.8
India,Montana,"Day, Rodriguez and Singh",Salmon,5,(293)509-3531,23.0
Thailand,Wyoming,Bauer-Davis,Barramundi,4,(681)441-3710,154.2
Indonesia,Illinois,Stokes-Davis,Freshwater Prawn,5,869.266.0830x531,100.6
Indonesia,Tennessee,Maldonado Inc,Vannamei,3,625-949-7187x67015,79.4
India,Missouri,Hunt LLC,Cod,5,9544749721,51.8
Bangladesh,Kentucky,Kim PLC,Tilapia,3,605.526.5405x519,62.9
Vietnam,Maryland,Gutierrez-Nguyen,Rohu,5,602.720.7627x955,126.1
Thailand,Connecticut,Bryant-Khan,Tiger Prawn,4,(869)633-8903x4928,150.6
Indonesia,Nevada,Warren-Ramos,Cod,4,+1-736-540-1295x925,105.0
India,California,Harrison and Sons,Milkfish,3,(352)713-6216x0307,121.8
Indonesia,Missouri,"Garcia, Williams and Phillips",Catfish,5,467-711-0675,88.1
India,North Carolina,"Baker, Long and Hines",Banana Prawn,5,(541)970-3668x7714,141.1
Indonesia,Missouri,"Alexander, Jones and Kramer",Salmon,4,+1-457-322-8390x6962,128.8
