Country,State,District,Latitude,Longitude,Climate_Zone,Season,Aqua_Type,Species,Suitability_Score
Indonesia,Surat Thani,Danielbury,14.2093,98.0602,Subtropical,Winter,Prawn,Banana Prawn,81
Indonesia,Chittagong,Tracychester,22.1834,90.1479,Tropical,Summer,Fish,Grouper,94
Vietnam,Andhra Pradesh,Dillonland,-7.4876,94.5142,Subtropical,Winter,Fish,Salmon,74
India,Sumatra,Roychester,-0.2515,60.6978,Tropical,Monsoon,Fish,Snapper,91
India,Bac Lieu,New Lanceview,22.7336,94.4005,Subtropical,Winter,Crab,Blue Swimmer Crab,63
India,Gujarat,Rileychester,20.2129,93.8093,Tropical,Monsoon,Prawn,Banana Prawn,40
Bangladesh,Bali,West Bryan,2.8114,73.7963,Subtropical,Winter,Prawn,Black Tiger Shrimp,92
India,Tamil Nadu,Staceyville,27.1232,92.6666,Tropical,Winter,Fish,Salmon,56
India,Tamil Nadu,Jameshaven,2.2363,71.4369,Subtropical,Winter,Fish,Barramundi,100
Thailand,Sylhet,Port Melissaberg,-5.3599,98.1631,Subtropical,Summer,Crab,Dungeness Crab,74
Indonesia,Tamil Nadu,Hermanborough,0.5833,74.1367,Subtropical,Winter,Prawn,Tiger Prawn,50
Thailand,Surat Thani,Hurstside,-7.0197,78.3774,Tropical,Winter,Fish,Snapper,78
Indonesia,Nakorn Si Thammarat,Traviston,1.2579,60.3185,Tropical,Winter,Prawn,Freshwater Prawn,44
Vietnam,Andhra Pradesh,North Shannonton,-2.2463,70.3871,Tropical,Winter,Fish,Cod,73
Vietnam,Kalimantan,East Davidburgh,1.1153,72.7056,Subtropical,Winter,Fish,Seabass,50
India,Surat Thani,Hancockland,24.2824,71.5605,Subtropical,Winter,Fish,Carp,63
Thailand,Java,Port Sarabury,-1.1685,60.4029,Tropical,Winter,Crab,Dungeness Crab,50
Vietnam,Sylhet,Whiteside,20.2743,62.0943,Tropical,Winter,Prawn,Whiteleg Shrimp,46
Vietnam,Ca Mau,West Matthew,8.6893,71.3847,Tropical,Winter,Fish,Catfish,64
India,Tamil Nadu,South Shannonville,5.4213,60.7454,Tropical,Winter,Fish,Rohu,85
Thailand,Chonburi,North Jacob,-0.837,84.1738,Subtropical,Monsoon,Fish,Catfish,40
Indonesia,Kalimantan,Danielsburgh,1.0737,79.051,Subtropical,Monsoon,Fish,Tilapia,95
Vietnam,Soc Trang,Rayburgh,-1.0414,92.5801,Tropical,Monsoon,Crab,Soft Shell Crab,78
Indonesia,Ca Mau,Evansland,13.2817,81.6902,Tropical,Summer,Fish,Catfish,64
India,Bihar,West Michael,21.0123,67.6854,Subtropical,Summer,Fish,Pangasius,50
Thailand,Sulawesi,East Williamville,14.0006,84.175,Tropical,Winter,Prawn,Black Tiger Shrimp,69
Indonesia,Soc Trang,West Steven,-3.025,60.6627,Subtropical,Summer,Fish,Salmon,67
Vietnam,Can Tho,North Richardmouth,-4.5257,98.7014,Tropical,Summer,Fish,Seabass,46
Thailand,Bihar,North Kenneth,-6.594,63.1144,Tropical,Winter,Fish,Tilapia,73
India,Surat Thani,Savannahville,26.8314,92.2048,Tropical,Summer,Prawn,Banana Prawn,41
India,Gujarat,Potterborough,1.666,75.6645,Tropical,Summer,Prawn,Banana Prawn,68
Vietnam,Sulawesi,Natalieside,13.512,95.7529,Subtropical,Winter,Crab,Blue Swimmer Crab,97
Bangladesh,Barisal,Jacksonside,29.2039,77.8255,Tropical,Summer,Fish,Catfish,73
Vietnam,Trat,Stephenton,8.9913,62.2328,Subtropical,Monsoon,Crab,King Crab,45
Vietnam,Can Tho,North Michellechester,20.2003,68.3594,Tropical,Winter,Fish,Carp,69
India,Andhra Pradesh,Coxborough,-9.6478,91.1565,Subtropical,Winter,Crab,Mud Crab,64
India,Bac Lieu,Samuelmouth,-1.9449,92.3333,Subtropical,Summer,Fish,Tuna,50
Indonesia,Gujarat,Port Brenda,18.6417,85.5139,Subtropical,Monsoon,Prawn,Banana Prawn,50
Indonesia,Soc Trang,Shaneberg,17.8956,67.2252,Tropical,Winter,Fish,Cod,66
Vietnam,Ca Mau,Smithland,22.3853,61.5214,Tropical,Monsoon,Fish,Salmon,54
Bangladesh,Nakorn Si Thammarat,New Karitown,17.8572,70.9119,Subtropical,Winter,Prawn,Tiger Prawn,47
Vietnam,Sulawesi,South Juliemouth,-6.4634,72.057,Subtropical,Monsoon,Fish,Catfish,89
Thailand,Ca Mau,South Colinview,10.6517,64.8732,Tropical,Summer,Crab,Mud Crab,78
Bangladesh,Kalimantan,South Desireeside,4.2262,96.1484,Subtropical,Monsoon,Fish,Trout,80
Bangladesh,Surat Thani,North Jasonport,-5.9788,78.469,Subtropical,Monsoon,Fish,Snapper,100
India,Soc Trang,East Aliciaport,16.7577,81.4425,Subtropical,Summer,Fish,Barramundi,47
Indonesia,Tamil Nadu,Jillton,22.2434,87.1909,Subtropical,Summer,Prawn,Banana Prawn,45
Bangladesh,Bihar,Holmestown,20.1737,73.8908,Subtropical,Summer,Fish,Rohu,48
Bangladesh,Barisal,West Elizabethville,20.1326,83.5119,Subtropical,Summer,Prawn,King Prawn,53
Vietnam,Mekong Delta,West Debbietown,16.7304,80.0122,Subtropical,Summer,Fish,Salmon,52
Thailand,Rayong,Lake Ryan,6.5649,77.7504,Subtropical,Summer,Fish,Catfish,63
Thailand,Rayong,Morganburgh,4.8323,84.4698,Tropical,Summer,Prawn,Vannamei,52
India,Bali,Hudsonbury,25.5653,73.2242,Tropical,Winter,Fish,Catfish,54
India,Chonburi,Melendeztown,18.4628,77.9831,Subtropical,Winter,Prawn,Black Tiger Shrimp,47
Thailand,Sumatra,South Theresa,17.7095,81.3537,Subtropical,Summer,Fish,Seabass,100
India,Barisal,South Brittany,0.2133,73.8299,Tropical,Summer,Prawn,Freshwater Prawn,63
Thailand,Ca Mau,Matthewmouth,-7.367,94.901,Subtropical,Monsoon,Prawn,Freshwater Prawn,70
Thailand,Odisha,Amyfort,-2.4884,76.6029,Subtropical,Monsoon,Fish,Grouper,61
Bangladesh,Chittagong,Warrenview,0.9786,80.6682,Subtropical,Winter,Fish,Tilapia,82
Vietnam,Rajshahi,New Shawnmouth,14.4409,99.0637,Subtropical,Winter,Fish,Snapper,54
Vietnam,Rajshahi,Whitetown,19.0668,98.426,Tropical,Winter,Prawn,Whiteleg Shrimp,100
Thailand,Kerala,Williamsburgh,27.7525,84.974,Subtropical,Winter,Fish,Snapper,67
India,Rayong,New Mikefort,12.0139,99.5141,Subtropical,Monsoon,Fish,Seabass,54
Bangladesh,Surat Thani,Richardchester,13.8642,64.5798,Tropical,Winter,Crab,Soft Shell Crab,86
Vietnam,Ca Mau,West Margaret,0.4079,63.6319,Tropical,Winter,Prawn,King Prawn,60
Vietnam,Trat,Wellsview,-4.7491,65.9966,Tropical,Summer,Fish,Cod,79
Vietnam,Andhra Pradesh,Johnchester,11.3874,75.595,Tropical,Monsoon,Prawn,King Prawn,95
Thailand,Andhra Pradesh,North Brianna,22.8097,70.4732,Tropical,Winter,Fish,Tuna,90
Bangladesh,Surat Thani,Port Christopherfort,-7.4583,75.4269,Subtropical,Winter,Fish,Tilapia,56
Bangladesh,Odisha,Espinozaside,29.0508,76.9702,Tropical,Monsoon,Fish,Barramundi,64
Thailand,Bihar,East Scottmouth,18.7183,60.2335,Subtropical,Monsoon,Crab,King Crab,69
Vietnam,Barisal,Port Caitlin,16.4138,61.6613,Tropical,Monsoon,Fish,Tuna,74
Vietnam,Java,Hillchester,22.8787,70.3711,Subtropical,Monsoon,Prawn,Freshwater Prawn,54
Bangladesh,Gujarat,Boyletown,16.0638,66.4008,Tropical,Winter,Prawn,Tiger Prawn,77
Indonesia,Rayong,Jacquelineport,-7.7618,77.1153,Tropical,Summer,Fish,Grouper,78
Indonesia,Odisha,Lake Victor,18.2047,87.1404,Subtropical,Monsoon,Crab,Mud Crab,97
Bangladesh,Kalimantan,East Scottmouth,-5.0769,63.9725,Subtropical,Winter,Fish,Snapper,42
Vietnam,Kalimantan,Hudsonberg,-6.7894,66.6785,Tropical,Summer,Fish,Salmon,56
Indonesia,Rayong,West Andrewland,27.7516,61.3505,Tropical,Summer,Prawn,Banana Prawn,56
Thailand,Can Tho,Kleinchester,21.7334,83.2225,Subtropical,Summer,Fish,Rohu,63
India,Barisal,West Joseph,-7.3926,97.7903,Tropical,Summer,Prawn,Vannamei,87
Thailand,Kalimantan,North Brendachester,8.3384,73.0318,Subtropical,Winter,Fish,Grouper,67
Thailand,Sumatra,West Manuelmouth,6.6312,80.9561,Tropical,Summer,Fish,Carp,69
Indonesia,Odisha,Mariaton,22.0396,99.0655,Tropical,Summer,Prawn,Vannamei,42
Bangladesh,Java,East Adamhaven,17.7824,81.8491,Tropical,Winter,Fish,Grouper,59
India,Tamil Nadu,Anthonymouth,-3.1628,79.7979,Tropical,Winter,Fish,Catfish,68
Bangladesh,Barisal,Piercehaven,27.8616,79.4921,Tropical,Summer,Fish,Barramundi,91
India,Trat,South Teresa,-8.8026,83.7076,Tropical,Winter,Fish,Rohu,56
Vietnam,Chittagong,East Stephaniechester,-8.4609,83.6152,Subtropical,Summer,Prawn,Freshwater Prawn,40
India,Nakorn Si Thammarat,New Sarah,12.6992,62.9823,Subtropical,Summer,Prawn,Whiteleg Shrimp,55
India,Java,Lesliefurt,19.6539,96.9803,Subtropical,Summer,Fish,Pangasius,97
Thailand,Surat Thani,North Deborahberg,-8.2476,90.4815,Subtropical,Monsoon,Fish,Catfish,86
India,Soc Trang,South Kenneth,8.9892,97.4303,Subtropical,Summer,Fish,Grouper,63
Vietnam,Ca Mau,West Bryanchester,1.9142,72.4473,Subtropical,Monsoon,Fish,Tuna,73
Bangladesh,Khulna,East Keithfort,25.6518,74.4825,Tropical,Winter,Prawn,Banana Prawn,70
India,Mekong Delta,North Colemouth,4.4416,84.6308,Subtropical,Summer,Fish,Barramundi,66
India,Nakorn Si Thammarat,Connerchester,-5.7859,79.5946,Tropical,Monsoon,Fish,Pangasius,70
Thailand,Khulna,North Nathan,-1.7353,63.1488,Subtropical,Monsoon,Fish,Seabass,43
Thailand,Rajshahi,Youngberg,6.7041,92.9327,Subtropical,Winter,Fish,Catfish,49
Vietnam,Bali,Fordport,12.919,70.8575,Tropical,Monsoon,Prawn,Freshwater Prawn,88
Vietnam,Sumatra,Port Cynthiashire,13.0892,67.7538,Subtropical,Winter,Fish,Snapper,92
Bangladesh,Soc Trang,North Austin,21.5147,73.3077,Tropical,Monsoon,Fish,Pangasius,93
Bangladesh,Bali,Jerrymouth,26.789,91.5352,Tropical,Monsoon,Prawn,Tiger Prawn,52
Bangladesh,Sumatra,Maysberg,-6.5586,95.207,Tropical,Summer,Fish,Grouper,63
Thailand,Rajshahi,North Marvin,20.0127,64.3154,Tropical,Winter,Fish,Tuna,81
India,Bac Lieu,Lopezburgh,24.8298,69.1581,Subtropical,Summer,Crab,Snow Crab,76
Vietnam,Gujarat,Michelleshire,12.4022,62.7325,Subtropical,Winter,Fish,Tuna,63
Thailand,Java,Briantown,9.4497,79.5006,Tropical,Summer,Fish,Carp,90
Vietnam,Bali,Wilsonberg,23.8887,63.9875,Subtropical,Winter,Fish,Catfish,55
Vietnam,Andhra Pradesh,North Elizabeth,-5.0487,85.6986,Tropical,Monsoon,Crab,Dungeness Crab,86
Vietnam,Tamil Nadu,Barryborough,-3.7638,66.3916,Subtropical,Monsoon,Fish,Barramundi,79
Thailand,Khulna,Millerfort,11.2917,73.5326,Tropical,Summer,Fish,Snapper,59
Vietnam,Surat Thani,Oconnorhaven,-4.6516,97.1553,Tropical,Monsoon,Crab,Blue Swimmer Crab,87
Bangladesh,Bihar,Carlafort,-9.2373,86.3213,Tropical,Summer,Prawn,King Prawn,58
Thailand,Rajshahi,South Heidi,-5.9205,64.8833,Tropical,Winter,Fish,Cod,66
India,Trat,North Dakotahaven,5.2476,78.8,Subtropical,Summer,Fish,Carp,45
Thailand,Barisal,Port Amy,7.0839,85.1764,Tropical,Summer,Crab,Mud Crab,60
Thailand,Surat Thani,South Roberttown,-1.0776,82.8046,Tropical,Monsoon,Crab,Mud Crab,52
India,Rajshahi,Katherinetown,29.9848,85.4269,Tropical,Summer,Prawn,Banana Prawn,52
Indonesia,Bihar,Lake Jenniferbury,7.4862,69.068,Subtropical,Monsoon,Prawn,Banana Prawn,95
Thailand,Kerala,Port Wendy,-9.1027,88.9979,Subtropical,Summer,Fish,Snapper,43
Thailand,Rayong,North Teresaport,2.0754,91.7762,Subtropical,Winter,Fish,Catfish,85
Thailand,Ca Mau,Port Steven,7.2221,76.3119,Tropical,Summer,Fish,Seabass,88
Indonesia,Sumatra,Lake Matthewmouth,17.3159,73.8802,Tropical,Summer,Crab,Blue Swimmer Crab,81
India,Sumatra,Lake Juliamouth,12.6419,99.5815,Tropical,Winter,Prawn,Whiteleg Shrimp,61
Bangladesh,Can Tho,Brianaport,24.4613,68.8883,Tropical,Monsoon,Fish,Trout,62
Bangladesh,Bac Lieu,Port Jessestad,12.0035,75.9468,Subtropical,Monsoon,Fish,Grouper,89
Indonesia,Can Tho,Juliemouth,7.3832,81.5508,Tropical,Monsoon,Fish,Snapper,48
Thailand,Odisha,Port Todd,12.124,71.6043,Subtropical,Winter,Crab,Blue Swimmer Crab,95
Vietnam,Andhra Pradesh,Lake Charles,28.2879,67.8485,Tropical,Summer,Fish,Grouper,80
Bangladesh,Chonburi,South Christopherland,-0.217,82.0414,Subtropical,Winter,Fish,Milkfish,82
Indonesia,Bac Lieu,South Bruceburgh,25.7231,91.1441,Tropical,Winter,Prawn,Whiteleg Shrimp,76
India,Can Tho,Danielview,17.1662,99.0876,Tropical,Summer,Crab,King Crab,93
Indonesia,Rajshahi,New Rachelview,2.7812,86.103,Tropical,Winter,Fish,Trout,77
Vietnam,Kerala,Reynoldshaven,23.0324,85.4805,Subtropical,Summer,Fish,Carp,58
India,Soc Trang,West Jamesshire,6.0694,67.0242,Subtropical,Summer,Prawn,Black Tiger Shrimp,57
Bangladesh,Chittagong,Shannonhaven,-6.8932,84.2648,Tropical,Monsoon,Fish,Snapper,90
Vietnam,West Bengal,Tateshire,-3.9617,91.1365,Subtropical,Summer,Crab,Dungeness Crab,72
Thailand,Chonburi,Sandyberg,13.9468,76.0265,Subtropical,Summer,Fish,Cod,44
Thailand,Bali,South Gary,28.256,60.7324,Tropical,Summer,Prawn,Black Tiger Shrimp,83
India,Sylhet,Jordanburgh,-8.402,65.7267,Tropical,Summer,Fish,Milkfish,89
India,Soc Trang,South Michelleside,26.1868,83.2415,Subtropical,Monsoon,Fish,Tuna,92
India,Sylhet,Michaelbury,17.96,96.6362,Subtropical,Winter,Fish,Milkfish,64
Indonesia,Java,New Jamiefurt,7.7833,76.5302,Subtropical,Monsoon,Fish,Rohu,40
Vietnam,Nakorn Si Thammarat,West Michael,-6.5924,90.4216,Tropical,Monsoon,Crab,King Crab,66
Thailand,Bihar,East Hannahhaven,24.5183,92.2728,Subtropical,Monsoon,Crab,Blue Swimmer Crab,72
Indonesia,Sumatra,Franklinton,-0.2678,73.6926,Subtropical,Monsoon,Fish,Catfish,83
India,Tamil Nadu,Leachborough,-8.0236,78.4343,Subtropical,Summer,Prawn,Vannamei,61
Bangladesh,Bali,East Jeffrey,3.2013,89.1698,Tropical,Summer,Prawn,Tiger Prawn,59
Vietnam,Andhra Pradesh,Dustinport,1.4297,60.9801,Tropical,Monsoon,Crab,Snow Crab,95
Indonesia,Surat Thani,Madelinestad,9.0618,77.3971,Subtropical,Winter,Fish,Pangasius,90
Bangladesh,Surat Thani,North Amyville,7.2498,81.4319,Tropical,Winter,Prawn,Tiger Prawn,56
India,Odisha,Grantborough,25.118,96.5877,Subtropical,Winter,Crab,Soft Shell Crab,88
Thailand,Bac Lieu,West Sethbury,-8.3338,98.2921,Subtropical,Summer,Fish,Pangasius,73
Bangladesh,Bali,New Jerry,17.1989,68.268,Subtropical,Monsoon,Fish,Barramundi,99
Thailand,Khulna,Lake Christopherstad,1.9056,74.9574,Tropical,Summer,Fish,Carp,45
Bangladesh,Surat Thani,Gonzalezmouth,25.6214,80.6485,Subtropical,Summer,Fish,Milkfish,91
Vietnam,Kalimantan,South Angie,-2.1904,80.6545,Tropical,Summer,Prawn,Whiteleg Shrimp,64
India,Bali,Kingfurt,7.5376,94.0151,Tropical,Monsoon,Fish,Tilapia,91
India,Nakorn Si Thammarat,Jordanstad,15.2712,70.2236,Tropical,Monsoon,Crab,Dungeness Crab,51
Bangladesh,Khulna,North Robertfurt,27.2943,89.9799,Subtropical,Monsoon,Prawn,King Prawn,40
Thailand,Chonburi,Sloanmouth,25.73,83.3567,Subtropical,Monsoon,Prawn,Vannamei,67
India,Andhra Pradesh,Devinton,14.1564,95.8657,Subtropical,Winter,Fish,Barramundi,78
Bangladesh,Ca Mau,New Chad,-4.6367,85.9609,Subtropical,Winter,Fish,Carp,80
India,Tamil Nadu,Markmouth,-7.1601,64.7139,Subtropical,Winter,Crab,King Crab,83
India,Andhra Pradesh,North Rebecca,15.5189,66.4827,Subtropical,Monsoon,Fish,Rohu,80
Vietnam,Rayong,South Elizabeth,-5.5372,68.1161,Tropical,Monsoon,Fish,Barramundi,67
India,Kerala,Pamelahaven,8.5492,68.7122,Subtropical,Summer,Prawn,King Prawn,62
Bangladesh,Bali,West Bradley,-1.9889,84.3845,Tropical,Monsoon,Fish,Carp,48
Vietnam,Can Tho,Williamsbury,23.5357,94.3096,Tropical,Winter,Fish,Salmon,46
Indonesia,Ca Mau,West Erin,1.7861,98.6674,Tropical,Summer,Crab,King Crab,92
Indonesia,Surat Thani,East Mathew,14.677,85.7327,Tropical,Monsoon,Crab,Soft Shell Crab,99
Thailand,Chittagong,Lewisfurt,10.0109,72.7042,Tropical,Summer,Prawn,Black Tiger Shrimp,87
India,Kalimantan,Washingtonberg,9.1215,68.1173,Tropical,Summer,Fish,Salmon,59
India,Odisha,Nelsonside,15.004,68.5622,Tropical,Winter,Prawn,Banana Prawn,47
Bangladesh,Nakorn Si Thammarat,Christinaburgh,-2.1205,85.5705,Subtropical,Winter,Fish,Snapper,52
Vietnam,Sumatra,Lake Derrick,10.799,95.1359,Tropical,Monsoon,Fish,Grouper,46
India,Bac Lieu,Brittneyfort,-1.1062,79.4371,Tropical,Winter,Fish,Carp,44
Thailand,Barisal,Lake Roberto,27.0873,98.9283,Tropical,Monsoon,Fish,Seabass,83
Bangladesh,Rayong,Travisbury,-4.6932,84.0402,Tropical,Monsoon,Crab,King Crab,69
Thailand,Sumatra,East Ana,-0.3411,91.1541,Subtropical,Summer,Crab,Soft Shell Crab,85
Bangladesh,Kalimantan,Annmouth,29.2893,95.9834,Tropical,Monsoon,Prawn,Vannamei,86
Bangladesh,Bihar,Port Terrancestad,-4.528,84.1592,Tropical,Summer,Prawn,Banana Prawn,92
Vietnam,Barisal,North Victoria,6.375,85.3219,Subtropical,Summer,Fish,Catfish,63
India,Bali,West Kimberlystad,-2.7862,69.6593,Subtropical,Winter,Prawn,Black Tiger Shrimp,46
Vietnam,Trat,Charlesmouth,29.3183,97.0009,Tropical,Winter,Fish,Carp,78
Thailand,Barisal,Joshuaburgh,15.9623,66.0704,Subtropical,Monsoon,Fish,Tuna,53
Vietnam,Java,Lake Danielle,5.3485,74.4375,Subtropical,Monsoon,Prawn,Whiteleg Shrimp,50
Vietnam,Rayong,New Allisonside,20.8994,90.6662,Subtropical,Summer,Fish,Grouper,45
Thailand,Bihar,Michaelside,-6.2502,63.1068,Subtropical,Summer,Crab,Blue Swimmer Crab,71
India,Sylhet,Wesleyburgh,0.1587,65.8696,Subtropical,Summer,Crab,King Crab,84
Vietnam,Sulawesi,Garyville,0.1817,63.911,Subtropical,Monsoon,Prawn,King Prawn,57
Vietnam,Gujarat,Daniellechester,8.637,64.0657,Subtropical,Summer,Prawn,Freshwater Prawn,50
Indonesia,Odisha,Moralesfurt,-1.3418,92.0746,Tropical,Summer,Crab,Soft Shell Crab,64
Indonesia,Rajshahi,Port Adrian,5.5457,74.9253,Subtropical,Summer,Prawn,Black Tiger Shrimp,76
Indonesia,Rajshahi,Jimenezhaven,0.8371,82.0335,Subtropical,Winter,Crab,Snow Crab,78
Thailand,Bihar,Whiteton,-5.7083,82.4862,Tropical,Winter,Fish,Barramundi,59
India,Trat,Lake Douglas,6.7253,84.9912,Tropical,Summer,Fish,Seabass,53
India,Rajshahi,Lake Michaelchester,26.2706,62.611,Subtropical,Winter,Prawn,King Prawn,99
Vietnam,Andhra Pradesh,South Lisa,28.9343,80.412,Subtropical,Monsoon,Crab,Mud Crab,81
Thailand,Sulawesi,Lake Melissa,-3.9138,85.3459,Tropical,Summer,Fish,Cod,84
Indonesia,Odisha,Lake Geneport,11.4606,87.3632,Subtropical,Winter,Crab,Dungeness Crab,64
India,Bac Lieu,West Deborahton,-2.922,94.6311,Subtropical,Winter,Prawn,Banana Prawn,40
Indonesia,Gujarat,Port Brian,14.026,74.6557,Tropical,Summer,Fish,Milkfish,56
Thailand,Tamil Nadu,West Meganshire,11.4018,83.4961,Tropical,Summer,Fish,Cod,93
India,West Bengal,West Jennifer,1.7198,94.6787,Tropical,Winter,Fish,Milkfish,75
India,Kerala,Coreyton,-9.9144,90.0081,Tropical,Summer,Fish,Tuna,59
Thailand,Sulawesi,Port Diane,-0.5004,96.0991,Tropical,Winter,Crab,Soft Shell Crab,65
Bangladesh,Sulawesi,Davidmouth,6.8434,78.4453,Subtropical,Summer,Fish,Catfish,65
Indonesia,Chittagong,Port Peter,-4.5638,76.9223,Tropical,Winter,Prawn,Black Tiger Shrimp,40
Indonesia,Gujarat,New Angela,6.5137,75.924,Tropical,Summer,Crab,Dungeness Crab,88
Bangladesh,Nakorn Si Thammarat,Davidtown,29.6769,81.1494,Subtropical,Winter,Prawn,Black Tiger Shrimp,58
Vietnam,Rayong,West Joyce,1.6274,78.1203,Subtropical,Winter,Fish,Pangasius,90
Vietnam,Sumatra,Rickyville,15.696,64.0881,Tropical,Monsoon,Fish,Grouper,60
India,Bac Lieu,Port Lisa,18.2551,65.0388,Tropical,Summer,Crab,Dungeness Crab,41
Vietnam,Sulawesi,Erinside,12.7295,78.9439,Tropical,Monsoon,Crab,King Crab,93
Indonesia,Soc Trang,West Brian,-0.7501,68.0317,Tropical,Summer,Fish,Salmon,46
India,Ca Mau,West Karashire,15.3547,90.4229,Subtropical,Monsoon,Prawn,King Prawn,46
Bangladesh,Bihar,Williamview,3.3853,76.0857,Tropical,Winter,Fish,Rohu,50
India,Odisha,North Bethstad,9.8338,91.2856,Subtropical,Monsoon,Prawn,Black Tiger Shrimp,76
Bangladesh,Soc Trang,Daniellefurt,27.5566,76.1376,Subtropical,Winter,Fish,Cod,73
India,Java,Jacobstown,2.8832,65.1048,Tropical,Summer,Fish,Milkfish,89
Indonesia,Surat Thani,East Kyle,25.146,62.2167,Subtropical,Summer,Crab,Soft Shell Crab,43
Bangladesh,Gujarat,Greenbury,-4.6142,85.7791,Subtropical,Summer,Fish,Salmon,50
India,Bali,Kennethside,1.6582,87.7242,Tropical,Summer,Fish,Grouper,92
Vietnam,Sumatra,West Elizabethfurt,-6.9387,75.2754,Subtropical,Summer,Fish,Milkfish,58
Vietnam,Surat Thani,Keithland,23.7636,63.7234,Tropical,Summer,Fish,Cod,58
India,Mekong Delta,New Staceyfort,26.3585,93.3547,Subtropical,Summer,Fish,Tuna,44
India,Ca Mau,East Gabriel,10.5436,73.386,Subtropical,Winter,Fish,Cod,52
Thailand,Gujarat,Port Amy,21.531,83.9922,Subtropical,Winter,Fish,Cod,58
Vietnam,Khulna,Whiteport,5.5269,77.6471,Tropical,Winter,Prawn,Banana Prawn,63
Bangladesh,Chittagong,Angelicaland,0.4046,92.7,Subtropical,Summer,Fish,Catfish,92
India,Trat,Harrisonberg,9.4083,99.1812,Subtropical,Monsoon,Fish,Salmon,66
Indonesia,Bali,Derekton,1.8483,94.8613,Subtropical,Summer,Fish,Tilapia,42
Bangladesh,Java,Samanthaborough,-0.5121,61.7341,Subtropical,Winter,Crab,King Crab,72
Indonesia,Barisal,Lake Martinborough,-8.822,81.165,Subtropical,Winter,Crab,Blue Swimmer Crab,63
Bangladesh,Trat,West Grant,21.4089,83.9676,Tropical,Summer,Fish,Tuna,87
Thailand,Can Tho,Lozanoton,23.1227,94.6813,Tropical,Monsoon,Fish,Pangasius,74
Bangladesh,Trat,Cabreraville,19.0429,95.0244,Tropical,Winter,Fish,Carp,87
Vietnam,Odisha,West Josephfurt,14.8471,95.474,Tropical,Winter,Crab,Soft Shell Crab,44
Thailand,Chittagong,North Joanna,15.5452,99.6609,Tropical,Winter,Crab,Mud Crab,90
Indonesia,Ca Mau,Larrychester,13.4904,69.882,Subtropical,Winter,Fish,Rohu,85
Indonesia,Kalimantan,East Eric,22.6137,98.507,Tropical,Monsoon,Fish,Carp,69
Indonesia,Khulna,New Jennifer,25.8557,67.0191,Subtropical,Monsoon,Prawn,King Prawn,76
India,Rajshahi,Reyesmouth,27.1438,67.2359,Tropical,Monsoon,Crab,Dungeness Crab,81
Thailand,Rayong,Garychester,14.3362,79.8199,Subtropical,Summer,Fish,Barramundi,58
India,Java,Arnoldshire,26.641,97.3971,Subtropical,Winter,Fish,Tuna,41
India,Nakorn Si Thammarat,Lake Zachary,-0.1546,85.4505,Subtropical,Winter,Fish,Rohu,72
Thailand,Bali,Coopermouth,-9.1025,91.4817,Tropical,Winter,Crab,Mud Crab,69
Bangladesh,Andhra Pradesh,West Norman,15.5886,65.7416,Tropical,Summer,Fish,Barramundi,60
Thailand,Bihar,Cathyshire,7.425,81.3173,Subtropical,Monsoon,Crab,Snow Crab,95
Vietnam,Soc Trang,West Amanda,8.0978,82.5618,Tropical,Summer,Prawn,Tiger Prawn,97
Indonesia,Khulna,Brandonport,3.1534,72.8235,Subtropical,Summer,Fish,Rohu,63
Indonesia,West Bengal,Carterfurt,-3.5162,91.183,Tropical,Monsoon,Prawn,Freshwater Prawn,86
India,Sumatra,East Sydneyport,18.5065,72.689,Tropical,Winter,Fish,Catfish,57
Bangladesh,West Bengal,North William,17.4398,62.4025,Subtropical,Winter,Fish,Snapper,47
Indonesia,Odisha,Port Stacy,-0.7948,64.8242,Tropical,Summer,Crab,Dungeness Crab,40
Indonesia,Khulna,Josefort,9.1499,68.936,Subtropical,Winter,Fish,Catfish,94
Thailand,West Bengal,Sarahberg,-9.866,84.4217,Tropical,Summer,Fish,Grouper,89
Indonesia,Bali,East Meganfurt,-8.4613,63.121,Tropical,Winter,Fish,Pangasius,56
Thailand,Kalimantan,Tammytown,-9.8537,82.5293,Tropical,Monsoon,Fish,Seabass,55
Vietnam,Kerala,Port Joshuafort,-9.3504,80.7655,Tropical,Monsoon,Prawn,Whiteleg Shrimp,84
Thailand,Kalimantan,Port Patriciafurt,25.9371,67.1573,Tropical,Monsoon,Fish,Catfish,74
Bangladesh,Soc Trang,East Lisaview,3.2142,64.0607,Subtropical,Summer,Fish,Salmon,48
Indonesia,Kalimantan,Melissaport,-4.2212,67.0693,Tropical,Winter,Prawn,Freshwater Prawn,81
Indonesia,Barisal,Coxmouth,-9.2965,72.2979,Tropical,Monsoon,Fish,Tilapia,51
Indonesia,Bac Lieu,South Patricia,10.7741,61.018,Subtropical,Winter,Fish,Milkfish,89
Thailand,Kerala,New Jacob,-7.0382,76.3791,Tropical,Summer,Fish,Trout,71
India,Odisha,Wrightfort,5.7148,81.7732,Subtropical,Monsoon,Fish,Snapper,53
Thailand,Nakorn Si Thammarat,New Tracyside,14.3268,75.1816,Tropical,Monsoon,Fish,Tilapia,85
Bangladesh,West Bengal,Ashleymouth,15.6472,92.1214,Subtropical,Summer,Fish,Seabass,93
