Species,Age_Days,Water_Temp,DO,Feed_Type,Protein,Feed_Quantity
Rohu,111,31.0,4.9,Sinking,40,34.67
Pangasius,27,26.6,4.0,Floating,29,25.12
Grouper,124,29.0,5.4,Floating,43,30.99
Carp,117,27.4,5.0,Pellet,31,42.33
Tilapia,70,24.5,6.5,Sinking,28,13.57
Dungeness Crab,33,24.5,6.3,Pellet,35,22.25
Rohu,14,27.9,6.3,Floating,32,35.52
Tilapia,133,25.2,7.2,Pellet,32,40.87
Whiteleg Shrimp,111,25.2,5.5,Floating,34,3.27
Barramundi,129,21.3,5.3,Pellet,37,49.8
King Prawn,100,31.6,6.0,Floating,39,47.34
Trout,120,20.6,5.6,Sinking,40,29.6
Milkfish,93,26.6,5.4,Sinking,35,33.75
Black Tiger Shrimp,25,20.5,7.5,Pellet,42,32.03
Snapper,68,25.7,7.1,Pellet,45,43.48
King Prawn,45,31.7,4.3,Sinking,39,9.68
Whiteleg Shrimp,53,24.2,7.4,Sinking,41,23.79
Cod,47,22.8,6.7,Floating,33,3.6
Barramundi,129,28.8,6.8,Pellet,45,48.5
Tuna,93,31.4,6.9,Sinking,44,14.19
Snow Crab,102,26.0,6.1,Sinking,32,42.41
Freshwater Prawn,104,23.3,6.2,Sinking,29,38.09
Grouper,43,27.7,6.7,Pellet,40,48.26
Trout,36,25.9,5.8,Pellet,33,5.47
Freshwater Prawn,66,22.4,5.4,Pellet,45,1.7
Vannamei,52,20.0,4.2,Floating,33,2.84
Tiger Prawn,98,24.5,6.9,Pellet,45,25.52
Tuna,89,21.4,7.0,Sinking,43,10.3
Carp,96,28.0,6.8,Pellet,38,14.48
Freshwater Prawn,49,31.2,5.5,Floating,38,25.45
Whiteleg Shrimp,85,21.6,7.9,Pellet,43,20.22
Black Tiger Shrimp,138,30.7,5.4,Sinking,31,4.81
Freshwater Prawn,98,26.9,7.2,Sinking,38,10.94
Dungeness Crab,64,28.9,6.2,Pellet,32,24.54
Whiteleg Shrimp,123,27.6,6.4,Sinking,45,23.94
Snapper,137,26.3,8.0,Pellet,37,2.44
Rohu,136,21.9,6.4,Pellet,36,31.21
Pangasius,32,22.3,5.9,Pellet,33,11.9
Trout,117,28.8,4.9,Pellet,28,18.32
Carp,29,28.4,6.6,Sinking,41,10.56
Cod,119,26.2,6.9,Sinking,39,19.43
Grouper,145,21.4,6.5,Sinking,29,42.06
Catfish,133,21.9,4.6,Sinking,29,19.62
Trout,130,26.5,7.1,Floating,34,9.71
Salmon,116,27.3,7.4,Floating,43,36.22
Salmon,30,28.3,7.7,Sinking,29,37.51
Banana Prawn,21,31.3,5.1,Pellet,40,44.11
Salmon,127,25.1,7.2,Floating,35,36.12
Soft Shell Crab,14,25.7,6.2,Floating,31,41.16
Banana Prawn,144,23.8,5.8,Sinking,41,15.54
Tuna,98,30.8,4.0,Sinking,44,20.25
King Crab,134,30.8,5.0,Pellet,39,21.46
Tiger Prawn,130,31.8,4.1,Floating,37,39.58
Trout,13,26.7,7.1,Sinking,30,46.63
Black Tiger Shrimp,147,21.4,4.1,Sinking,28,4.23
Salmon,63,23.2,7.8,Pellet,36,44.49
Black Tiger Shrimp,91,31.9,7.1,Sinking,37,10.27
Trout,142,21.6,4.5,Floating,40,4.18
Snapper,57,22.7,6.1,Pellet,32,40.32
Black Tiger Shrimp,43,28.5,6.7,Pellet,31,28.96
Tiger Prawn,53,24.5,7.8,Floating,41,43.24
Mud Crab,113,26.6,5.3,Sinking,36,35.43
Black Tiger Shrimp,98,29.5,6.8,Pellet,37,15.45
Salmon,135,30.0,5.5,Floating,31,10.88
Soft Shell Crab,48,26.5,7.0,Floating,35,23.26
Vannamei,134,26.8,4.4,Sinking,30,4.47
Barramundi,95,28.3,7.0,Pellet,31,30.73
King Prawn,79,28.8,6.5,Sinking,35,33.08
Carp,78,30.3,7.9,Pellet,41,39.23
Mud Crab,94,27.7,4.4,Floating,30,46.91
Trout,121,24.1,6.3,Pellet,40,33.59
Pangasius,61,30.2,5.7,Floating,39,3.51
Salmon,138,20.4,4.5,Pellet,43,48.26
Rohu,50,29.8,6.9,Floating,40,24.47
Snow Crab,140,28.5,6.3,Floating,42,25.34
Whiteleg Shrimp,104,26.1,7.1,Pellet,37,22.15
Snapper,30,28.4,4.1,Pellet,33,8.13
Banana Prawn,63,23.4,6.5,Floating,30,19.94
Rohu,56,23.2,6.3,Pellet,30,41.66
Tiger Prawn,114,22.2,5.9,Floating,28,15.39
Cod,138,27.0,5.7,Pellet,41,27.32
Catfish,100,31.6,4.5,Sinking,42,16.22
Seabass,98,26.4,4.8,Pellet,34,3.07
Blue Swimmer Crab,16,29.2,6.1,Pellet,43,35.6
Vannamei,117,25.0,7.8,Floating,35,3.98
Tiger Prawn,23,24.3,5.8,Floating,29,35.71
Barramundi,123,24.3,6.7,Floating,34,18.71
Tuna,144,24.5,5.9,Sinking,33,22.52
Snapper,91,22.6,4.0,Pellet,35,28.0
King Crab,102,26.9,4.3,Sinking,37,11.75
Snow Crab,34,24.8,5.3,Pellet,37,26.43
Snow Crab,96,25.0,5.3,Pellet,29,27.07
Freshwater Prawn,33,20.3,7.9,Floating,34,49.07
Rohu,100,26.5,4.9,Pellet,38,27.3
Carp,12,23.9,5.3,Floating,30,37.27
King Crab,107,28.2,7.3,Floating,32,35.88
Grouper,36,31.9,7.6,Sinking,29,2.22
Trout,83,25.4,5.5,Floating,34,29.75
Soft Shell Crab,57,27.0,5.5,Pellet,41,29.09
Catfish,115,29.8,4.8,Sinking,30,36.61
Barramundi,128,31.1,5.8,Floating,31,49.58
Freshwater Prawn,144,20.8,4.9,Pellet,42,27.83
King Crab,79,24.7,6.1,Sinking,45,21.04
Seabass,21,28.9,4.1,Pellet,33,37.1
Rohu,98,26.7,6.1,Sinking,43,37.53
Vannamei,17,28.0,5.9,Sinking,42,43.71
King Prawn,12,28.7,4.5,Sinking,36,43.69
Milkfish,100,26.2,5.4,Sinking,28,14.03
Whiteleg Shrimp,95,23.0,5.9,Floating,36,17.17
Tuna,59,25.5,5.7,Floating,45,31.85
Whiteleg Shrimp,23,31.8,7.5,Floating,39,16.07
Salmon,136,20.0,6.5,Sinking,28,13.99
King Crab,48,28.6,6.1,Sinking,34,15.54
Grouper,112,29.1,8.0,Sinking,30,44.43
Tilapia,134,22.7,5.2,Floating,28,32.77
King Prawn,120,30.1,7.2,Floating,29,18.05
Snapper,150,28.5,7.2,Pellet,41,24.92
Catfish,52,28.7,6.1,Pellet,40,44.47
Rohu,110,25.4,5.3,Sinking,30,23.39
Rohu,89,22.1,6.4,Sinking,39,23.75
Soft Shell Crab,86,24.5,7.4,Sinking,40,29.1
Tiger Prawn,58,20.6,4.4,Pellet,39,22.42
Grouper,34,26.8,4.7,Pellet,43,32.37
Salmon,68,27.8,7.8,Sinking,28,3.2
Catfish,117,25.7,4.4,Pellet,34,28.69
Soft Shell Crab,145,22.1,5.4,Floating,32,7.17
Cod,62,31.6,7.2,Pellet,30,8.25
Seabass,22,27.1,5.0,Pellet,28,49.07
Seabass,53,30.2,7.7,Pellet,29,40.86
Dungeness Crab,103,26.1,7.2,Sinking,44,41.47
Soft Shell Crab,38,21.2,4.8,Pellet,31,26.44
Salmon,126,20.5,6.2,Floating,37,30.64
Tuna,148,21.0,7.1,Sinking,43,32.54
Soft Shell Crab,51,31.6,4.6,Floating,35,19.62
Black Tiger Shrimp,91,20.3,6.3,Pellet,41,2.54
Black Tiger Shrimp,39,23.0,5.9,Floating,34,41.93
Vannamei,56,26.5,4.9,Sinking,33,34.34
Cod,68,25.3,5.9,Floating,44,49.85
Blue Swimmer Crab,98,23.7,7.7,Pellet,32,19.19
Blue Swimmer Crab,37,28.6,7.0,Pellet,33,14.61
King Crab,15,23.6,4.9,Floating,33,44.62
Freshwater Prawn,139,27.9,7.7,Pellet,35,19.08
Soft Shell Crab,79,31.7,4.5,Sinking,34,39.3
Tilapia,113,20.3,7.9,Pellet,34,18.13
Trout,29,29.1,5.6,Sinking,45,25.99
Freshwater Prawn,55,30.0,7.5,Pellet,36,2.3
Cod,116,23.2,4.2,Pellet,43,27.88
Grouper,98,31.6,7.6,Sinking,41,28.71
Banana Prawn,133,30.9,7.2,Pellet,38,36.54
Freshwater Prawn,96,31.6,7.7,Sinking,28,33.78
Freshwater Prawn,116,31.5,4.3,Sinking,37,38.03
Milkfish,39,20.8,6.8,Sinking,33,42.58
Cod,26,29.7,7.6,Floating,33,33.6
Tilapia,120,20.4,7.8,Sinking,32,19.32
Salmon,102,21.9,6.4,Sinking,42,44.69
Soft Shell Crab,61,22.8,7.3,Sinking,45,38.23
Black Tiger Shrimp,40,29.6,7.4,Sinking,33,24.83
Tiger Prawn,85,24.6,7.8,Floating,43,1.56
Salmon,39,28.8,5.5,Floating,38,10.57
Banana Prawn,104,30.5,6.1,Sinking,30,46.86
Cod,18,22.6,4.4,Floating,40,44.98
Rohu,45,22.2,4.2,Pellet,36,35.89
Banana Prawn,35,30.8,4.6,Pellet,43,40.23
Dungeness Crab,124,20.3,5.3,Floating,32,45.28
Whiteleg Shrimp,73,24.2,4.9,Sinking,45,23.54
Tilapia,35,21.6,6.5,Pellet,40,27.14
Barramundi,66,21.4,4.3,Sinking,39,42.68
Soft Shell Crab,25,28.9,4.0,Floating,39,43.53
Freshwater Prawn,87,23.9,7.5,Sinking,42,30.02
Catfish,16,26.6,6.7,Floating,43,48.97
Seabass,133,23.7,7.0,Pellet,43,23.3
Tuna,130,30.9,4.9,Pellet,40,39.84
Seabass,148,26.2,4.4,Floating,33,38.51
Whiteleg Shrimp,68,22.3,4.6,Sinking,29,44.97
Barramundi,124,26.8,7.4,Sinking,32,39.24
Blue Swimmer Crab,95,24.7,6.5,Floating,32,33.38
Catfish,124,26.6,4.4,Sinking,31,27.29
Trout,27,23.8,5.5,Sinking,44,21.03
Black Tiger Shrimp,51,23.8,6.0,Sinking,32,13.1
Black Tiger Shrimp,55,24.9,7.8,Pellet,33,35.37
Snow Crab,137,21.2,8.0,Floating,30,26.79
Mud Crab,123,20.8,6.5,Pellet,37,13.78
Trout,40,29.1,6.9,Sinking,35,24.72
Tuna,132,31.8,4.9,Sinking,33,18.66
Snapper,39,20.2,7.1,Sinking,32,34.51
Cod,102,25.0,7.4,Floating,30,28.02
Barramundi,126,30.2,6.7,Pellet,32,18.62
Catfish,15,28.3,7.8,Pellet,40,49.91
Catfish,51,27.8,5.9,Sinking,37,28.35
Tiger Prawn,96,30.7,6.7,Pellet,45,1.92
Vannamei,36,24.4,4.3,Sinking,40,24.13
Salmon,45,29.2,6.7,Pellet,31,38.5
Freshwater Prawn,61,27.1,5.1,Floating,38,47.69
Snow Crab,45,30.2,4.6,Sinking,35,39.71
Tiger Prawn,103,25.9,6.1,Pellet,38,48.63
Snapper,146,23.0,5.4,Pellet,44,10.93
Mud Crab,69,22.7,6.6,Sinking,45,6.6
Mud Crab,72,23.8,5.4,Floating,28,48.74
Whiteleg Shrimp,114,27.6,6.7,Sinking,40,7.19
Tilapia,38,24.7,4.6,Floating,37,18.98
King Crab,13,21.5,5.9,Floating,42,6.45
Barramundi,98,30.8,4.8,Sinking,44,6.92
Vannamei,70,29.7,5.9,Sinking,43,30.58
Barramundi,147,30.5,7.5,Sinking,30,2.3
Snapper,49,26.7,5.8,Floating,44,14.05
King Prawn,48,24.6,4.7,Sinking,40,32.36
Black Tiger Shrimp,120,24.4,7.3,Pellet,37,37.91
Cod,123,25.8,4.3,Sinking,34,33.29
Grouper,72,26.6,4.0,Sinking,29,26.95
Pangasius,108,20.7,6.8,Floating,44,21.44
Snapper,18,29.7,4.2,Pellet,43,2.92
King Crab,40,28.4,7.0,Pellet,37,22.02
Tilapia,102,23.0,8.0,Floating,32,10.38
Carp,111,25.7,7.9,Sinking,36,30.98
Whiteleg Shrimp,68,29.9,5.4,Sinking,34,12.95
Pangasius,20,21.7,7.0,Sinking,32,24.89
Salmon,38,28.3,5.9,Pellet,44,24.98
Whiteleg Shrimp,82,29.3,4.1,Sinking,44,48.92
Seabass,30,25.7,7.1,Pellet,31,31.44
Dungeness Crab,108,28.1,4.1,Sinking,29,5.19
Freshwater Prawn,103,30.0,4.3,Sinking,36,38.94
Snapper,93,28.9,6.0,Floating,32,29.51
Cod,89,29.5,7.9,Pellet,28,17.84
King Prawn,55,27.8,5.4,Floating,35,35.94
King Crab,106,21.1,4.2,Sinking,43,43.22
Grouper,143,22.0,4.7,Floating,43,16.93
Snapper,101,22.0,6.2,Sinking,37,39.53
Snapper,119,22.0,7.7,Pellet,32,42.72
Freshwater Prawn,46,22.0,7.1,Floating,41,16.32
Mud Crab,42,20.6,4.6,Pellet,34,17.01
Vannamei,148,25.6,4.7,Floating,31,37.15
Whiteleg Shrimp,68,30.9,5.1,Sinking,29,28.52
Tiger Prawn,63,26.9,6.5,Floating,32,8.36
Whiteleg Shrimp,141,31.9,4.5,Sinking,31,30.73
Snapper,142,31.6,7.3,Pellet,39,14.39
Rohu,113,25.8,7.3,Pellet,31,46.18
Dungeness Crab,61,30.6,4.5,Pellet,29,46.01
Whiteleg Shrimp,100,26.2,5.9,Sinking,43,18.9
King Prawn,94,28.8,7.6,Floating,40,36.15
King Crab,128,25.0,5.3,Pellet,32,42.12
Grouper,17,26.2,5.6,Floating,36,7.13
Barramundi,136,24.4,5.7,Sinking,29,8.59
Carp,82,29.7,5.5,Pellet,43,2.84
Blue Swimmer Crab,139,31.5,7.7,Floating,44,48.3
Barramundi,26,30.3,5.6,Pellet,28,48.3
King Prawn,31,20.6,6.6,Pellet,32,34.43
Mud Crab,120,26.5,5.0,Pellet,38,34.3
Seabass,149,23.4,6.7,Floating,31,28.17
Freshwater Prawn,120,30.4,7.1,Sinking,31,18.41
Rohu,101,25.8,4.1,Pellet,35,41.99
Soft Shell Crab,24,26.7,4.2,Floating,29,29.76
Mud Crab,132,24.7,6.4,Sinking,45,24.83
Milkfish,34,25.5,6.5,Pellet,34,3.62
Grouper,138,31.5,6.6,Floating,36,35.95
Whiteleg Shrimp,46,31.4,7.5,Floating,40,19.33
Tuna,15,20.6,6.3,Pellet,36,20.96
Rohu,87,27.9,5.4,Pellet,41,30.24
Barramundi,112,30.1,5.6,Sinking,31,9.42
Salmon,58,29.9,7.5,Pellet,30,16.59
Pangasius,126,23.1,5.7,Floating,38,39.93
Snow Crab,106,25.2,5.3,Sinking,43,43.4
Banana Prawn,79,29.5,7.3,Pellet,41,12.56
Tilapia,10,29.8,7.9,Floating,45,4.33
Salmon,29,29.3,6.9,Floating,28,4.14
King Prawn,31,29.7,4.8,Pellet,28,25.46
Seabass,83,30.3,4.2,Sinking,37,8.24
Soft Shell Crab,145,27.6,5.4,Sinking,41,11.73
King Crab,125,28.1,6.8,Sinking,31,14.74
Banana Prawn,146,22.9,6.9,Pellet,28,15.56
Freshwater Prawn,141,26.5,6.5,Floating,44,26.16
Mud Crab,68,21.9,6.2,Pellet,44,35.26
Cod,148,30.1,4.1,Floating,43,18.19
Freshwater Prawn,125,20.7,5.9,Pellet,32,40.38
Salmon,29,27.8,6.9,Floating,45,11.69
Salmon,12,29.2,6.1,Pellet,36,23.38
Vannamei,79,30.6,6.4,Pellet,35,10.82
Tuna,74,31.5,5.2,Sinking,42,9.27
Pangasius,125,20.7,4.8,Pellet,45,43.53
Cod,135,23.4,6.9,Floating,45,9.41
Dungeness Crab,37,28.8,4.5,Floating,44,8.56
Rohu,107,24.8,5.0,Sinking,43,34.9
Snapper,34,31.7,4.2,Sinking,44,45.31
Snow Crab,150,28.5,4.1,Sinking,33,9.08
Pangasius,125,26.0,5.0,Pellet,32,35.6
Whiteleg Shrimp,108,23.6,7.1,Sinking,43,4.13
Seabass,110,29.3,7.0,Floating,36,16.08
Seabass,77,23.5,7.1,Floating,32,23.81
Freshwater Prawn,29,31.5,6.9,Pellet,41,21.04
Snapper,111,27.0,6.2,Sinking,44,21.44
King Prawn,137,30.0,4.2,Sinking,29,19.95
Vannamei,87,25.4,4.0,Sinking,29,32.59
Tilapia,57,28.7,7.9,Pellet,39,41.41
Vannamei,88,22.1,4.1,Pellet,35,36.64
Freshwater Prawn,112,30.5,4.4,Pellet,40,44.54
Grouper,75,24.4,7.2,Pellet,29,8.01
Salmon,96,29.3,6.3,Floating,34,41.31
King Crab,71,21.5,6.8,Pellet,28,13.16
Carp,51,26.4,4.7,Floating,31,31.41
King Crab,53,29.5,6.8,Floating,44,1.85
Snow Crab,146,22.3,6.4,Floating,28,14.03
Grouper,52,29.8,6.1,Sinking,34,11.57
Mud Crab,59,31.1,7.1,Pellet,38,16.53
Snow Crab,34,31.0,5.7,Floating,44,7.04
Soft Shell Crab,24,20.6,5.4,Floating,45,23.06
Mud Crab,93,23.8,4.8,Pellet,30,30.35
Rohu,102,20.5,5.8,Pellet,41,11.36
Tilapia,12,25.6,4.3,Floating,43,46.54
Grouper,131,29.3,6.4,Sinking,40,16.37
King Crab,144,22.6,8.0,Pellet,38,19.67
Soft Shell Crab,21,25.7,6.4,Pellet,29,11.07
Dungeness Crab,145,24.3,4.0,Pellet,32,18.51
Catfish,149,27.1,6.1,Pellet,43,21.23
Banana Prawn,15,29.4,7.5,Floating,38,8.78
Carp,115,24.4,7.0,Floating,29,1.72
Seabass,142,29.5,4.6,Floating,38,39.3
Trout,88,28.1,5.4,Floating,29,24.0
Cod,93,27.1,7.4,Pellet,35,18.22
Tiger Prawn,60,26.6,4.1,Pellet,36,38.82
Milkfish,30,24.2,4.2,Floating,37,36.54
Salmon,126,30.4,6.9,Floating,37,13.82
Salmon,80,23.0,4.4,Floating,44,27.02
Cod,145,28.5,5.6,Pellet,31,49.57
King Prawn,36,23.2,6.8,Sinking,30,10.07
Grouper,140,20.8,4.4,Sinking,35,15.65
Tuna,20,21.3,6.9,Sinking,38,6.92
Milkfish,77,25.3,6.9,Floating,31,18.44
King Crab,40,27.1,5.2,Sinking,40,40.19
Rohu,126,20.6,4.1,Pellet,41,39.12
King Crab,82,21.3,7.8,Floating,41,45.46
King Prawn,17,25.9,4.5,Floating,31,46.39
King Crab,54,28.6,5.3,Floating,38,43.87
Milkfish,74,22.1,6.9,Floating,29,34.1
Blue Swimmer Crab,127,26.7,6.8,Pellet,42,46.04
Snow Crab,34,28.4,7.2,Sinking,31,35.52
Tilapia,141,20.3,7.7,Sinking,43,45.54
Blue Swimmer Crab,108,25.9,8.0,Sinking,34,30.26
King Prawn,117,30.7,7.0,Sinking,44,28.07
Tiger Prawn,82,20.0,7.7,Floating,45,47.93
Pangasius,122,20.5,5.9,Pellet,45,12.16
Blue Swimmer Crab,31,25.5,6.8,Floating,35,29.01
Seabass,130,25.8,6.6,Sinking,39,30.36
King Crab,69,24.7,6.9,Floating,38,32.1
King Prawn,17,22.0,4.3,Sinking,28,26.11
Vannamei,44,29.1,4.2,Pellet,29,12.0
Whiteleg Shrimp,130,24.8,4.1,Floating,44,2.96
Snow Crab,66,29.3,7.1,Floating,30,6.35
Grouper,62,23.9,6.8,Pellet,45,36.43
Barramundi,68,31.9,7.4,Sinking,33,41.16
Barramundi,146,27.3,4.7,Sinking,45,18.62
Blue Swimmer Crab,19,26.9,7.4,Pellet,44,13.81
Blue Swimmer Crab,47,24.8,5.3,Floating,44,37.13
Tilapia,146,20.3,6.3,Sinking,32,34.32
Barramundi,79,27.4,7.8,Pellet,41,16.66
Cod,111,25.8,5.4,Pellet,30,9.6
Pangasius,145,26.4,4.7,Floating,31,21.12
Trout,108,21.4,4.7,Floating,28,7.5
Mud Crab,14,24.1,5.1,Pellet,32,3.41
Catfish,98,22.9,5.2,Pellet,31,10.6
Rohu,79,25.7,6.9,Sinking,30,16.72
Snapper,13,26.1,6.3,Sinking,42,26.93
Black Tiger Shrimp,132,30.5,5.8,Floating,31,22.13
Cod,106,26.2,4.7,Sinking,43,7.09
Catfish,28,26.5,6.2,Floating,40,26.64
Tilapia,74,24.9,4.4,Pellet,31,9.57
Snow Crab,35,28.6,5.1,Floating,31,1.63
Snapper,52,26.6,5.4,Floating,28,3.39
Carp,64,27.5,6.4,Pellet,29,23.69
Catfish,42,22.8,4.1,Sinking,45,30.88
King Prawn,100,28.4,6.1,Pellet,28,47.87
Salmon,104,22.4,6.0,Floating,30,7.32
Rohu,87,26.7,7.2,Pellet,37,14.42
King Crab,74,22.9,5.7,Pellet,31,15.03
Rohu,113,31.1,7.1,Sinking,28,4.37
King Crab,126,27.4,4.8,Pellet,36,36.54
Banana Prawn,66,25.9,6.4,Sinking,39,19.8
Milkfish,38,28.5,7.1,Sinking,35,33.05
Soft Shell Crab,102,24.9,4.7,Floating,39,16.87
Pangasius,74,21.5,4.2,Pellet,37,41.48
Snapper,86,30.8,4.5,Pellet,41,43.78
Freshwater Prawn,56,20.9,7.7,Pellet,36,48.74
Soft Shell Crab,86,24.4,6.2,Floating,30,46.87
Mud Crab,108,30.2,5.3,Floating,43,24.8
Tuna,88,31.4,5.3,Sinking,33,14.1
Grouper,74,24.5,6.4,Floating,36,49.8
Freshwater Prawn,30,27.8,6.2,Sinking,44,12.24
King Crab,89,26.9,4.6,Sinking,30,11.37
Vannamei,149,30.8,5.1,Floating,41,3.76
Salmon,73,21.5,4.2,Sinking,36,2.57
King Prawn,29,22.1,7.7,Floating,34,28.4
Carp,54,27.2,7.3,Floating,29,24.42
Catfish,12,24.4,6.5,Pellet,44,47.56
King Prawn,83,23.1,7.0,Floating,35,6.51
Carp,43,24.9,4.3,Sinking,36,39.46
Whiteleg Shrimp,119,27.4,5.9,Floating,38,31.4
Vannamei,20,25.2,4.8,Floating,35,21.45
Salmon,11,26.3,7.9,Pellet,37,40.17
Salmon,76,31.0,5.5,Pellet,33,38.11
Seabass,33,29.0,4.9,Sinking,35,35.86
Milkfish,129,29.2,6.8,Pellet,45,48.98
Dungeness Crab,86,25.0,4.3,Sinking,41,3.99
King Crab,121,22.6,6.4,Pellet,38,7.87
Dungeness Crab,37,23.7,6.7,Floating,38,35.41
Barramundi,49,25.9,6.9,Floating,36,12.18
Cod,103,23.7,5.1,Pellet,39,10.85
Black Tiger Shrimp,98,27.3,6.9,Sinking,32,10.6
Freshwater Prawn,85,20.9,5.4,Floating,43,14.59
Freshwater Prawn,137,27.7,4.6,Floating,30,14.02
Dungeness Crab,70,25.9,5.0,Floating,30,40.41
Blue Swimmer Crab,32,22.9,4.8,Floating,45,28.37
Soft Shell Crab,43,28.3,4.9,Floating,36,6.03
Tilapia,36,20.4,5.0,Floating,36,44.73
Grouper,85,28.0,6.6,Floating,45,4.26
Whiteleg Shrimp,76,25.7,6.8,Sinking,45,14.53
Banana Prawn,61,20.8,6.9,Sinking,35,40.13
Carp,140,20.6,5.4,Pellet,32,33.78
Rohu,14,20.4,4.9,Pellet,37,16.6
Tilapia,44,27.3,4.8,Sinking,37,35.32
Tiger Prawn,76,29.7,7.8,Sinking,29,33.73
Vannamei,23,23.5,5.1,Pellet,44,40.87
Barramundi,141,31.9,4.3,Pellet,31,22.9
Barramundi,31,20.0,4.6,Floating,32,42.3
Black Tiger Shrimp,41,27.7,5.1,Pellet,43,29.33
Dungeness Crab,71,26.3,4.2,Floating,31,31.02
Trout,146,20.2,4.8,Sinking,35,20.89
Blue Swimmer Crab,18,25.2,5.3,Sinking,39,41.33
Trout,41,23.3,4.2,Pellet,28,44.88
Snapper,135,22.2,6.0,Sinking,44,24.37
Tuna,69,23.1,5.1,Pellet,31,17.8
Blue Swimmer Crab,88,28.5,8.0,Sinking,41,8.94
Whiteleg Shrimp,59,25.0,4.3,Floating,31,14.12
Snapper,118,21.3,5.9,Pellet,36,30.79
Snow Crab,111,23.7,6.9,Pellet,41,24.09
King Crab,101,22.4,5.3,Sinking,42,23.63
Rohu,92,26.7,7.6,Floating,37,45.64
Dungeness Crab,128,23.6,6.1,Pellet,40,31.71
Banana Prawn,147,24.9,4.2,Floating,41,34.04
Snapper,31,29.6,7.3,Sinking,36,12.82
Whiteleg Shrimp,59,26.5,6.6,Sinking,34,41.24
King Crab,18,30.8,5.0,Pellet,44,38.25
Seabass,92,25.2,5.7,Floating,29,43.86
Catfish,76,21.0,5.3,Sinking,37,7.27
Rohu,37,25.7,4.2,Sinking,44,41.29
Seabass,36,22.6,7.2,Sinking,43,34.08
Pangasius,75,30.8,4.4,Sinking,45,46.8
Snow Crab,45,27.7,4.4,Pellet,32,23.26
Pangasius,123,27.5,7.5,Sinking,44,31.2
Salmon,32,20.8,5.2,Sinking,35,43.77
Whiteleg Shrimp,90,27.1,6.7,Pellet,36,34.06
Tuna,11,21.5,7.5,Floating,35,44.8
Freshwater Prawn,64,27.9,6.3,Pellet,29,22.8
Trout,139,21.0,5.9,Pellet,34,40.85
Salmon,28,31.1,7.2,Floating,33,41.33
Soft Shell Crab,62,21.6,5.9,Sinking,37,26.05
Pangasius,117,22.4,6.3,Floating,30,22.71
Freshwater Prawn,34,22.6,4.1,Sinking,30,7.59
Soft Shell Crab,45,28.1,4.0,Floating,34,32.73
Carp,87,23.8,5.7,Sinking,45,23.98
Freshwater Prawn,73,25.4,7.3,Floating,43,16.06
Tuna,71,20.4,5.7,Floating,40,28.34
Rohu,112,22.9,7.8,Sinking,33,15.6
Salmon,33,21.1,6.9,Floating,42,11.91
Rohu,131,26.1,8.0,Sinking,42,42.51
Tuna,113,28.3,6.1,Sinking,29,2.79
Blue Swimmer Crab,68,25.7,6.5,Sinking,42,42.3
Soft Shell Crab,32,30.7,7.2,Floating,43,33.01
Blue Swimmer Crab,84,21.4,7.0,Pellet,33,23.58
Tuna,91,27.0,5.4,Sinking,35,43.24
Black Tiger Shrimp,82,31.7,7.5,Pellet,44,6.93
Tuna,76,31.7,7.6,Floating,28,11.52
Snapper,36,28.2,4.1,Sinking,36,48.54
Tiger Prawn,32,22.9,6.7,Floating,28,17.43
Freshwater Prawn,18,24.7,6.2,Sinking,40,26.35
Blue Swimmer Crab,141,28.4,6.0,Sinking,39,8.77
Pangasius,72,21.1,7.5,Floating,31,36.01
Salmon,28,26.7,5.0,Pellet,39,26.67
Rohu,42,31.6,7.3,Floating,30,9.9
Seabass,148,26.3,4.5,Sinking,43,37.84
King Prawn,36,26.2,7.9,Pellet,43,4.7
Seabass,112,25.8,4.4,Sinking,30,31.87
Trout,12,24.7,5.2,Sinking,34,30.15
Freshwater Prawn,78,22.6,7.4,Sinking,38,29.17
Barramundi,117,22.5,5.7,Pellet,43,38.23
Grouper,45,30.9,4.0,Floating,35,38.02
Tilapia,93,21.8,7.2,Pellet,39,35.92
Barramundi,104,21.9,4.5,Sinking,36,23.3
Freshwater Prawn,31,21.3,4.4,Floating,37,14.63
Rohu,77,20.8,7.1,Pellet,36,36.13
Tiger Prawn,56,28.9,4.8,Sinking,34,16.1
King Crab,83,24.1,5.6,Pellet,44,36.9
Carp,32,26.8,5.9,Floating,45,5.19
Tuna,148,31.2,5.9,Pellet,31,36.29
Rohu,89,27.7,7.9,Sinking,29,26.76
Barramundi,49,26.4,4.7,Floating,41,32.11
Rohu,51,25.6,6.7,Floating,44,38.55
Tuna,129,27.9,4.5,Sinking,44,18.31
Snow Crab,32,24.6,5.1,Sinking,40,28.91
Soft Shell Crab,92,29.9,7.6,Pellet,38,16.57
Grouper,52,22.9,4.8,Sinking,32,7.03
Black Tiger Shrimp,60,23.5,7.0,Floating,34,5.4
Seabass,25,29.3,7.7,Pellet,29,39.59
Tiger Prawn,35,29.8,7.7,Floating,36,22.97
Trout,129,25.8,4.1,Pellet,39,19.07
Banana Prawn,18,21.4,6.7,Floating,38,2.59
Milkfish,82,31.5,6.2,Floating,29,41.04
Snow Crab,86,25.3,7.8,Sinking,33,48.84
Mud Crab,126,22.9,4.5,Sinking,42,49.5
Milkfish,92,28.4,5.0,Pellet,31,10.97
Carp,32,28.7,6.1,Floating,42,17.02
