Target_Country,Species,Required_Quantity,Quality_Grade,Price_Offered
USA,Tiger Prawn,48,A,453223.86
Japan,Salmon,20,A,484055.95
Japan,Snow Crab,47,A,314306.53
India,Trout,13,A,277448.03
Japan,Cod,4,B,64939.18
EU,Soft Shell Crab,43,B,226552.73
USA,Tuna,37,C,86612.32
Japan,Barramundi,4,A,35617.39
USA,Trout,34,C,352378.84
Japan,Freshwater Prawn,22,A,293983.02
Japan,Rohu,20,A,11394.09
India,Barramundi,20,C,258007.36
USA,Mud Crab,14,C,197010.49
USA,Freshwater Prawn,10,A,206777.77
Japan,Tiger Prawn,44,C,173356.34
USA,Tiger Prawn,1,B,255040.47
EU,Seabass,15,C,188501.67
USA,Pangasius,50,A,276279.33
China,Banana Prawn,2,A,316864.61
China,Dungeness Crab,22,A,421576.69
EU,Seabass,37,B,185170.53
USA,Tilapia,31,A,297225.32
China,Whiteleg Shrimp,36,A,117718.1
China,Tuna,14,C,280772.7
Japan,Snapper,1,B,360733.2
EU,Soft Shell Crab,50,C,442401.54
India,Pangasius,5,B,14288.13
India,Pangasius,38,B,379620.41
India,Seabass,30,C,151451.79
USA,Rohu,23,A,495323.16
China,Pangasius,25,C,51018.7
China,King Crab,3,C,129655.28
India,Tilapia,45,B,450003.99
USA,Catfish,26,B,259214.2
China,Rohu,30,A,54607.23
China,Black Tiger Shrimp,49,A,453138.04
China,Catfish,11,A,275205.06
Japan,Black Tiger Shrimp,14,C,465241.71
Japan,Snow Crab,50,C,458237.58
China,Soft Shell Crab,14,C,240285.36
EU,Mud Crab,16,A,458270.42
EU,Snapper,6,C,381203.62
China,Salmon,34,B,172016.76
India,Tuna,27,A,472689.69
Japan,Trout,8,C,281526.72
India,King Crab,30,C,142397.89
Japan,Vannamei,6,B,265851.6
China,Carp,40,B,63784.57
China,Snapper,34,C,139684.33
Japan,Pangasius,28,B,260405.71
India,Milkfish,19,A,123835.92
Japan,Barramundi,48,C,256966.33
China,Snow Crab,43,C,82378.1
India,Black Tiger Shrimp,3,A,100284.32
EU,Snapper,13,B,370398.16
USA,Cod,22,C,125953.04
China,Freshwater Prawn,1,C,266867.28
China,Seabass,2,A,27492.52
Japan,Tiger Prawn,36,A,72787.23
India,Tiger Prawn,2,A,27165.28
USA,Barramundi,26,C,340152.41
China,Grouper,33,B,123346.26
EU,Tuna,44,A,419724.2
USA,Catfish,29,B,185499.79
India,Dungeness Crab,11,B,17102.62
EU,Blue Swimmer Crab,12,B,356325.44
EU,Dungeness Crab,30,C,340114.2
China,Snow Crab,49,B,391850.09
Japan,Snow Crab,17,C,106982.61
India,Salmon,41,A,341860.03
USA,Milkfish,43,C,155692.12
India,Vannamei,21,A,90514.66
India,Trout,42,A,168270.13
Japan,Freshwater Prawn,26,A,330806.72
Japan,Tilapia,28,B,419177.12
USA,Tuna,24,C,73599.48
India,Snow Crab,27,B,39227.18
USA,Black Tiger Shrimp,45,C,305233.59
India,Vannamei,47,C,119066.91
Japan,Black Tiger Shrimp,10,A,167288.12
USA,King Prawn,47,B,155214.68
China,Snow Crab,47,B,433246.79
USA,Tiger Prawn,3,C,106858.68
EU,Tilapia,20,B,211249.13
USA,Banana Prawn,19,A,466086.84
India,Trout,17,A,465776.13
EU,Tuna,41,B,410920.29
EU,Tilapia,31,A,137122.13
China,Milkfish,40,C,259777.89
USA,Barramundi,28,B,406324.91
India,Tiger Prawn,27,B,49700.11
China,Trout,39,B,199679.43
USA,Milkfish,19,A,96077.81
China,Pangasius,14,C,347174.56
EU,Barramundi,23,B,53939.6
India,Tuna,14,A,259044.3
India,Carp,39,A,488014.78
EU,Mud Crab,30,A,359451.91
Japan,Cod,43,B,98482.39
Japan,Rohu,43,C,408133.97
Japan,Tuna,42,C,285474.4
Japan,Seabass,35,C,433190.91
China,Seabass,38,B,457084.83
China,Catfish,40,B,357283.22
India,Snow Crab,25,C,450054.0
India,Black Tiger Shrimp,13,C,188643.04
India,Snapper,44,B,477235.01
USA,King Crab,4,B,215865.52
EU,Snow Crab,13,A,148152.62
China,Barramundi,23,C,200065.07
USA,Trout,43,C,330697.6
China,Tilapia,15,B,266956.67
USA,Salmon,2,C,172052.22
India,Snapper,47,B,228694.7
USA,Banana Prawn,41,B,378113.38
Japan,Tuna,45,A,471702.94
Japan,Salmon,21,C,422953.59
Japan,Carp,38,C,445118.16
Japan,Banana Prawn,15,B,165040.37
India,Tuna,7,B,34435.61
Japan,Carp,5,B,127414.17
Japan,Mud Crab,17,B,162517.74
EU,Tuna,39,B,207141.04
India,King Prawn,34,A,419483.62
Japan,Soft Shell Crab,29,A,471212.24
India,Salmon,11,B,24479.41
India,Vannamei,5,A,127316.56
Japan,Salmon,35,B,34737.22
USA,Soft Shell Crab,10,C,475756.23
EU,Catfish,6,A,140074.4
EU,Banana Prawn,30,A,110210.25
Japan,Vannamei,2,C,240049.61
China,Trout,25,B,65256.54
India,Pangasius,7,A,356044.49
China,Barramundi,8,A,80746.72
Japan,Banana Prawn,23,A,421433.02
USA,Tiger Prawn,40,B,456982.52
EU,Whiteleg Shrimp,17,B,250066.58
India,Grouper,6,C,84838.78
EU,Milkfish,33,B,387368.58
China,Snapper,47,C,294329.46
China,Salmon,50,B,249333.73
USA,Dungeness Crab,30,C,28696.47
Japan,Catfish,16,B,436786.51
India,Snow Crab,1,B,78487.77
India,Dungeness Crab,28,A,83733.46
Japan,Snow Crab,19,C,173994.5
India,Salmon,31,B,242218.63
China,Mud Crab,40,C,477167.15
USA,Freshwater Prawn,14,A,318344.74
EU,Rohu,14,A,153397.91
China,Soft Shell Crab,25,B,160123.05
Japan,Milkfish,38,B,375774.86
EU,Tiger Prawn,21,C,431292.78
EU,Black Tiger Shrimp,45,A,303588.76
EU,Rohu,4,C,350458.99
EU,Banana Prawn,48,B,472851.36
EU,King Prawn,13,B,234472.25
Japan,Grouper,41,B,441288.3
China,Whiteleg Shrimp,35,A,286777.67
USA,Vannamei,18,B,175667.02
Japan,Snow Crab,16,B,79356.92
Japan,Banana Prawn,20,C,39692.26
EU,Black Tiger Shrimp,18,A,458182.25
China,Rohu,13,A,492694.17
USA,Pangasius,16,C,60329.64
India,Pangasius,32,C,43971.44
India,Catfish,1,A,82104.62
Japan,Tilapia,18,B,262535.47
China,Soft Shell Crab,27,C,431100.83
India,Trout,37,B,422076.47
China,Blue Swimmer Crab,27,A,451008.01
USA,Carp,42,C,193294.79
EU,Salmon,2,C,50704.16
USA,Grouper,39,B,362181.85
China,Whiteleg Shrimp,24,B,259664.13
USA,Soft Shell Crab,45,A,55283.23
China,Trout,10,A,411433.39
USA,Catfish,30,A,308352.0
EU,Tiger Prawn,30,A,60869.35
China,Catfish,17,B,148720.39
China,Banana Prawn,30,A,167136.96
USA,Barramundi,25,C,32614.92
EU,Freshwater Prawn,38,C,389069.27
USA,Mud Crab,39,C,149369.05
China,Snapper,22,B,108223.0
China,Cod,14,B,499158.55
China,Milkfish,16,A,413324.51
Japan,Blue Swimmer Crab,49,B,56529.47
China,Barramundi,47,C,92382.71
EU,Salmon,17,B,298882.73
Japan,Tilapia,8,A,491558.72
Japan,King Crab,8,B,494779.3
USA,Pangasius,19,A,268711.83
China,Freshwater Prawn,44,C,10084.66
China,Seabass,46,A,480058.87
EU,Rohu,16,A,488746.62
EU,Dungeness Crab,38,B,298072.39
India,Trout,48,C,184411.81
EU,King Crab,1,C,308215.97
EU,Tiger Prawn,27,A,457386.39
USA,Snow Crab,48,B,385029.03
USA,Whiteleg Shrimp,23,A,474748.61
China,Barramundi,1,B,44315.27
EU,Seabass,34,B,474949.84
EU,Whiteleg Shrimp,2,B,348384.35
China,Tuna,18,B,253515.48
Japan,Whiteleg Shrimp,7,B,103051.41
EU,Pangasius,10,C,209561.25
China,Trout,43,B,29114.52
India,Vannamei,6,A,499959.56
EU,Pangasius,33,A,207429.15
India,Tiger Prawn,32,A,402688.55
EU,Soft Shell Crab,20,C,116178.12
China,Seabass,13,B,338797.45
USA,Milkfish,25,B,288774.99
USA,Soft Shell Crab,18,A,207756.78
India,Pangasius,5,B,449915.59
India,Milkfish,14,A,191967.94
India,Soft Shell Crab,17,A,439239.44
USA,Snapper,27,C,453434.35
EU,King Crab,42,C,176977.44
USA,Soft Shell Crab,34,B,497839.75
Japan,Dungeness Crab,22,A,463486.36
China,Soft Shell Crab,19,C,83760.06
Japan,Salmon,4,C,137354.76
EU,King Prawn,7,C,287189.7
China,King Prawn,1,A,245836.51
USA,Rohu,6,A,20614.91
USA,Salmon,21,A,246221.7
USA,Whiteleg Shrimp,27,C,95961.19
EU,Pangasius,48,A,197944.09
China,Banana Prawn,42,C,430795.24
Japan,Trout,45,A,460588.85
Japan,Catfish,22,B,82901.03
China,King Crab,11,A,212175.25
USA,Vannamei,32,C,330545.82
China,Cod,7,B,345061.46
USA,Milkfish,11,A,129445.69
China,Trout,47,A,170520.2
EU,Rohu,5,A,71498.02
EU,Vannamei,25,B,351842.15
Japan,Snow Crab,49,A,17452.46
USA,Vannamei,19,B,307525.56
EU,Mud Crab,27,C,42820.07
India,King Crab,14,B,436076.33
USA,Mud Crab,35,C,167401.92
USA,Whiteleg Shrimp,27,B,294067.31
India,Soft Shell Crab,48,B,208165.37
China,Snow Crab,9,B,388653.45
USA,King Crab,50,A,455121.17
China,Black Tiger Shrimp,19,C,482364.05
USA,Blue Swimmer Crab,48,A,313216.86
India,Black Tiger Shrimp,7,C,219309.74
China,Snapper,34,A,24722.27
India,Trout,6,A,470524.63
India,Vannamei,9,B,16077.42
Japan,Snow Crab,16,B,413958.16
USA,Rohu,50,B,415565.04
Japan,Pangasius,28,A,22238.85
India,Tilapia,14,A,53564.18
USA,Grouper,27,B,299646.41
USA,King Crab,21,B,308229.23
India,Blue Swimmer Crab,49,B,357326.31
Japan,Whiteleg Shrimp,16,C,482485.15
China,Barramundi,20,B,474506.69
EU,Rohu,22,C,158281.63
China,Tuna,18,B,367191.74
EU,Catfish,34,B,350161.06
USA,Blue Swimmer Crab,2,A,381529.86
China,Soft Shell Crab,23,C,248889.54
Japan,Tilapia,48,B,50756.68
China,Snapper,11,C,49193.96
USA,King Crab,47,C,174396.75
EU,Black Tiger Shrimp,8,B,23628.83
India,Mud Crab,27,C,471702.83
China,Rohu,24,C,19037.5
USA,Snow Crab,31,C,496378.42
Japan,Grouper,46,A,355960.89
China,King Crab,10,B,142321.2
USA,Salmon,49,C,124509.44
USA,Catfish,10,A,24571.35
EU,Freshwater Prawn,20,C,90453.1
Japan,Whiteleg Shrimp,2,C,495012.39
EU,Rohu,5,B,203665.57
USA,Rohu,7,B,355090.1
India,Snow Crab,15,C,301557.47
Japan,Freshwater Prawn,44,A,463641.74
USA,Mud Crab,28,B,181879.68
China,Cod,2,A,190847.88
USA,Whiteleg Shrimp,40,A,145068.21
EU,Tuna,22,A,495924.76
Japan,Tiger Prawn,27,C,331716.85
China,Banana Prawn,17,A,13877.79
India,Vannamei,10,A,448562.37
Japan,Cod,15,A,386465.29
China,Barramundi,13,C,330349.02
India,Freshwater Prawn,18,B,294414.74
USA,Catfish,2,A,316327.75
Japan,Snapper,50,B,480891.05
China,Catfish,21,C,358648.93
USA,Banana Prawn,35,C,126580.12
China,Catfish,43,B,199131.12
China,Snapper,22,A,391575.99
China,King Crab,7,B,262044.99
Japan,Freshwater Prawn,15,A,265986.39
India,Dungeness Crab,14,B,353539.12
EU,Cod,27,C,238421.87
India,Snow Crab,1,C,387395.96
Japan,Catfish,31,A,61132.39
USA,Banana Prawn,17,C,424385.42
EU,King Prawn,9,C,325915.76
China,Dungeness Crab,16,C,402752.56
EU,Dungeness Crab,37,B,290084.7
USA,Salmon,41,C,173032.47
EU,Milkfish,1,B,409971.9
India,Rohu,43,C,182914.14
EU,Blue Swimmer Crab,32,A,249589.64
India,Rohu,39,C,22198.41
China,Blue Swimmer Crab,25,B,263781.02
China,King Crab,13,A,328273.16
India,Whiteleg Shrimp,11,A,455203.48
Japan,King Prawn,48,B,67325.91
USA,Snow Crab,24,C,450708.0
EU,Grouper,33,C,129460.23
Japan,Cod,38,A,473542.89
China,Snow Crab,50,C,286802.23
India,Tilapia,45,A,351107.15
India,Tilapia,33,B,107656.21
USA,Soft Shell Crab,50,C,293422.23
China,Vannamei,50,C,237094.87
EU,Salmon,29,B,470497.91
EU,Vannamei,33,C,416282.72
Japan,Carp,27,B,392081.22
China,Tiger Prawn,31,C,226835.22
Japan,Tuna,21,C,69721.95
USA,Barramundi,40,A,439482.43
China,Salmon,47,C,261249.96
EU,Seabass,23,C,448138.5
USA,Tilapia,22,B,166542.53
Japan,Grouper,6,B,206659.11
USA,Dungeness Crab,39,B,189824.77
China,Cod,40,C,491289.49
China,King Prawn,50,B,148457.78
India,Dungeness Crab,42,B,88531.55
Japan,King Prawn,9,A,163846.15
Japan,Banana Prawn,34,C,20066.66
USA,Mud Crab,36,B,248344.16
China,Barramundi,30,C,332307.97
India,Trout,30,C,162627.91
India,Barramundi,46,B,81984.53
India,Whiteleg Shrimp,34,C,201887.21
India,Grouper,14,B,455698.59
China,Dungeness Crab,43,A,325753.98
India,Barramundi,31,C,346445.27
EU,Blue Swimmer Crab,24,B,46326.51
USA,King Prawn,46,A,472402.76
India,Grouper,10,C,331176.95
China,Freshwater Prawn,2,C,268942.21
China,Dungeness Crab,16,A,172366.63
EU,Dungeness Crab,11,A,135980.04
China,Trout,9,B,492255.06
Japan,King Crab,42,A,195747.1
India,Rohu,50,C,354845.63
Japan,Mud Crab,20,A,437285.5
India,Blue Swimmer Crab,15,B,42740.35
China,Carp,26,C,338471.12
EU,King Crab,28,C,232836.9
EU,Tuna,22,A,378801.6
China,Carp,24,B,361238.22
China,Snapper,4,C,115195.02
China,Tiger Prawn,21,A,483706.36
Japan,Cod,15,A,433844.82
Japan,Tiger Prawn,25,A,254820.47
China,Milkfish,39,C,93700.07
India,Pangasius,37,A,418432.71
Japan,Rohu,12,C,468669.64
China,Soft Shell Crab,48,B,336616.84
USA,Snow Crab,16,C,253200.34
EU,Blue Swimmer Crab,20,B,483035.01
EU,Pangasius,14,A,338183.39
China,Blue Swimmer Crab,3,B,424753.64
Japan,Cod,18,B,413886.87
EU,King Crab,16,C,289859.7
USA,Whiteleg Shrimp,9,B,428927.49
EU,Salmon,5,C,244383.3
USA,Snow Crab,41,B,97365.01
India,Rohu,21,B,433106.43
USA,Tiger Prawn,10,A,65028.22
USA,King Crab,44,C,361257.44
USA,Milkfish,1,A,349370.8
Japan,Mud Crab,27,C,296969.79
China,Tiger Prawn,32,A,60749.01
Japan,King Crab,24,C,478246.73
Japan,Mud Crab,49,A,11399.03
India,Soft Shell Crab,39,A,290002.0
India,Tuna,40,A,88145.05
India,Dungeness Crab,33,C,373245.25
India,Tuna,41,B,204010.13
India,Black Tiger Shrimp,6,C,410115.42
EU,Pangasius,9,B,169433.32
India,Soft Shell Crab,36,B,73750.78
USA,Cod,26,B,384243.9
India,Rohu,2,C,87023.25
India,Tiger Prawn,11,B,136946.42
China,Vannamei,8,B,334475.48
EU,Grouper,49,C,31643.23
EU,Carp,26,C,295090.74
Japan,Soft Shell Crab,8,A,160874.14
USA,Dungeness Crab,50,C,29541.35
USA,Trout,21,A,407379.71
China,Blue Swimmer Crab,49,B,240893.99
EU,King Crab,8,B,289315.27
China,Grouper,20,A,292880.31
Japan,Dungeness Crab,38,C,186141.21
USA,Snow Crab,20,C,479821.34
EU,Grouper,6,B,369743.98
USA,Pangasius,8,A,279455.85
Japan,Seabass,14,B,328056.73
USA,Whiteleg Shrimp,19,A,82628.93
China,King Prawn,13,A,224766.47
China,Vannamei,42,B,312724.64
Japan,Snapper,39,A,261309.06
USA,Tuna,7,C,97015.51
Japan,Mud Crab,36,C,241303.64
Japan,King Crab,27,C,428052.04
USA,Mud Crab,6,C,495240.75
Japan,Snapper,45,C,20467.05
EU,Tilapia,21,C,398854.88
USA,Vannamei,31,A,373819.59
EU,King Prawn,18,C,15726.33
USA,Mud Crab,5,B,495414.48
USA,Grouper,44,C,398840.55
EU,Vannamei,17,C,196474.45
EU,Dungeness Crab,50,B,211167.52
China,Whiteleg Shrimp,3,B,254332.93
India,Black Tiger Shrimp,8,A,481546.87
Japan,Banana Prawn,1,C,237862.83
China,Catfish,16,A,12831.35
USA,Seabass,40,B,302598.5
USA,Grouper,41,C,444810.51
USA,Grouper,50,C,389508.24
USA,Snapper,34,A,340379.08
China,Seabass,14,C,292371.76
Japan,Rohu,49,B,143379.68
Japan,Dungeness Crab,10,A,50521.14
EU,King Prawn,29,C,331048.83
EU,Freshwater Prawn,45,A,81098.26
USA,Catfish,11,A,469149.36
Japan,Tiger Prawn,31,C,352824.16
USA,Grouper,2,B,172995.99
USA,Catfish,19,B,66066.6
USA,Barramundi,26,C,238780.84
India,Black Tiger Shrimp,34,A,354783.09
EU,Vannamei,32,B,282585.91
China,Carp,15,B,91879.33
China,Carp,35,B,377281.77
Japan,King Crab,9,A,172039.05
USA,Dungeness Crab,40,C,311978.19
USA,Catfish,37,C,108336.35
EU,Cod,47,B,268518.66
India,King Prawn,40,C,108973.07
EU,Rohu,1,A,305624.98
India,Salmon,7,A,139792.71
USA,King Crab,3,C,127316.64
India,Banana Prawn,41,B,197637.07
USA,Snow Crab,19,B,37332.92
USA,Banana Prawn,43,B,307684.92
Japan,King Crab,28,B,239599.96
China,Vannamei,29,A,295306.08
Japan,King Prawn,19,B,488806.35
India,Tuna,19,B,226403.12
USA,Milkfish,12,C,344013.9
USA,Catfish,48,B,75624.1
USA,Blue Swimmer Crab,27,C,462882.38
EU,Mud Crab,8,C,82286.4
China,Cod,10,A,131879.94
China,Mud Crab,5,C,461530.15
India,Tilapia,8,A,165052.19
Japan,Cod,23,A,88698.86
USA,King Crab,6,A,342665.52
EU,Milkfish,29,C,496940.62
India,Seabass,31,C,371357.67
India,Carp,31,B,304426.3
India,Catfish,36,C,89617.9
China,Grouper,1,A,126942.33
EU,Snow Crab,29,A,470868.63
Japan,Mud Crab,42,B,354202.49
India,Snow Crab,32,B,44586.44
EU,Banana Prawn,48,A,395102.62
China,Banana Prawn,14,B,460423.79
USA,Tuna,37,C,67529.01
EU,Dungeness Crab,1,B,399106.22
EU,Mud Crab,32,A,365584.16
Japan,Salmon,17,A,246638.93
USA,Tilapia,29,C,217973.93
China,Freshwater Prawn,35,A,371523.44
EU,Cod,5,C,224019.97
USA,Trout,8,C,443865.53
India,Barramundi,7,B,58785.27
China,Pangasius,5,C,209424.49
EU,Freshwater Prawn,17,C,42105.14
China,Tiger Prawn,29,B,195674.09
Japan,Whiteleg Shrimp,25,B,131877.77
USA,Grouper,15,A,262212.08
EU,Seabass,28,C,100800.49
China,Freshwater Prawn,46,B,27589.32
China,Dungeness Crab,22,C,115426.27
USA,Black Tiger Shrimp,47,A,98049.2
China,King Crab,43,A,467431.16
Japan,Tuna,18,A,253179.93
EU,Milkfish,38,B,94786.86
EU,Freshwater Prawn,35,B,210294.81
Japan,King Crab,40,A,256310.05
EU,Seabass,3,A,392262.17
USA,Pangasius,5,C,289287.31
China,Whiteleg Shrimp,16,C,69968.14
Japan,Rohu,42,A,254359.3
USA,Seabass,22,C,389906.66
Japan,Black Tiger Shrimp,18,C,163256.76
USA,Barramundi,6,A,152060.64
EU,King Crab,6,C,43600.89
India,Pangasius,5,B,444993.4
EU,Tilapia,23,C,196390.18
EU,Tilapia,18,C,89745.91
USA,Blue Swimmer Crab,10,A,373306.44
India,Trout,32,A,473251.4
China,Cod,24,C,138805.18
Japan,Salmon,2,A,203039.81
USA,Cod,5,C,395393.3
Japan,Milkfish,2,B,414499.63
EU,Tiger Prawn,11,C,471470.19
India,Tilapia,41,A,340836.92
USA,Mud Crab,45,B,219211.38
India,Tuna,9,A,16004.47
USA,King Crab,39,C,365472.44
USA,Snapper,6,C,42915.8
Japan,Pangasius,47,C,270127.48
EU,King Crab,1,C,79613.62
India,Vannamei,15,C,118062.03
India,Grouper,23,B,464763.81
China,Rohu,40,B,348292.68
China,Black Tiger Shrimp,6,C,166518.99
China,King Prawn,12,B,50434.62
China,Trout,29,C,248723.31
China,Grouper,4,A,66558.81
USA,Tilapia,27,B,484071.98
Japan,Grouper,39,A,105404.28
China,Soft Shell Crab,13,B,230350.81
India,Black Tiger Shrimp,9,B,20221.39
USA,Freshwater Prawn,9,A,436083.37
India,Blue Swimmer Crab,6,B,431710.09
EU,King Crab,2,C,492925.08
China,Tilapia,49,C,166025.83
USA,Barramundi,6,C,103427.26
EU,Grouper,46,A,147961.67
USA,Vannamei,20,B,418143.62
India,Soft Shell Crab,19,A,436307.71
India,Tilapia,14,B,101521.49
Japan,Cod,19,C,278589.48
India,Snapper,3,C,494769.65
EU,Tilapia,16,B,113876.23
Japan,Salmon,7,A,365300.55
EU,Pangasius,1,A,437275.96
India,Catfish,33,C,119147.99
China,Cod,33,C,403754.55
India,Grouper,50,B,480791.52
Japan,Rohu,4,A,256315.53
USA,Seabass,43,C,196074.34
India,Freshwater Prawn,5,C,43525.74
USA,Whiteleg Shrimp,34,B,448565.36
Japan,Black Tiger Shrimp,1,A,139827.03
China,Milkfish,40,B,305480.77
USA,Dungeness Crab,47,A,266010.06
EU,Snow Crab,39,A,431881.99
Japan,Snow Crab,42,C,401714.8
Japan,Snow Crab,24,C,356587.76
Japan,King Crab,45,B,19481.28
India,Cod,15,C,403131.65
USA,Banana Prawn,27,B,434489.26
India,Rohu,31,B,48545.38
USA,Salmon,44,C,368132.49
USA,Tuna,28,A,40532.69
EU,King Prawn,50,A,459221.77
India,Milkfish,36,C,231511.57
EU,Tiger Prawn,7,A,493836.75
USA,Cod,32,B,203213.0
China,Carp,3,A,370949.14
China,Salmon,34,A,237525.24
Japan,Blue Swimmer Crab,32,C,289187.28
EU,Vannamei,30,B,203410.17
India,Dungeness Crab,16,A,58407.83
EU,Soft Shell Crab,23,A,275963.16
India,Pangasius,1,C,336814.74
Japan,Pangasius,46,B,425637.19
China,Banana Prawn,2,A,444145.86
India,Dungeness Crab,29,B,420341.29
China,Trout,16,C,426321.52
USA,Tiger Prawn,13,B,351021.71
China,Trout,19,C,452816.09
EU,Freshwater Prawn,19,A,401347.13
China,Snapper,2,C,65627.52
China,King Crab,8,C,255510.4
India,Barramundi,22,A,203232.82
China,Banana Prawn,13,B,98741.28
EU,Snapper,4,B,461855.38
USA,Salmon,24,C,219572.41
Japan,Tilapia,37,B,277987.22
India,King Crab,12,A,25715.88
EU,Black Tiger Shrimp,21,A,92797.64
China,King Crab,21,A,184014.46
Japan,Salmon,9,C,372689.53
China,Mud Crab,31,A,101637.45
Japan,Soft Shell Crab,16,C,52991.44
Japan,Grouper,49,A,428458.19
USA,King Crab,40,A,185798.96
India,Salmon,46,C,93079.91
China,Salmon,27,B,146520.06
EU,Salmon,12,C,249001.26
EU,Milkfish,32,A,407101.99
USA,Mud Crab,8,C,305657.38
EU,Snapper,23,B,265984.9
EU,Trout,39,C,177453.17
Japan,Tiger Prawn,11,B,217648.19
China,Barramundi,49,C,488762.63
India,Whiteleg Shrimp,2,B,427398.4
India,Tuna,25,C,321613.12
EU,Vannamei,30,B,126425.12
Japan,Snow Crab,7,B,243545.93
USA,Tilapia,35,A,336329.74
India,Snow Crab,50,B,227817.04
India,Dungeness Crab,32,C,160847.36
USA,King Crab,20,B,457607.26
China,Snapper,27,C,10361.71
EU,Vannamei,13,C,94787.36
China,Seabass,36,B,237188.18
USA,Tuna,24,A,133552.48
EU,King Crab,45,B,125277.29
Japan,Blue Swimmer Crab,37,B,412525.04
USA,Rohu,26,C,285590.65
Japan,Mud Crab,14,A,277317.33
EU,Dungeness Crab,38,C,189498.0
EU,Freshwater Prawn,30,B,214761.12
Japan,Pangasius,6,C,338973.21
Japan,Snow Crab,37,B,128080.99
USA,Snapper,48,B,388962.8
USA,Mud Crab,48,A,448640.13
USA,Soft Shell Crab,31,A,311613.17
USA,Tilapia,46,B,109069.05
Japan,Seabass,20,B,242521.01
EU,Snapper,5,A,197843.57
EU,Tilapia,46,A,71800.22
EU,Carp,5,A,375685.52
India,Grouper,4,B,57562.02
China,Tiger Prawn,2,A,483982.81
Japan,Snapper,6,B,244851.71
EU,King Prawn,39,C,87835.67
India,Trout,2,B,396938.88
Japan,Mud Crab,44,C,367068.48
China,Banana Prawn,50,C,297480.12
EU,Black Tiger Shrimp,24,B,380634.71
China,Carp,16,C,138657.83
China,Pangasius,18,C,273063.34
Japan,Vannamei,39,A,19011.51
EU,Trout,38,A,121952.13
India,Freshwater Prawn,17,B,326359.09
USA,King Crab,38,C,46775.17
India,King Prawn,34,A,14620.25
EU,Vannamei,35,C,426439.94
Japan,Cod,28,C,87147.44
China,Tilapia,3,B,422021.79
EU,King Prawn,41,A,163717.23
EU,King Prawn,11,B,246311.75
EU,Grouper,50,A,124328.9
India,Seabass,38,B,151727.66
China,Milkfish,37,A,410639.87
USA,Black Tiger Shrimp,45,C,266026.76
China,Snow Crab,25,C,200094.55
EU,Pangasius,29,B,29485.24
USA,King Crab,11,A,251901.37
USA,Dungeness Crab,35,C,144491.52
USA,Whiteleg Shrimp,35,B,440728.68
China,Catfish,11,A,423907.36
USA,Pangasius,5,A,123364.18
China,Snapper,14,B,267866.95
Japan,Tiger Prawn,27,A,243985.26
China,Snapper,15,C,113166.24
India,Tuna,24,C,170971.21
USA,Trout,6,A,403235.42
China,Snapper,4,A,55280.93
India,Seabass,23,A,457790.14
India,King Crab,28,C,189283.42
India,Freshwater Prawn,44,B,216542.59
USA,Freshwater Prawn,27,A,264723.48
USA,Dungeness Crab,46,C,285773.47
USA,Catfish,31,A,97010.66
EU,King Crab,25,C,380078.68
India,King Prawn,26,C,243353.06
USA,Salmon,33,A,59902.21
Japan,Seabass,13,B,71425.58
China,Pangasius,43,A,204833.73
EU,Blue Swimmer Crab,37,C,338944.56
India,Blue Swimmer Crab,19,B,407588.82
Japan,Black Tiger Shrimp,44,B,472560.34
Japan,Rohu,25,B,427911.43
China,Pangasius,8,A,260002.11
EU,King Crab,1,B,266655.65
China,Freshwater Prawn,2,C,78102.16
Japan,Tilapia,23,C,351366.93
EU,Snow Crab,47,C,407680.13
India,Dungeness Crab,3,B,178666.45
Japan,Vannamei,40,C,96326.12
India,Blue Swimmer Crab,15,B,141277.43
EU,Freshwater Prawn,22,C,440359.45
India,Dungeness Crab,39,A,131524.24
China,Salmon,19,B,197708.52
EU,Cod,15,A,346011.16
China,Seabass,16,C,16691.76
USA,Blue Swimmer Crab,16,A,254639.0
China,Milkfish,16,C,106930.29
Japan,Catfish,31,B,346750.15
India,Tiger Prawn,42,C,148370.65
Japan,Catfish,20,A,78945.04
EU,King Prawn,1,B,406844.0
India,Seabass,33,B,104115.55
USA,Vannamei,47,B,440075.07
EU,Tiger Prawn,36,C,231902.16
USA,Mud Crab,25,A,442503.17
EU,Whiteleg Shrimp,45,B,158219.92
USA,King Crab,11,A,28466.07
USA,Dungeness Crab,25,A,382433.88
USA,Catfish,27,A,474700.36
India,Milkfish,4,A,421591.27
EU,Salmon,27,A,355956.1
India,Black Tiger Shrimp,13,A,452426.83
EU,Whiteleg Shrimp,21,C,375572.93
Japan,Trout,48,B,30461.92
China,Milkfish,15,B,121404.95
China,Pangasius,13,A,245945.14
India,Carp,20,A,369092.49
India,Tilapia,18,A,497268.47
India,Vannamei,38,C,57621.38
Japan,Tilapia,3,A,166527.91
EU,Barramundi,28,A,114810.09
China,Carp,23,C,153346.92
USA,Soft Shell Crab,34,A,334924.07
India,Salmon,34,B,363858.06
India,Salmon,16,A,16925.61
China,Vannamei,19,B,377822.79
USA,Trout,41,A,63694.56
EU,Black Tiger Shrimp,48,A,490627.64
EU,Snapper,32,B,248477.08
China,Soft Shell Crab,17,A,498764.61
Japan,Barramundi,29,A,89159.53
